index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
6367,centre de medecine familiale (saint-sauveur),clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,75,avenue de la gare,J0R1R6,saint-sauveur,qc,"75, avenue de la gare, bureau l-4 , saint-sauveur (quÈbec) j0r 1r6",Saint-Sauveur,2477043,24,45.890986,-74.154404
6368,centre de mÈdecine familiale de saint-bruno,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,552,avenue saint-alphonse,G0W2L0,saint-bruno,qc,"552, avenue saint-alphonse , saint-bruno (quÈbec) g0w 2l0",Saint-Bruno,2493030,24,48.47142765,-71.65388817
6369,centre de mÈdecine intÈgrative et esthÈtique (bromont),clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,858,rue shefford bureau 111-112,J2L1C3,bromont,qc,"858, rue shefford, bureau 111-112 , bromont (quÈbec) j2l 1c3",Bromont,,24,,
6370,centre de mÈdecine intÈgrÈe (cmi) longueuil,clinic or family medicine group,Ambulatory health care services,Province of QuÈbec,,1215,chemin du tremblay,J4N1R4,longueuil,qc,"1215, chemin du tremblay, bureau 260 , longueuil (quÈbec) j4n 1r4",Longueuil,2458227,24,45.537952,-73.463088
6371,centre de protection de l'enfance et de la jeunesse de mascouche,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,3083,boulevard de mascouche,J7K3B7,mascouche,qc,"3083, boulevard de mascouche, 2e Ètage , mascouche (quÈbec) j7k 3b7",Mascouche,2464015,24,45.742585,-73.600831
6372,centre de protection de l'enfance et de la jeunesse et de rÈadaptation pour les jeunes en difficultÈ d'adaptation de lÈvis,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,,,,,qc,,,,24,,
6373,centre de protection et de rÈadaptation pour les jeunes en difficultÈ d'adaptation de lÈvis (le galion),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,,,,,qc,,,,24,,
6374,centre de protection et de rÈadaptation pour les jeunes en difficultÈ d'adaptation de lÈvis (odyssÈe),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,,,,,qc,,,,24,,
6375,centre de protection et de rÈadaptation pour les jeunes et les mËres en difficultÈ d'adaptation - des forges,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,2700,boulevard des forges,G8Z1V2,trois-riviËres,qc,"2700, boulevard des forges , trois-riviËres (quÈbec) g8z 1v2",Trois-RiviËres,2437067,24,46.347447,-72.566466
6376,centre de protection et de rÈadaptation pour les jeunes et les mËres en difficultÈ d'adaptation charles-edouard bourgeois,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,2735,rue papineau,G8Z1N8,trois-riviËres,qc,"2735, rue papineau , trois-riviËres (quÈbec) g8z 1n8",Trois-RiviËres,2437067,24,46.350077,-72.564462
6377,centre de protection et de rÈadaptation pour les jeunes et les mËres en difficultÈ d'adaptation de bÈcancour,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,1325,avenue des pensÈes,G9H2T1,bÈcancour,qc,"1325, avenue des pensÈes, bureau 301 , bÈcancour (quÈbec) g9h 2t1",BÈcancour,2438010,24,46.328435,-72.507207
6378,centre de protection et de rÈadaptation pour les jeunes et les mËres en difficultÈ d'adaptation de la tuque,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,861,boulevard ducharme,G9X3B9,la tuque,qc,"861, boulevard ducharme , la tuque (quÈbec) g9x 3b9",La Tuque,2490012,24,47.428932,-72.785321
6379,centre de protection et de rÈadaptation pour les jeunes et les mËres en difficultÈ d'adaptation de plessisville,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,1331,rue saint-calixte,G6L1P4,plessisville,qc,"1331, rue saint-calixte , plessisville (quÈbec) g6l 1p4",Plessisville,2432040,24,46.215805,-71.777971
6380,centre de protection et de rÈadaptation pour les jeunes et les mËres en difficultÈ d'adaptation de victoriaville,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,38,rue monfette,G6P1K2,victoriaville,qc,"38, rue monfette , victoriaville (quÈbec) g6p 1k2",Victoriaville,2439062,24,46.060497,-71.965141
6381,centre de protection et de rÈadaptation pour les jeunes et les mËres en difficultÈ d'adaptation edgar-laforest,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,3100,boulevard lemire,J2B7R2,drummondville,qc,"3100, boulevard lemire , drummondville (quÈbec) j2b 7r2",Drummondville,2449058,24,45.854642,-72.482332
6382,centre de prÈlËvement (argyll),hospital,Hospitals,Province of QuÈbec,,375,rue argyll,J1J3H5,sherbrooke,qc,"375, rue argyll, bureau 1305 , sherbrooke (quÈbec) j1j 3h5",Sherbrooke,2443027,24,45.404599,-71.914765
6383,centre de prÈlËvement (sainte-agathe-des-monts),local community services centre (clsc),Ambulatory health care services,Province of QuÈbec,,118,rue principale est,J8C1K1,sainte-agathe-des-monts,qc,"118, rue principale est , sainte-agathe-des-monts (que?bec) j8c 1k1",Sainte-Agathe-des-Monts,2478032,24,46.046574,-74.282505
6384,centre de prÈlËvement (Èdifice murray),hospital,Hospitals,Province of QuÈbec,,500,rue murray,J1G2K6,sherbrooke,qc,"500, rue murray, bureau 0110 , sherbrooke (quÈbec) j1g 2k6",Sherbrooke,2443027,24,45.40063,-71.876239
6385,centre de prÈlËvement de ferme-neuve,local community services centre (clsc),Ambulatory health care services,Province of QuÈbec,,70,12e rue,J0W1C0,ferme-neuve,qc,"70, 12e rue , ferme-neuve (que?bec) j0w 1c0",Ferme-Neuve,2479097,24,46.7010623,-75.4547336
6386,centre de prÈlËvements (sainte-thÈrËse),local community services centre (clsc),Ambulatory health care services,Province of QuÈbec,,300,rue sicard,J7E3X5,sainte-thÈrËse,qc,"300, rue sicard , sainte-the?re?se (que?bec) j7e 3x5",Sainte-ThÈrËse,2473010,24,45.643516,-73.861122
6387,centre de prÈlËvements (vendÈe),local community services centre (clsc),Ambulatory health care services,Province of QuÈbec,,1814,rue du village,J0T2T0,amherst,qc,"1814, rue du village , amherst (que?bec) j0t 2t0",Amherst,2478070,24,46.080764,-74.831166
6388,centre de prÈlËvements de saint-jÈrÙme,local community services centre (clsc),Ambulatory health care services,Province of QuÈbec,,480,5e rue,J7Z0H6,saint-jÈrÙme,qc,"480, 5e rue , saint-je?ro?me (que?bec) j7z 0h6",Saint-JÈrÙme,2475017,24,45.763839,-73.996226
6389,centre de prÈlËvements de sainte-anne-des-plaines,local community services centre (clsc),Ambulatory health care services,Province of QuÈbec,,482,boulevard sainte-anne,J0N1H0,sainte-anne-des-plaines,qc,"482, boulevard sainte-anne , sainte-anne-des-plaines (que?bec) j0n 1h0",Sainte-Anne-des-Plaines,2473035,24,45.766539,-73.813118
6390,centre de prÈvention du suicide accalmie,residential center or residential resource,Nursing and residential care facilities,Province of QuÈbec,,1905,rue royale,G9A4K8,trois-riviËres,qc,"1905, rue royale , trois-riviËres (quÈbec) g9a 4k8",Trois-RiviËres,2437067,24,46.3383449,-72.5485683
6391,centre de pÈdopsychiatrie (rÈsidence du sacrÈ-coeur) du ciusss,hospital,Hospitals,Province of QuÈbec,,1,avenue du sacrÈ-coeur,G1N2W1,quÈbec,qc,"1, avenue du sacrÈ-coeur , quÈbec (quÈbec) g1n 2w1",QuÈbec,2423027,24,46.81263,-71.245881
6392,centre de readaptation de la gaspÈsie (guichet de rÈadaptation du cisss),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,50,rue du belvÈdËre,G4V1X4,sainte-anne-des-monts,qc,"50, rue du belvÈdËre , sainte-anne-des-monts (quÈbec) g4v 1x4",Sainte-Anne-des-Monts,2404037,24,49.11876,-66.483015
6393,centre de readaptation en dÈficience intellectuelle et en trouble du spectre de l'autisme manseau,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,1180,boulevard manseau,J6E3G8,joliette,qc,"1180, boulevard manseau , joliette (quÈbec) j6e 3g8",Saint-Gabriel,2452080,24,46.292931,-73.384732
6394,centre de readaptation en dÈficience physique et de protection de l'enfance et de la jeunesse de repentigny - volet crdp,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,630,rue de marseille,J6A7A3,repentigny,qc,"630, rue de marseille, bureau 160 , repentigny (quÈbec) j6a 7a3",Repentigny,2460013,24,45.754398,-73.440096
6395,centre de readaptation en dÈficience physique et en dÈficience intellectuelle et en troubles envahissants du dÈveoloppement de val-d'or,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,975,rue germain,J9P7H7,val-dor,qc,"975, rue germain , val-d'or (quÈbec) j9p 7h7",Val-d'Or,2489008,24,48.101956,-77.801541
6396,centre de readaptation en dÈpendance foster - point de service externe MontrÈal,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,3285,boulevard cavendish,H4B2L9,montrÈal,qc,"3285, boulevard cavendish, bureau 100 , montrÈal (quÈbec) h4b 2l9",MontrÈal,2466023,24,45.4633401,-73.6293069
6397,centre de readaptation mackay,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,3500,boulevard dÈcarie,H4A3J5,montrÈal,qc,"3500, boulevard dÈcarie (montrÈal) , montrÈal (quÈbec) h4a 3j5",MontrÈal,2466023,24,45.4753321,-73.6137196
6398,centre de recherche de l'institut universitaire en santÈ mentale de montrÈal,hospital,Hospitals,Province of QuÈbec,,7331,rue hochelaga,H1N3V2,montrÈal,qc,"7331, rue hochelaga , montrÈal (quÈbec) h1n 3v2",MontrÈal,2466023,24,45.588674,-73.52912
6399,centre de rÈadaptation (saint-hyacinthe) (jeunesse),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,730,rue saint-pierre est,J2T1N2,saint-hyacinthe,qc,"730, rue saint-pierre est , saint-hyacinthe (quÈbec) j2t 1n2",Saint-Hyacinthe,2454048,24,45.627001,-72.934023
6400,centre de rÈadaptation alcoolisme et autres toxicomanies (magog),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,50,rue saint-patrice est,J1X3X3,magog,qc,"50, rue saint-patrice est , magog (quÈbec) j1x 3x3",Magog,2445072,24,45.265211,-72.145128
6401,centre de rÈadaptation constance-lethbridge,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,7005,boulevard de maisonneuve ouest,H4B1T3,montrÈal,qc,"7005, boulevard de maisonneuve ouest , montrÈal (quÈbec) h4b 1t3",MontrÈal,2466023,24,45.4582597,-73.6360212
6402,centre de rÈadaptation de l'estrie,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,300,rue king est,J1G1B1,sherbrooke,qc,"300, rue king est, bureau 200 , sherbrooke (quÈbec) j1g 1b1",Sherbrooke,2443027,24,45.40704,-71.880257
6403,centre de rÈadaptation de l'ouest-de-montrÈal (crom),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,8000,rue notre-dame,H8R1H2,montrÈal,qc,"8000, rue notre-dame , montrÈal (quÈbec) h8r 1h2",MontrÈal,2466023,24,45.4490572,-73.6344465
6404,centre de rÈadaptation en alcoolisme et toxicomanie de beauceville (centre multiservices de santÈ et de services sociaux de beauceville),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,253,route 108,G5X2Z3,beauceville,qc,"253, route 108, 3e Ètage , beauceville (quÈbec) g5x 2z3",Beauceville,2427028,24,46.205832,-70.784144
6405,centre de rÈadaptation en dÈficience intellectuelle de saint-simÈon (centre d'activitÈ de jour de saint-simÈon),readaptation center,Nursing and residential care facilities,Province of QuÈbec,,398,rue bergeron,G0T1X0,saint-simÈon,qc,"398, rue bergeron , saint-simÈon (quÈbec) g0t 1x0",Saint-SimÈon,2415058,24,47.84139,-69.8833
6406,centre de rÈadaptation en dÈficience intellectuelle de saint-urbain,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,359,rue sainte-claire,G0A4K0,saint-urbain,qc,"359, rue sainte-claire , saint-urbain (quÈbec) g0a 4k0",Saint-Urbain,2416055,24,47.55894,-70.5392
6407,centre de rÈadaptation en dÈficience intellectuelle en troubles du spectre de l'autisme louise-vachon,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,4390,boulevard saint-martin ouest,H7T1C3,laval,qc,"4390, boulevard saint-martin ouest , laval (quÈbec) h7t 1c3",Laval,2465005,24,45.548663,-73.768357
6408,centre de rÈadaptation en dÈficience intellectuelle et de dÈficience physique thÈrËse-martin,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,100,chemin de la petite-anse,G0L2C0,riviËre-ouelle,qc,"100, chemin de la petite-anse , riviËre-ouelle (quÈbec) g0l 2c0",RiviËre-Ouelle,2414065,24,47.454859,-70.00089
6409,centre de rÈadaptation en dÈficience intellectuelle et en trouble du spectre de l'autisme boulevard sainte-rose,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,261,boulevard sainte-rose,H7L1M1,laval,qc,"261, boulevard sainte-rose (sainte-rose) , laval (quÈbec) h7l 1m1",Laval,2465005,24,45.612611,-73.789601
6410,centre de rÈadaptation en dÈficience intellectuelle et en trouble du spectre de l'autisme de berthierville,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,752,rue notre-dame,J0K1A0,berthierville,qc,"752, rue notre-dame , berthierville (quÈbec) j0k 1a0",Berthierville,2452035,24,46.08513074,-73.1839362
6411,centre de rÈadaptation en dÈficience intellectuelle et en trouble du spectre de l'autisme de mascouche,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,1280,chemin saint-henri,J7K2N1,mascouche,qc,"1280, chemin saint-henri , mascouche (quÈbec) j7k 2n1",Mascouche,2464015,24,45.753417,-73.598221
6412,centre de rÈadaptation en dÈficience intellectuelle et en trouble du spectre de l'autisme de repentigny,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,625,rue leclerc,J6A2E4,repentigny,qc,"625, rue leclerc , repentigny (quÈbec) j6a 2e4",Repentigny,2460013,24,45.754316,-73.444678
6413,centre de rÈadaptation en dÈficience intellectuelle et en trouble du spectre de l'autisme de saint-gabriel-de-brandon,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,30,rue saint-gabriel,J0K2N0,saint-gabriel,qc,"30, rue saint-gabriel , saint-gabriel (quÈbec) j0k 2n0",Saint-Gabriel,2452080,24,46.292931,-73.384732
6414,centre de rÈadaptation en dÈficience intellectuelle et en trouble du spectre de l'autisme de saint-jean-de-matha,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,895,route louis-cyr,J0K2S0,saint-jean-de-matha,qc,"895, route louis-cyr , saint-jean-de-matha (quÈbec) j0k 2s0",Saint-Jean-de-Matha,2462015,24,46.224817,-73.526807
6415,centre de rÈadaptation en dÈficience intellectuelle et en trouble du spectre de l'autisme de sainte-julienne,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,1525,chemin du gouvernement,J0K2T0,sainte-julienne,qc,"1525, chemin du gouvernement , sainte-julienne (quÈbec) j0k 2t0",Sainte-Julienne,2463060,24,45.965199,-73.71423
6416,centre de rÈadaptation en dÈficience intellectuelle et en trouble du spectre de l'autisme saint-louis,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,845,rue saint-louis,J6E3A3,joliette,qc,"845, rue saint-louis , joliette (quÈbec) j6e 3a3",Joliette,2461025,24,46.021637,-73.447598
6417,centre de rÈadaptation en dÈficience intellectuelle et en troubles du spectre de l'autisme andrÈ-wingen,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,24,avenue cÙtÈ,G5V1Z9,montmagny,qc,"24, avenue cÙtÈ, porte 28 , montmagny (quÈbec) g5v 1z9",Montmagny,2418050,24,46.987993,-70.539239
6418,centre de rÈadaptation en dÈficience intellectuelle et en troubles du spectre de l'autisme de l'islet-sur-mer,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,20,chemin des pionniers ouest,G0R2B0,l'islet,qc,"20, chemin des pionniers ouest , l'islet (quÈbec) g0r 2b0",L'Islet,2417078,24,47.126166,-70.373218
6419,centre de rÈadaptation en dÈficience intellectuelle et en troubles du spectre de l'autisme de laurier-station,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,179,boulevard laurier,G0S1N0,laurier-station,qc,"179, boulevard laurier , laurier-station (quÈbec) g0s 1n0",Laurier-Station,2433060,24,46.54273,-71.626022
6420,centre de rÈadaptation en dÈficience intellectuelle et en troubles du spectre de l'autisme de laval,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,304,boulevard cartier ouest,H7N2J2,laval,qc,"304, boulevard cartier ouest , laval (quÈbec) h7n 2j2",Laval,2465005,24,45.554469,-73.699173
6421,centre de rÈadaptation en dÈficience intellectuelle et en troubles du spectre de l'autisme de lÈvis,readaptation center,Nursing and residential care facilities,Province of QuÈbec,,55,rue du mont-marie,G6V0B8,lÈvis,qc,"55, rue du mont-marie , lÈvis (quÈbec) g6v 0b8",LÈvis,2425213,24,46.812235,-71.179349
