index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
4292,maple villa long term care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,441,maple avenue,L7S1L8,burlington,on,,Burlington,3524002.0,35,43.31995171,-79.80289539
4293,maplecrest,retirement home,Nursing and residential care facilities,Province of Ontario,,85,main street e,L3M1N6,grimsby,on,,Grimsby,3526065.0,35,43.1913112,-79.5549473
4294,maplewood,long-term care home,Nursing and residential care facilities,Province of Ontario,,12,maplewood avenue,K0K1H0,brighton,on,,Brighton,3514004.0,35,44.039652600000004,-77.74441359999999
4295,maplewood nursing home limited ó cedarwood village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N3Y4R4,simcoe,on,,,,35,,
4296,maplewood nursing home limited ó maple manor nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N4G3T8,tillsonburg,on,,Tillsonburg,,35,,
4297,maplewood retirement community,retirement home,Nursing and residential care facilities,Province of Ontario,,340,industrial avenue,K1G3Z6,ottawa,on,,Ottawa,3506008.0,35,45.41117415,-75.65366022
4298,maplewood retirement home,retirement home,Nursing and residential care facilities,Province of Ontario,,39,poyntz street,L9M1N5,penetanguishene,on,,Penetanguishene,3543072.0,35,44.76607675,-79.93728966
4299,marathon family health team,family health team - contract,Ambulatory health care services,Province of Ontario,,22,peninsula road,P0T2E0,marathon,on,,Marathon,3558059.0,35,48.717913,-86.37614421
4300,march of dimes canada - barrie,community support service,Ambulatory health care services,Province of Ontario,,570,bryne drive,L4N9P6,barrie,on,,Barrie,3543042.0,35,44.32635169,-79.68906414
4301,march of dimes canada - durham,community support service,Ambulatory health care services,Province of Ontario,,10,overlea boulevard,M4H1A4,toronto,on,,Toronto,3520005.0,35,43.703519,-79.35245538
4302,march of dimes canada - east region,community support service,Ambulatory health care services,Province of Ontario,,6,glenwood place,K6V2T3,brockville,on,,Brockville,3507015.0,35,44.60510291,-75.68433467
4303,march of dimes canada - hamilton,community support service,Ambulatory health care services,Province of Ontario,,1550,upper james street,L9B2L6,hamilton,on,,Hamilton,3525005.0,35,43.20362518,-79.89552741
4304,march of dimes canada - niagara,community support service,Ambulatory health care services,Province of Ontario,,3300,merrittville highway,L2V4Y6,thorold,on,,Thorold,3526037.0,35,43.112936299999994,-79.24221079
4305,march of dimes canada - peel,community support service,Ambulatory health care services,Province of Ontario,,2227,south millway,L5L3R6,mississauga,on,,Mississauga,3521005.0,35,43.54312435,-79.68396367
4306,march of dimes canada - sarnia,community support service,Ambulatory health care services,Province of Ontario,,1086,modeland road,N7S6L2,sarnia,on,,Sarnia,3538030.0,35,42.9764666,-82.3412744
4307,march of dimes canada - sudbury,community support service,Ambulatory health care services,Province of Ontario,,96,larch street,P3E1C1,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005.0,35,46.49155318,-80.99327208
4308,march of dimes canada - toronto,community support service,Ambulatory health care services,Province of Ontario,,10,overlea boulevard,M4H1A4,toronto,on,,Toronto,3520005.0,35,43.703519,-79.35245538
4309,march of dimes canada - york,community support service,Ambulatory health care services,Province of Ontario,,13311,yonge street,L4E3L6,richmond hill,on,,Richmond Hill,3519038.0,35,43.95209263,-79.45593283
4310,march of dimes canada - york simcoe,community support service,Ambulatory health care services,Province of Ontario,,13311,yonge street,L4E3L6,richmond hill,on,,Richmond Hill,3519038.0,35,43.95209263,-79.45593283
4311,margaret's housing and community support services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,301,broadview avenue,M4M2G8,toronto,on,,Toronto,3520005.0,35,43.66414319,-79.35173817
4312,marian residence retirement home,retirement home,Nursing and residential care facilities,Province of Ontario,,640,hillview road,N3H5H3,cambridge,on,,Cambridge,3530010.0,35,43.39325349,-80.37658168
4313,marianhill inc.,community support service,Ambulatory health care services,Province of Ontario,,600,cecelia street,K8A7Z3,pembroke,on,,Pembroke,3547064.0,35,45.81487556,-77.10391504
4314,marianhill inc. home for the aged ó marianhill ccc,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K8A7Z3,pembroke,on,,Pembroke,,35,,
4315,marianhill inc. home for the aged ó marianhill nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K8A7Z3,pembroke,on,,Pembroke,,35,,
4316,marianhill nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,600,cecelia street,K8A7Z3,pembroke,on,,Pembroke,3547064.0,35,45.81487556,-77.10391504
4317,mariann home,community support service,Ambulatory health care services,Province of Ontario,,9915,yonge street,L4C1V1,richmond hill,on,,Richmond Hill,3519038.0,35,43.86921402,-79.43615722
4318,marina point village,retirement home,Nursing and residential care facilities,Province of Ontario,,225,oak street w,P1B0A9,north bay,on,,North Bay,3548044.0,35,46.31138583,-79.46712166
4319,markham fht,family health team - contract,Ambulatory health care services,Province of Ontario,,379,church street,L6B1A1,markham,on,,Markham,3519036.0,35,43.88472803,-79.23194586
4320,markham stouffville hospital,general,Hospitals,Public Health Agency of Canada,,381,church st,L3P7P3,markham,on,381 church st. markham on l3p 7p3,Markham,3519036.0,35,43.883994,-79.231971
4321,markham stouffville hospital - uxbridge,hospital - site,Hospitals,Province of Ontario,,4,campbell drive,L9P1S4,uxbridge,on,,Uxbridge,3518029.0,35,44.1029152,-79.1274051
4322,markham stouffville hospital - uxbridge site,general,Hospitals,Public Health Agency of Canada,,4,campbell dr,L9P1S4,uxbridge,on,4 campbell dr. uxbridge on l9p 1s4,Uxbridge,3518029.0,35,44.102915,-79.12740500000001
4323,markham stouffville hospital ó markham site,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,L3P7P3,markham,on,,Markham,,35,,
4324,markham stouffville hospital ó reactivation care centre finch,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,M3N1N1,toronto,on,,Toronto,,35,,
4325,markhaven,long-term care home,Nursing and residential care facilities,Province of Ontario,,54,parkway avenue,L3P2G4,markham,on,,Markham,3519036.0,35,43.88371943,-79.25422906
4326,markhaven home for seniors,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L3P2G4,markham,on,,Markham,,35,,
4327,marshall gowland manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,749,devine street,N7T1X3,sarnia,on,,Sarnia,3538030.0,35,42.96399632,-82.38446927
4328,martindale gardens retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,45,martin street,L9T2R1,milton,on,,Milton,3524009.0,35,43.51461904,-79.88332653
4329,martindale physiotherapy & sports clinic,other,Ambulatory health care services,Canadian Institute for Health Information,,,,L2N7H8,st catharines,on,,St. Catharines,,35,,
4330,mary berglund community health centre,community health centre,Hospitals,Province of Ontario,,,highway 17 & highway 599,P0T1T0,ignace,on,,Ignace,3560001.0,35,49.40550272,-91.63476557
4331,maryvale adolescent and family services,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,3640,wells street,N9C1T9,windsor,on,,Windsor,3537039.0,35,42.28938127,-83.07342992
4332,mattawa general hospital inc.,general,Hospitals,Public Health Agency of Canada,,217,tucotte park rd,P0H1V0,mattawa,on,217 tucotte park. rd. mattawa on p0h 1v0,Black River-Matheson,3556014.0,35,48.539433,-80.469727
4333,matthews memorial hospital,general,Hospitals,Public Health Agency of Canada,,,,P0R1J0,richards landing,on,p.o. box 188 richard's landing on p0r 1j0,St. Joseph,3557008.0,35,46.293495,-84.035248
4334,mauno kaihla koti,long-term care home,Nursing and residential care facilities,Province of Ontario,,723,north street,P6B6G8,sault ste marie,on,,Sault Ste. Marie,3557061.0,35,46.5396691,-84.33693736
4335,mauno kaihla koti nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,P6B5Z3,sault ste marie,on,,Sault Ste. Marie,,35,,
4336,maxville manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,80,mechanic street w,K0C1T0,maxville,on,,North Glengarry,3501050.0,35,45.28415857,-74.86345425
4337,maxville manor - seniors outreach services,community support service,Ambulatory health care services,Province of Ontario,,80,mechanic street w,K0C1T0,maxville,on,,North Glengarry,3501050.0,35,45.28415857,-74.86345425
4338,maynard nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,28,halton street,M6J1R3,toronto,on,,Toronto,3520005.0,35,43.64880888,-79.4191815
4339,mccall centre long term care interim unit,long-term care home,Nursing and residential care facilities,Province of Ontario,,140,sherway drive,M9C1A4,toronto,on,,Toronto,3520005.0,35,43.61006437,-79.56210244
4340,mccarthy place retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,200,mccarthy road,N5A0B6,stratford,on,,Stratford,3531011.0,35,43.38696146,-80.97947017
4341,mccormick home,long-term care home,Nursing and residential care facilities,Province of Ontario,,2022,kains road,N6K0A8,london,on,,London,3539036.0,35,42.96884017,-81.35418445
4342,mccormick home - css,community support service,Ambulatory health care services,Province of Ontario,,2022,kains road,N6K0A8,london,on,,London,3539036.0,35,42.96884017,-81.35418445
4343,mccowan retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,2881,eglinton avenue e,M1J0A2,toronto,on,,Toronto,3520005.0,35,43.73815011,-79.23978785
4344,mcgarrell place,long-term care home,Nursing and residential care facilities,Province of Ontario,,355,mcgarrell drive,N6G0B1,london,on,,London,3539036.0,35,43.02383798,-81.29614393
4345,mcmaster fht,family health team - contract,Ambulatory health care services,Province of Ontario,,100,main street w,L8P1H6,hamilton,on,,Hamilton,3525005.0,35,43.25694419,-79.87352471
4346,mcmaster university,community support service,Ambulatory health care services,Province of Ontario,,100,main street w,L8S4K1,hamilton,on,,Hamilton,3525005.0,35,43.25694419,-79.87352471
4347,mcnicoll manor/moll berczy haus,retirement home,Nursing and residential care facilities,Province of Ontario,,1020,mcnicoll avenue,M1W2J6,toronto,on,,Toronto,3520005.0,35,43.80577041,-79.33598338
4348,mcvean lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,700,nineteenth avenue,N4N3S6,hanover,on,,Hanover,3542029.0,35,44.15991379,-81.01744915
4349,meadow park (london),long-term care home,Nursing and residential care facilities,Province of Ontario,,1210,southdale road e,N6E1B4,london,on,,London,3539036.0,35,42.94667847,-81.20205190000001
4350,meadow park nursing home (chatham),long-term care home,Nursing and residential care facilities,Province of Ontario,,110,sandys street,N7L4X3,chatham-kent,on,,Chatham-Kent,3536020.0,35,42.40705193,-82.19885326
4351,meadowlands retirement residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1248,mohawk road,L9K1P5,hamilton,on,,Hamilton,3525005.0,35,43.23239719,-79.93370432
4352,meaford long term care - a peoplecare community,long-term care home,Nursing and residential care facilities,Province of Ontario,,135,william street,N4L1T4,meaford,on,,Meaford,3542047.0,35,44.61169379,-80.60054596
4353,meaford long term care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N4L1T4,meaford,on,,Meaford,,35,,
4354,meals on wheels (chatham) inc.,community support service,Ambulatory health care services,Province of Ontario,,375,grand avenue w,N7L1C4,chatham-kent,on,,Chatham-Kent,3536020.0,35,42.40202073,-82.20304236
4355,meals on wheels (dresden) inc.,community support service,Ambulatory health care services,Province of Ontario,,182,trerice street,N0P1M0,west dresden,on,,Chatham-Kent,3536020.0,35,42.59676157,-82.17940997
4356,meals on wheels (sudbury) inc.,community support service,Ambulatory health care services,Province of Ontario,,1127,bancroft drive,P3B1R6,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005.0,35,46.49470768,-80.95971647
4357,meals on wheels and community home support,community support service,Ambulatory health care services,Province of Ontario,,800,franklin boulevard,N1R7Z1,cambridge,on,,Cambridge,3530010.0,35,43.37975439,-80.29956155
4358,meals on wheels and more (north york central meals on wheels inc.),community support service,Ambulatory health care services,Province of Ontario,,80,sheppard avenue w,M2N1M2,toronto,on,,Toronto,3520005.0,35,43.760798799999996,-79.4148853
4359,meals on wheels east toronto,community support service,Ambulatory health care services,Province of Ontario,,310,danforth avenue,M4K1N6,toronto,on,,Toronto,3520005.0,35,43.67752429,-79.35373148
