address,LHIN,home type,short stay,residents council,family council,accreditation,city,postal code,total_inspections,quartiles_total_range,quartiles_total_rank,5y_inspections,quartiles_5y_range,quartiles_5y_rank,2y_inspections,quartiles_2y_range,quartiles_2y_rank,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,CSDname,CSDuid,latitude,longitude,number_beds
365 West Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,Simcoe, N3Y1T7,12.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,the norfolk hospital nursing home,,,,,Norfolk County,3528052.0,42.8351656,-80.31432431,80.0
33 Christie Street,Toronto Central,For-Profit,Yes,Yes,No,Yes,Toronto, M6G3B1,27.0,"(21.0, 31.0]",1.0,9.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,the o'neill centre,<5,0,<5,Active,Toronto,3520005.0,43.66476219,-79.4186887,162.0
92 Centre Street,Champlain,For-Profit,No,Yes,Yes,Yes,Alexandria, K0C1A0,37.0,"(31.0, 46.0]",2.0,30.0,"(23.0, 86.0]",3.0,18.0,"(11.0, 44.0]",3.0,the palace,,,,,North Glengarry,3501050.0,45.31136778,-74.63263588,70.0
1750 Russell Road,Champlain,Non-Profit,Yes,Yes,Yes,Yes,Ottawa, K1G5Z6,88.0,"(46.0, 172.0]",3.0,49.0,"(23.0, 86.0]",3.0,18.0,"(11.0, 44.0]",3.0,the perley and rideau veterans' health centre,9,8,16,Active,Ottawa,3506008.0,45.40374035,-75.63671562,450.0
98 Pine Street,North Simcoe Muskoka,Municipal,No,Yes,No,Yes,Bracebridge, P1L1N5,13.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,the pines,,,,,Bracebridge,3544018.0,45.05169583,-79.29822038,160.0
1156 Wellington Street,Champlain,Non-Profit,No,Yes,Yes,Yes,Ottawa, K1Y2Z3,63.0,"(46.0, 172.0]",3.0,36.0,"(23.0, 86.0]",3.0,15.0,"(11.0, 44.0]",3.0,the salvation army ottawa grace manor,,,,,Ottawa,3506008.0,45.40088385,-75.72755805,128.0
689 Yonge Street,North Simcoe Muskoka,For-Profit,Yes,Yes,No,Yes,Midland, L4R2E1,29.0,"(21.0, 31.0]",1.0,15.0,"(11.0, 16.0]",1.0,12.0,"(11.0, 44.0]",3.0,the villa care centre,,,,,Midland,3543074.0,44.74305645,-79.89055855,114.0
1800 Talbot Road,Erie St. Clair,For-Profit,No,No,No,No,Windsor, N9A6S4,62.0,"(46.0, 172.0]",3.0,59.0,"(23.0, 86.0]",3.0,20.0,"(11.0, 44.0]",3.0,the village at st. clair,0,0,<5,Active,Windsor,3537039.0,42.24341286,-83.0147829,256.0
250 LAURELWOOD DRIVE,Waterloo Wellington,For-Profit,No,No,No,No,WATERLOO, N2J0E2,15.0,"(0.0, 21.0]",0.0,15.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,the village at university gates,0,0,<5,Active,Waterloo,3530016.0,43.476737899999996,-80.57032185,192.0
166 Pleasant Drive P.O. Box 94,South East,For-Profit,No,Yes,Yes,Yes,Selby, K0K2Z0,28.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,the village green nursing home,,,,,Greater Napanee,3511015.0,44.30037081,-76.98430987,66.0
9855 McHugh Street,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Windsor, N8P0A6,92.0,"(46.0, 172.0]",3.0,44.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,the village of aspen lake,,,,,Windsor,3537039.0,42.31813568,-82.92003167,192.0
2930 Erin Centre Boulevard,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Mississauga, L5M7M4,51.0,"(46.0, 172.0]",3.0,20.0,"(16.0, 23.0]",2.0,16.0,"(11.0, 44.0]",3.0,the village of erin meadows,43,9,21,Active,Mississauga,3521005.0,43.55312755,-79.72147048,180.0
3030 Singleton Avenue,South West,For-Profit,No,No,No,Yes,London, N6L0B6,108.0,"(46.0, 172.0]",3.0,51.0,"(23.0, 86.0]",3.0,17.0,"(11.0, 44.0]",3.0,the village of glendale crossing,,,,,London,3539036.0,42.93894787,-81.27180372,192.0
2245 Lawrence Avenue West,Central,For-Profit,No,Yes,No,Yes,Etobicoke, M9P3W3,23.0,"(21.0, 31.0]",1.0,19.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,the village of humber heights,20,6,9,Active,Toronto,3520005.0,43.69710409,-79.52690243,192.0
60 Woodlawn Road East,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Guelph, N1H8M8,109.0,"(46.0, 172.0]",3.0,42.0,"(23.0, 86.0]",3.0,13.0,"(11.0, 44.0]",3.0,the village of riverside glen,0,0,<5,Active,Guelph,3523008.0,43.56915803,-80.27358416,192.0
425 Great Lakes Drive,Central West,For-Profit,No,Yes,Yes,Yes,Brampton, L6R2W8,28.0,"(21.0, 31.0]",1.0,12.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,the village of sandalwood park,,,,,Brampton,3521010.0,43.74100870000001,-79.7717325,120.0
4100 Upper Middle Road,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Burlington, L7M4W8,30.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,the village of tansley woods,,,,,Burlington,3524002.0,43.38367062,-79.79950979,144.0
3800 Brock Street North,Central East,For-Profit,No,Yes,Yes,Yes,Whitby, L1R3A5,35.0,"(31.0, 46.0]",2.0,20.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,the village of taunton mills,,,,,Whitby,3518009.0,43.91312705,-78.95825897,120.0
1620 Upper Wentworth Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Hamilton, L9B2W3,26.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,the village of wentworth heights,0,0,<5,Active,Hamilton,3525005.0,43.19832568,-79.8734372,120.0
695 Block Line Road,Waterloo Wellington,For-Profit,No,Yes,No,Yes,Kitchener, N2E3K1,36.0,"(31.0, 46.0]",2.0,14.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,the village of winston park,<5,0,0,Active,Kitchener,3530013.0,43.41122949,-80.49867572,95.0
101-10Th Street,South West,For-Profit,No,Yes,Yes,Yes,Hanover, N4N1M9,35.0,"(31.0, 46.0]",2.0,12.0,"(11.0, 16.0]",1.0,9.0,"(7.0, 11.0]",2.0,the village seniors community,,,,,Hanover,3542029.0,44.15073139,-81.03582166,70.0
1430 Upper Wellington Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Hamilton, L9A5H3,40.0,"(31.0, 46.0]",2.0,24.0,"(23.0, 86.0]",3.0,9.0,"(7.0, 11.0]",2.0,the wellington nursing home,,,,,Hamilton,3525005.0,43.20948778,-79.8796767,102.0
725 Coursol,North East,Non-Profit,No,Yes,No,Yes,Sturgeon Falls, P2B2Y6,14.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,the west nipissing general hospital,,,,,West Nipissing / Nipissing Ouest,3548055.0,46.37244272,-79.91782482,48.0
1860 Lawrence Avenue East,Central East,Non-Profit,No,Yes,Yes,Yes,Scarborough, M1R5B1,56.0,"(46.0, 172.0]",3.0,29.0,"(23.0, 86.0]",3.0,15.0,"(11.0, 44.0]",3.0,the wexford,,0,,Inactive,Toronto,3520005.0,43.7439777,-79.30345907,166.0
13837 Yonge Street,Central,For-Profit,No,Yes,No,Yes,Aurora, L4G3G8,23.0,"(21.0, 31.0]",1.0,15.0,"(11.0, 16.0]",1.0,10.0,"(7.0, 11.0]",2.0,the willows estate nursing home,,,,,Aurora,3519046.0,43.96549464,-79.45862614,84.0
920 Pelham Street,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Welland, L3C1Y5,20.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,the woodlands of sunset,,0,,Inactive,Pelham,3526028.0,43.01741988,-79.28534590000001,121.0
1 Overland Drive,Central,Non-Profit,No,Yes,Yes,No,North York, M3C2C3,16.0,"(0.0, 21.0]",0.0,12.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,thompson house,,,,,Toronto,3520005.0,43.7324901,-79.34677178,136.0
186 Thornton Road South,Central East,For-Profit,No,Yes,Yes,Yes,Oshawa, L1J5Y2,42.0,"(31.0, 46.0]",2.0,21.0,"(16.0, 23.0]",2.0,13.0,"(11.0, 44.0]",3.0,thorntonview,,,,,Oshawa,3518013.0,43.8859505,-78.8922213,154.0
16 Fort Street P.O. Box 160,Erie St. Clair,For-Profit,Yes,Yes,Yes,Yes,Tilbury, N0P2L0,33.0,"(31.0, 46.0]",2.0,20.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,tilbury manor nursing home,,,,,Chatham-Kent,3536020.0,42.25877139,-82.43044492,75.0
59 Lawson Road,Central East,Non-Profit,Yes,Yes,No,No,Toronto, M1C2J1,17.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,tony stacey centre for veterans' care,<5,0,0,Active,Toronto,3520005.0,43.78323942,-79.16339403,100.0
7650 Snake Island Road,Champlain,Non-Profit,Yes,Yes,Yes,No,Metcalfe, K0A2P0,21.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,township of osgoode care centre,,,,,Ottawa,3506008.0,45.22188813,-75.50384886,100.0
195 Bay Street,South East,For-Profit,No,Yes,Yes,Yes,Trenton, K8V1H9,45.0,"(31.0, 46.0]",2.0,37.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,trent valley lodge,,,,,Quinte West,3512015.0,44.10291195,-77.55773544,102.0
550 Philip Place,South West,For-Profit,No,Yes,Yes,Yes,Kincardine, N2Z3A6,23.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,trillium court,,,,,Kincardine,3541024.0,44.18149597,-81.62055194,40.0
12 Grace Avenue,North Simcoe Muskoka,Municipal,Yes,Yes,Yes,Yes,Orillia, L3V2K2,23.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,trillium manor home for the aged,,,,,Orillia,3543052.0,44.62900615,-79.42526219,122.0
800 Edgar Street,South East,For-Profit,Yes,Yes,Yes,Yes,Kingston, K7M8S4,81.0,"(46.0, 172.0]",3.0,40.0,"(23.0, 86.0]",3.0,17.0,"(11.0, 44.0]",3.0,trillium retirement and care community,,,,,Kingston,3510010.0,44.25040282,-76.55202522,190.0
1221 Michigan Avenue,Erie St. Clair,For-Profit,Yes,Yes,No,Yes,Sarnia, N7S3Y3,36.0,"(31.0, 46.0]",2.0,11.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,trillium villa nursing home,,,,,Sarnia,3538030.0,42.99848453,-82.36358616,152.0
2727 Kingsway Drive,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,Kitchener, N2C1A7,54.0,"(46.0, 172.0]",3.0,21.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,trinity village care centre,29,14,38,Active,Kitchener,3530013.0,43.4298142,-80.4417755,150.0
200 Dawes Road,Toronto Central,Municipal,Yes,Yes,Yes,Yes,Toronto, M4C5M8,24.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,9.0,"(7.0, 11.0]",2.0,true davidson acres,,,,,Toronto,3520005.0,43.6960602,-79.29840606,187.0
70 Kawehnoke Apartments Road,Champlain,Non-Profit,No,Yes,No,Yes,Akwesasne, K6H5R7,21.0,"(0.0, 21.0]",0.0,14.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,tsiionkwanonhsote,,,,,Akwesasne (Part) 59,3501007.0,45.0031277,-74.68694690000001,50.0
312 Queenston Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,No,Yes,St Catharines, L2P2X4,15.0,"(0.0, 21.0]",0.0,5.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,tufford nursing home,,,,,St. Catharines,3526053.0,43.15938461,-79.21839749,65.0
133 Kennedy Road South,Central West,For-Profit,Yes,Yes,Yes,Yes,Brampton, L6W3G3,52.0,"(46.0, 172.0]",3.0,27.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,tullamore care community,,,,,Brampton,3521010.0,43.68480267,-79.73603059999999,159.0
1310 Murphy Road,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Sarnia, N7S6K5,13.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,twin lakes terrace long term care community,,,,,Sarnia,3538030.0,43.00307673,-82.36506926,60.0
1360 Maryhill Road,Waterloo Wellington,For-Profit,No,Yes,No,No,Maryhill, N0B2B0,18.0,"(0.0, 21.0]",0.0,12.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,twin oaks of maryhill,0,0,<5,Active,Woolwich,3530035.0,43.53642702,-80.39357269,31.0
1060 Eglinton Avenue East,Mississauga Halton,For-Profit,No,Yes,No,Yes,Mississauga, L4W1K3,48.0,"(46.0, 172.0]",3.0,22.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,tyndall nursing home,,,,,Mississauga,3521005.0,43.62835307,-79.62744866,151.0
60 Richview Road,Central,Non-Profit,No,Yes,Yes,Yes,Etobicoke, M9A5E4,15.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,ukrainian canadian care centre,25,<5,<5,Active,Toronto,3520005.0,43.68434358,-79.51869943,152.0
4300 Highway #7,Central,Non-Profit,No,Yes,Yes,Yes,Unionville, L3R1L8,33.0,"(31.0, 46.0]",2.0,15.0,"(11.0, 16.0]",1.0,11.0,"(7.0, 11.0]",2.0,union villa,0,0,<5,Active,Markham,3519036.0,43.86143002,-79.31443048,160.0
4024 Twenty-Third Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,Vineland, L0R2C0,25.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,united mennonite home,,,,,Lincoln,3526057.0,43.157607500000005,-79.38808084,128.0
272 Wellington Street P. O. Box 1390,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Niagara-On-The-Lake, L0S1J0,24.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,upper canada lodge,,,,,Niagara-on-the-Lake,3526047.0,43.25020429999999,-79.0694642,80.0
88 Mintha Street P. O. Box 880,Champlain,Non-Profit,No,Yes,No,Yes,Barry's Bay, K0J1B0,21.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,valley manor nursing home,,,,,Madawaska Valley,3547030.0,45.48637478,-77.6878502,90.0
6400 Valley Way,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes,Niagara Falls, L2E7E3,31.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,valley park lodge,,,,,Niagara Falls,3526043.0,43.0977475,-79.10129525,65.0
350 Burwell Road,South West,Municipal,Yes,Yes,Yes,Yes,St. Thomas, N5P0A3,33.0,"(31.0, 46.0]",2.0,18.0,"(16.0, 23.0]",2.0,13.0,"(11.0, 44.0]",3.0,valleyview home,,,,,St. Thomas,3534021.0,42.80412155,-81.15985057,136.0
541 Finch Avenue West,Central,Non-Profit,No,Yes,No,No,North York, M2R3Y3,57.0,"(46.0, 172.0]",3.0,23.0,"(16.0, 23.0]",2.0,15.0,"(11.0, 44.0]",3.0,valleyview residence,<5,<5,<5,Active,Toronto,3520005.0,43.77088320000001,-79.44630321,174.0
80 Allan Drive,Central West,Non-Profit,No,Yes,No,Yes,Bolton, L7E1P7,14.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,vera m. davis community care centre,,,,,Caledon,3521024.0,43.87348751,-79.72446771,64.0
914 Bathurst Street,Toronto Central,For-Profit,Yes,Yes,Yes,Yes,Toronto, M5R3G5,21.0,"(0.0, 21.0]",0.0,15.0,"(11.0, 16.0]",1.0,12.0,"(11.0, 44.0]",3.0,vermont square,<5,0,<5,Active,Toronto,3520005.0,43.66830209,-79.41276169,130.0
176 Victoria Avenue North,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Hamilton, L8L5G1,18.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,victoria gardens long term care,,,,,Hamilton,3525005.0,43.25834859,-79.8542586,76.0
220 Angeline Street South,Central East,Municipal,Yes,Yes,Yes,Yes,Lindsay, K9V4R2,45.0,"(31.0, 46.0]",2.0,18.0,"(16.0, 23.0]",2.0,5.0,"(0.0, 5.0]",0.0,victoria manor home for the aged,,,,,Kawartha Lakes,3516010.0,44.33869223,-78.74399304,166.0
78 Ross Street,North Simcoe Muskoka,Non-Profit,Yes,Yes,Yes,Yes,Barrie, L4N1G3,35.0,"(31.0, 46.0]",2.0,22.0,"(16.0, 23.0]",2.0,19.0,"(11.0, 44.0]",3.0,victoria village manor,,,,,Barrie,3543042.0,44.391121999999996,-79.69850695,128.0
40 Playfair Avenue,Central,Non-Profit,Yes,Yes,Yes,Yes,Toronto, M6B2P9,52.0,"(46.0, 172.0]",3.0,31.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,villa colombo homes for the aged,9,<5,11,Active,Toronto,3520005.0,43.71064079,-79.45648501,391.0
"10443 Highway 27, Kleinburg",Central,Non-Profit,No,Yes,Yes,Yes,Vaughan, L0J1C0,45.0,"(31.0, 46.0]",2.0,40.0,"(23.0, 86.0]",3.0,29.0,"(11.0, 44.0]",3.0,villa colombo seniors centre (vaughan),24,11,16,Active,Vaughan,,43.839618,79.631803,160.0
175 Forum Drive,Mississauga Halton,Non-Profit,No,Yes,Yes,Yes,Mississauga, L4Z4E5,38.0,"(31.0, 46.0]",2.0,13.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,villa forum,37,10,20,Active,Mississauga,3521005.0,43.61180807,-79.65152977,160.0
40 Friuli Court,Central,Non-Profit,Yes,Yes,Yes,Yes,Woodbridge, L4L9T3,34.0,"(31.0, 46.0]",2.0,13.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,villa leonardo gambin,31,11,23,Active,Vaughan,3519028.0,43.7661994,-79.57417395,168.0
1026 Baseline Road,Champlain,Non-Profit,No,Yes,Yes,Yes,Ottawa, K2C0A6,53.0,"(46.0, 172.0]",3.0,40.0,"(23.0, 86.0]",3.0,21.0,"(11.0, 44.0]",3.0,villa marconi,,0,,Inactive,Ottawa,3506008.0,45.36599844,-75.72703304,128.0
241 Eighth Street P.O. Box 280,North East,Non-Profit,No,Yes,Yes,Yes,Cochrane, P0L1C0,22.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,villa minto,,,,,Cochrane,3556042.0,49.06971147,-81.0205333,33.0
9 Myrtle Street,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Ridgetown, N0P2C0,15.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,village on the ridge,,,,,Chatham-Kent,3536020.0,42.43530685,-81.88026626,40.0
229 Wellington Street,Erie St. Clair,Non-Profit,Yes,Yes,Yes,Yes,Sarnia, N7T1G9,38.0,"(31.0, 46.0]",2.0,12.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,vision nursing home,5,<5,<5,Active,Sarnia,3538030.0,42.96819132,-82.40364827,146.0
97 Mill Street P.O. Box 68,Central East,For-Profit,Yes,Yes,No,Yes,Warkworth, K0K3K0,24.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,warkworth place,,,,,Trent Hills,3514045.0,44.19868555,-77.89304385,60.0
401 William Street,North East,For-Profit,No,Yes,Yes,Yes,North Bay, P1A1X5,41.0,"(31.0, 46.0]",2.0,28.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,waters edge care community,,,,,North Bay,3548044.0,46.27873103,-79.44783366,148.0
344 Victoria Street,Erie St. Clair,For-Profit,Yes,Yes,Yes,Yes,Watford, N0M2S0,18.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,watford quality care centre,,,,,Warwick,3538043.0,42.95217584,-81.88556091,63.0
160 Wellesley Street East,Toronto Central,Non-Profit,Yes,Yes,Yes,Yes,Toronto, M4Y1J2,35.0,"(31.0, 46.0]",2.0,23.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,wellesley central place,43,16,21,Active,Toronto,3520005.0,43.66687279,-79.37566588,150.0
990 Edward Street North P.O. Box 1510,South East,For-Profit,No,Yes,Yes,No,Prescott, K0E1T0,57.0,"(46.0, 172.0]",3.0,17.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,wellington house nursing home,,,,,Prescott,3507008.0,44.71934,-75.51915,60.0
802 Hager Avenue,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes,Burlington, L7S1X2,42.0,"(31.0, 46.0]",2.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,wellington park care centre,,,,,Burlington,3524002.0,43.33141191,-79.81188229,132.0
474 Wellington Road 18,Waterloo Wellington,Municipal,No,Yes,Yes,No,Fergus, N1M0A1,18.0,"(0.0, 21.0]",0.0,7.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,wellington terrace long-term care home,,0,,Inactive,Centre Wellington,3523025.0,43.696534,-80.400755,176.0
41 South Street West,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Dundas, L9H4C4,23.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,wentworth lodge,0,0,0,Active,Hamilton,3525005.0,43.25983089,-79.94970123,160.0
400 The West Mall,Mississauga Halton,Municipal,Yes,Yes,Yes,Yes,Etobicoke, M9C5S1,62.0,"(46.0, 172.0]",3.0,20.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,wesburn manor,<5,0,0,Active,Toronto,3520005.0,43.64388927,-79.56745924,192.0
"1673 County Road, 12 R. R. #1",South East,For-Profit,No,Yes,No,Yes,Picton, K0K2T0,26.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,west lake terrace,,,,,Prince Edward County,3513020.0,43.92704133,-77.25758022,47.0
2370 Third Line,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,Oakville, L6M4E2,33.0,"(31.0, 46.0]",2.0,15.0,"(11.0, 16.0]",1.0,11.0,"(7.0, 11.0]",2.0,west oak village,,,,,Oakville,3524001.0,43.44708343,-79.75633228,133.0
103 Pelham Road,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes,St Catharines, L2S1S9,48.0,"(46.0, 172.0]",3.0,22.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,west park health centre,,,,,St. Catharines,3526053.0,43.140947,-79.25086429999999,101.0
82 Buttonwood Avenue,Toronto Central,Non-Profit,Yes,Yes,Yes,Yes,Toronto, M6M2J5,61.0,"(46.0, 172.0]",3.0,28.0,"(23.0, 86.0]",3.0,11.0,"(7.0, 11.0]",2.0,west park long term care centre,57,20,31,Active,Toronto,3520005.0,43.68933979,-79.50788773,200.0
37 Wilkie Street,South East,For-Profit,Yes,Yes,Yes,Yes,Belleville, K8P4E4,42.0,"(31.0, 46.0]",2.0,23.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,westgate lodge nursing home,,,,,Belleville,3512005.0,44.14702066,-77.40620279,88.0
590 Longworth Road,South West,For-Profit,No,Yes,Yes,Yes,London, N6K4X9,86.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,westmount gardens long term care home,,,,,London,3539036.0,42.95042607,-81.30566973,160.0
2005 Lawrence Avenue West,Central,For-Profit,No,Yes,Yes,Yes,Toronto, M9N3V4,34.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,weston terrace care community,42,13,29,Active,Toronto,3520005.0,43.70123959,-79.51015143,224.0
1145 Albion Road,Central West,For-Profit,Yes,Yes,Yes,Yes,Etobicoke, M9V4J7,50.0,"(46.0, 172.0]",3.0,17.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,westside,,<5,,Inactive,Toronto,3520005.0,43.73728579,-79.56777145,242.0
2281 Wikwemikong Way P.O. Box 114,North East,Non-Profit,Yes,Yes,No,Yes,Wikwemikong, P0P2J0,54.0,"(46.0, 172.0]",3.0,24.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,wikwemikong nursing home,<5,0,0,Active,Wikwemikong Unceded,3551043.0,45.80266553,-81.72321194,59.0
100 Ann Street P.O. Box 2200,South West,For-Profit,No,Yes,Yes,Yes,St. Marys, N4X1A1,25.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,wildwood care centre,,,,,St. Marys,3531016.0,43.26076283,-81.15463991,60.0
20B Cartier Road,North West,Non-Profit,No,Yes,Yes,Yes,Terrace Bay, P0T2W0,9.0,"(0.0, 21.0]",0.0,5.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,wilkes terrace,,,,,Terrace Bay,3558054.0,48.78045446,-87.10460125,22.0
75 Fifth Avenue,North West,Non-Profit,No,Yes,No,Yes,Sioux Lookout, P8T1K9,12.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,"william a. ""bill"" george extended care facility",,,,,,,,,20.0
1020 Westney Road North,Central East,For-Profit,Yes,Yes,Yes,Yes,Ajax, L1T4K6,44.0,"(31.0, 46.0]",2.0,26.0,"(23.0, 86.0]",3.0,8.0,"(7.0, 11.0]",2.0,winbourne park,,0,,Inactive,Ajax,3518005.0,43.87711914,-79.0444691,110.0
5400 Steeles Avenue West,Central West,For-Profit,No,Yes,Yes,Yes,Woodbridge, L4L9S1,53.0,"(46.0, 172.0]",3.0,20.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,woodbridge vista care community,<5,0,<5,Active,Vaughan,3519028.0,43.75961009,-79.59777826,224.0
