home_name,Placements for referrals from all prior locations (days),Placements for referrals from community (days),Placements for referrals from hospital (days),Antipsychotic Medication Use (%),Pressure Ulcers (%),Falls (%),Physical Restraints Use (%),Depression (%),Pain (%),cleaned_home_name,matched,name1,address,LHIN,home type,short stay,residents council,family council,accreditation,city,postal code,total_inspections,quartiles_total_range,quartiles_total_rank,5y_inspections,quartiles_5y_range,quartiles_5y_rank,2y_inspections,quartiles_2y_range,quartiles_2y_rank,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,CSDname,CSDuid,latitude,longitude,number_beds
Peoplecare Inc. - Golden Years,42,69,22,34.0,4.7,19.9,0.0,30.4,4.2,peoplecare inc. - golden years,False,golden years nursing home,704 Eagle Street North P.O. Box 3277,Waterloo Wellington,For-Profit,No,Yes,Yes,No,Cambridge, N3H4T3,56.0,"(46.0, 172.0]",3.0,26.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,golden years nursing home,0,0,<5,Active,Cambridge,3530010.0,43.4042795,-80.35454667,88.0
Peoplecare Inc. - Peoplecare AR Goudie,155,136,LV,23.8,2.6,17.5,0.0,29.3,4.4,peoplecare inc. - peoplecare ar goudie,False,peoplecare a.r. goudie kitchener,369 Frederick Street,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,Kitchener, N2H2P1,31.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,peoplecare a.r. goudie kitchener,<5,9,13,Active,Kitchener,3530013.0,43.4564955,-80.47446971,80.0
Peoplecare Inc. - Peoplecare Hilltop Manor,86,71,181,26.0,4.0,19.6,0.0,27.3,4.3,peoplecare inc. - peoplecare hilltop manor,False,peoplecare hilltop manor cambridge,42 Elliott Street,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Cambridge, N1R2J2,42.0,"(31.0, 46.0]",2.0,23.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,peoplecare hilltop manor cambridge,0,0,<5,Active,Cambridge,3530010.0,43.35352749,-80.30996865,185.0
Peoplecare Inc. - Peoplecare Oakcrossing,243,234.5,LV,29.4,1.4,23.4,0.0,31.8,2.4,peoplecare inc. - peoplecare oakcrossing,False,peoplecare oakcrossing london,1242 Oakcrossing Road,South West,For-Profit,No,Yes,Yes,Yes,London, N6H0G2,83.0,"(46.0, 172.0]",3.0,27.0,"(23.0, 86.0]",3.0,14.0,"(11.0, 44.0]",3.0,peoplecare oakcrossing london,0,0,<5,Active,London,3539036.0,42.99044098,-81.31277543,160.0
Peoplecare Inc. - Peoplecare Tavistock,97.5,97.5,80,27.9,3.8,12.7,0.0,26.9,2.7,peoplecare inc. - peoplecare tavistock,True,peoplecare tavistock,28 William Street North P.O. Box 460,South West,For-Profit,Yes,Yes,No,Yes,Tavistock, N0B2R0,22.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,peoplecare tavistock,,,,,East Zorra-Tavistock,3532038.0,43.31908376,-80.83917752,100.0
Perley and Rideau Veterans' Health Centre - Standard Beds,333.5,394,26,21.8,1.7,16.8,11.0,32.1,8.1,perley and rideau veterans' health centre - standard beds,False,the perley and rideau veterans' health centre,1750 Russell Road,Champlain,Non-Profit,Yes,Yes,Yes,Yes,Ottawa, K1G5Z6,88.0,"(46.0, 172.0]",3.0,49.0,"(23.0, 86.0]",3.0,18.0,"(11.0, 44.0]",3.0,the perley and rideau veterans' health centre,9,8,16,Active,Ottawa,3506008.0,45.40374035,-75.63671562,450.0
Perley and Rideau Veterans' Health Centre - Veterans Beds,NR,NR,NR,13.0,3.1,18.2,8.3,34.7,11.6,perley and rideau veterans' health centre - veterans beds,False,veterans beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleasant Manor Retirement Village - OA Pleasant Manor,276,276,NR,12.9,2.2,13.2,4.0,36.9,8.0,pleasant manor retirement village - oa pleasant manor,False,pleasant manor retirement village,15 Elden Street Box 500,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,No,No,Virgil, L0S1T0,14.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,pleasant manor retirement village,,,,,Niagara-on-the-Lake,3526047.0,43.22673892,-79.12186246,41.0
Poranganel Holdings Ltd. - King City Lodge Nursing Home,231,LV,LV,17.3,1.2,11.2,1.0,23.4,8.5,poranganel holdings ltd. - king city lodge nursing home,True,king city lodge nursing home,146 Fog Road,Central,For-Profit,No,Yes,Yes,Yes,King City, L7B1A3,13.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,king city lodge nursing home,,,,,King,3519049.0,43.97147063,-79.55151987,36.0
Primacare Living Solutions - Burton Manor,98,98,LV,24.8,2.8,13.6,11.1,24.7,0.5,primacare living solutions - burton manor,True,burton manor,5 Sterritt Drive,Central West,For-Profit,No,Yes,Yes,Yes,Brampton, L6Y5P3,27.0,"(21.0, 31.0]",1.0,9.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,burton manor,11,8,14,Active,Brampton,3521010.0,43.66143557,-79.77341911,128.0
Primacare Living Solutions - Henley House,193.5,198,LV,30.4,4.7,17.8,7.4,35.0,2.1,primacare living solutions - henley house,False,the henley house,20 Ernest Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,St. Catharines, L2N7T2,54.0,"(46.0, 172.0]",3.0,23.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,the henley house,0,0,0,Active,St. Catharines,3526053.0,43.18492631,-79.2578661,160.0
Primacare Living Solutions - Henley Place,196,196,LV,25.3,3.8,20.5,16.3,31.5,1.7,primacare living solutions - henley place,True,henley place,1961 Cedarhollow Blvd,South West,For-Profit,No,Yes,Yes,Yes,London, N5X0K2,61.0,"(46.0, 172.0]",3.0,43.0,"(23.0, 86.0]",3.0,18.0,"(11.0, 44.0]",3.0,henley place,<5,0,0,Active,London,3539036.0,43.04540679,-81.21472021,192.0
Providence Care Centre - Providence Manor,153,159,LV,16.2,2.5,18.7,9.1,25.9,29.5,providence care centre - providence manor,True,providence manor,275 Sydenham Street,South East,Non-Profit,Yes,Yes,Yes,Yes,Kingston, K7K1G7,69.0,"(46.0, 172.0]",3.0,48.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,providence manor,,0,,Inactive,Kingston,3510010.0,44.23553812,-76.48546340000001,243.0
Provincial Nursing Home Ltd. Partnership - Errinrung Nursing Home,65,63,LV,26.7,2.9,16.4,0.0,28.1,4.3,provincial nursing home ltd. partnership - errinrung nursing home,False,errinrung long term care home,67 Bruce Street P.O. Box 7069,South West,For-Profit,Yes,Yes,Yes,Yes,Thornbury, N0H2P0,30.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,errinrung long term care home,,,,,The Blue Mountains,3542045.0,44.55940799,-80.45518861,60.0
Provincial Nursing Home Ltd. Partnership - Queensway Nursing Home,40,66,54,19.5,1.0,13.9,3.6,25.2,10.9,provincial nursing home ltd. partnership - queensway nursing home,False,queensway long term care home,100 Queen Street East P.O. Box 369,South West,For-Profit,Yes,Yes,Yes,Yes,Hensall, N0M1X0,26.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,queensway long term care home,,,,,Bluewater,3540010.0,43.43497405,-81.50347404,60.0
Provincial Nursing Home Ltd. Partnership - Regency Manor Nursing Home,248.5,310.5,167,24.5,2.3,15.4,1.4,24.2,1.0,provincial nursing home ltd. partnership - regency manor nursing home,False,regency long term care home,66 Dorset Street East,Central East,For-Profit,Yes,Yes,Yes,Yes,Port Hope, L1A1E3,26.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,regency long term care home,,,,,Port Hope,3514020.0,43.95079819,-78.28804066,60.0
Provincial Nursing Home Ltd. Partnership - Shelburne Nursing Home,181,185,LV,18.5,2.6,26.2,0.0,23.5,1.5,provincial nursing home ltd. partnership - shelburne nursing home,False,shelburne long term care home,200 Robert Street P.O. Box 156,Central West,For-Profit,Yes,Yes,Yes,Yes,Shelburne, L0N1S1,21.0,"(0.0, 21.0]",0.0,14.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,shelburne long term care home,19,18,18,Active,Shelburne,3522021.0,44.08301872,-80.20421248,60.0
Regional Municipality Of Durham - Fairview Lodge,508,445.5,610,16.9,3.3,26.6,6.5,33.8,3.1,regional municipality of durham - fairview lodge,True,fairview lodge,632 Dundas Street West P.O. Box 300,Central East,Municipal,No,Yes,Yes,Yes,Whitby, L1N5S3,46.0,"(31.0, 46.0]",2.0,27.0,"(23.0, 86.0]",3.0,11.0,"(7.0, 11.0]",2.0,fairview lodge,0,0,<5,Active,Whitby,3518009.0,43.87912064,-78.95110927,198.0
Regional Municipality Of Durham - Hillsdale Estates,493.5,471.5,LV,27.1,3.0,20.4,1.3,30.9,0.9,regional municipality of durham - hillsdale estates,True,hillsdale estates,590 Oshawa Blvd. North,Central East,Municipal,No,Yes,Yes,Yes,Oshawa, L1G5T9,52.0,"(46.0, 172.0]",3.0,31.0,"(23.0, 86.0]",3.0,14.0,"(11.0, 44.0]",3.0,hillsdale estates,,,,,Oshawa,3518013.0,43.91384855,-78.86330374,300.0
Regional Municipality Of Durham - Hillsdale Terraces,569,577.5,LV,14.3,2.7,27.6,1.0,36.0,6.7,regional municipality of durham - hillsdale terraces,True,hillsdale terraces,600 Oshawa Blvd. North,Central East,Municipal,No,Yes,Yes,Yes,Oshawa, L1G5T9,57.0,"(46.0, 172.0]",3.0,26.0,"(23.0, 86.0]",3.0,9.0,"(7.0, 11.0]",2.0,hillsdale terraces,,13,,Inactive,Oshawa,3518013.0,43.91500165,-78.86454214,200.0
Regional Municipality Of Durham - Lakeview Manor,281,281,LV,10.3,1.7,23.9,1.0,34.7,2.3,regional municipality of durham - lakeview manor,True,lakeview manor,133 Main Street P.O. Box 514,Central East,Municipal,Yes,Yes,Yes,Yes,Beaverton, L0K1A0,30.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,lakeview manor,,0,,Inactive,Brock,3518039.0,44.42747763,-79.16356588,149.0
Regional Municipality Of Hamilton-Wentworth - Macassa Lodge,114,110,65,18.9,4.4,18.6,7.9,31.4,8.3,regional municipality of hamilton-wentworth - macassa lodge,True,macassa lodge,701 Upper Sherman Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Hamilton, L8V3M7,31.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,macassa lodge,,0,,Inactive,Hamilton,3525005.0,43.22567639,-79.84867319,270.0
Regional Municipality Of Hamilton-Wentworth - Wentworth Lodge,151,125.5,304,22.7,5.2,18.7,4.4,29.9,16.7,regional municipality of hamilton-wentworth - wentworth lodge,True,wentworth lodge,41 South Street West,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Dundas, L9H4C4,23.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,wentworth lodge,0,0,0,Active,Hamilton,3525005.0,43.25983089,-79.94970123,160.0
Regional Municipality Of Ottawa-Carleton - Carleton Lodge,414,420.5,LV,16.9,2.5,14.7,7.2,23.1,4.2,regional municipality of ottawa-carleton - carleton lodge,True,carleton lodge,55 Lodge Road R. R. #2,Champlain,Municipal,No,Yes,Yes,Yes,Nepean, K2C3H1,29.0,"(21.0, 31.0]",1.0,23.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,carleton lodge,,,,,Ottawa,3506008.0,45.26559733,-75.70705903,161.0
Regional Municipality Of Ottawa-Carleton - Centre D'accueil Champlain,364,364,LV,19.9,3.9,20.5,5.7,15.0,5.2,regional municipality of ottawa-carleton - centre d'accueil champlain,True,centre d'accueil champlain,275 Perrier Street,Champlain,Municipal,No,Yes,Yes,Yes,Vanier, K1L5C6,122.0,"(46.0, 172.0]",3.0,86.0,"(23.0, 86.0]",3.0,44.0,"(11.0, 44.0]",3.0,centre d'accueil champlain,0,0,<5,Active,Ottawa,3506008.0,45.44308406,-75.66040993,160.0
Regional Municipality Of Ottawa-Carleton - Garry J. Armstrong Home,776,775.5,LV,17.7,3.1,18.3,13.7,16.2,7.7,regional municipality of ottawa-carleton - garry j. armstrong home,True,garry j. armstrong home,200 Island Lodge Road,Champlain,Municipal,No,Yes,Yes,Yes,Ottawa, K1N5M2,69.0,"(46.0, 172.0]",3.0,52.0,"(23.0, 86.0]",3.0,21.0,"(11.0, 44.0]",3.0,garry j. armstrong home,,0,,Inactive,Ottawa,3506008.0,45.43785466,-75.68321333,180.0
Regional Municipality Of Ottawa-Carleton - Peter D. Clark Centre,699,699,LV,9.4,1.7,16.3,8.9,25.5,2.3,regional municipality of ottawa-carleton - peter d. clark centre,True,peter d. clark centre,9 Meridian Place,Champlain,Municipal,No,Yes,Yes,Yes,Ottawa, K2G6P8,91.0,"(46.0, 172.0]",3.0,69.0,"(23.0, 86.0]",3.0,35.0,"(11.0, 44.0]",3.0,peter d. clark centre,5,<5,5,Active,Ottawa,3506008.0,45.34293864,-75.76125205,216.0
Regional Municipality Of Peterborough - Fairhaven,546,560,LV,24.3,2.8,18.9,14.5,43.3,1.0,regional municipality of peterborough - fairhaven,True,fairhaven,881 Dutton Road,Central East,Municipal,Yes,Yes,Yes,Yes,Peterborough, K9H7S4,36.0,"(31.0, 46.0]",2.0,24.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,fairhaven,,,,,Peterborough,3515014.0,44.32761635,-78.3181676,256.0
Regional Municipality Of Waterloo - Sunnyside Home,131,125.5,LV,19.6,3.6,21.2,10.2,29.9,2.4,regional municipality of waterloo - sunnyside home,True,sunnyside home,247 Franklin Street North,Waterloo Wellington,Municipal,Yes,Yes,Yes,Yes,Kitchener, N2G4J3,83.0,"(46.0, 172.0]",3.0,40.0,"(23.0, 86.0]",3.0,13.0,"(11.0, 44.0]",3.0,sunnyside home,,,,,Kitchener,3530013.0,43.440994,-80.4451854,263.0
Regional Municipality Of Windsor - Huron Lodge LTC Home,198,160.5,LV,35.9,2.1,12.7,3.3,25.5,2.7,regional municipality of windsor - huron lodge long term care home,True,huron lodge long term care home,1881 Cabana Road West,Erie St. Clair,Municipal,Yes,Yes,No,Yes,Windsor, N9G1C7,44.0,"(31.0, 46.0]",2.0,26.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,huron lodge long term care home,,,,,Windsor,3537039.0,42.25323436,-83.0236891,224.0
Regional Municipality Of York - York Region Maple Health Centre,353.5,353.5,NR,17.1,2.7,19.9,0.0,22.7,5.0,regional municipality of york - york region maple health centre,True,york region maple health centre,10424 Keele Street,Central,Municipal,Yes,Yes,Yes,Yes,Maple, L6A2L1,25.0,"(21.0, 31.0]",1.0,18.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,york region maple health centre,,,,,Vaughan,3519028.0,43.86500652,-79.51564435,100.0
Regional Municipality Of York - York Region Newmarket Health Centre,452,386,NR,18.0,1.7,20.9,0.4,17.4,6.2,regional municipality of york - york region newmarket health centre,True,york region newmarket health centre,194 Eagle Street,Central,Municipal,Yes,Yes,Yes,Yes,Newmarket, L3Y1J6,26.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,york region newmarket health centre,,,,,Newmarket,3519048.0,44.04550395,-79.46877495,132.0
Religious Hospitallers Of St.Joseph H.C.Of Cornwal - St. Joseph's Continuing Care Centre,324.5,309,379,17.8,1.5,8.5,14.9,34.4,2.5,religious hospitallers of st.joseph h.c.of cornwal - st. joseph's continuing care centre,True,st. joseph's continuing care centre,14 York Street,Champlain,Non-Profit,No,Yes,Yes,Yes,Cornwall, K6J5T2,34.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,st. joseph's continuing care centre,0,0,<5,Active,Cornwall,3501012.0,45.01462532,-74.73145128,150.0
Retirement Home Specialists Inc. - Morriston Park Nursing Home,LV,LV,NR,31.4,1.0,14.5,0.0,26.9,7.5,retirement home specialists inc. - morriston park nursing home,True,morriston park nursing home,7363 Calfass Road R. R. #2,Waterloo Wellington,For-Profit,No,Yes,No,No,Puslinch, N0B2J0,20.0,"(0.0, 21.0]",0.0,6.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,morriston park nursing home,,,,,Puslinch,3523001.0,43.44004921,-80.1276776,28.0
Revera Inc. - Banwell Gardens Care Centre,43.5,39,63,18.2,2.1,19.8,0.0,16.3,3.4,revera inc. - banwell gardens care centre,True,banwell gardens care centre,3000 Banwell Road,Erie St. Clair,For-Profit,Yes,Yes,Yes,Yes,Tecumseh, N8N2M4,74.0,"(46.0, 172.0]",3.0,36.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,banwell gardens care centre,,,,,Windsor,3537039.0,42.31060008,-82.89979807,142.0
Revera Inc. - Bay Ridges,305,364,LV,18.1,3.0,16.4,4.9,18.6,4.9,revera inc. - bay ridges,True,bay ridges,900 Sandy Beach Road,Central East,For-Profit,No,Yes,Yes,Yes,Pickering, L1W1Z4,53.0,"(46.0, 172.0]",3.0,26.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,bay ridges,,0,,Inactive,Pickering,3518001.0,43.82847003,-79.0771309,124.0
Revera Inc. - Baywoods Place,61,69,42,22.3,1.2,11.0,0.0,10.3,2.6,revera inc. - baywoods place,True,baywoods place,330 Main Street East,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Hamilton, L8N3T9,46.0,"(31.0, 46.0]",2.0,17.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,baywoods place,,,,,Hamilton,3525005.0,43.25176169,-79.85694240000001,128.0
Revera Inc. - Blenheim Community Village,41,36,45,16.4,0.6,16.4,0.0,22.3,11.4,revera inc. - blenheim community village,True,blenheim community village,10 Mary Avenue,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Blenheim, N0P1A0,33.0,"(31.0, 46.0]",2.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,blenheim community village,,,,,Chatham-Kent,3536020.0,42.33971663,-81.98799919,65.0
Revera Inc. - Brierwood Gardens,115,171,LV,14.9,0.7,11.8,3.0,27.5,4.0,revera inc. - brierwood gardens,True,brierwood gardens,425 Park Road North,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Brantford, N3R7G5,55.0,"(46.0, 172.0]",3.0,15.0,"(11.0, 16.0]",1.0,9.0,"(7.0, 11.0]",2.0,brierwood gardens,,,,,Brantford,3529006.0,43.17853986,-80.24747732,79.0
Revera Inc. - Burloak,106,102.5,LV,15.5,0.8,14.7,1.6,13.4,0.8,revera inc. - burloak,True,burloak,5959 New Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Burlington, L7L6W5,22.0,"(21.0, 31.0]",1.0,9.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,burloak,,,,,Burlington,3524002.0,43.38147032,-79.73937757,144.0
Revera Inc. - Carlingview Manor,59.5,85,49,20.0,2.2,22.1,4.3,17.4,1.2,revera inc. - carlingview manor,True,carlingview manor,2330 Carling Avenue,Champlain,For-Profit,No,Yes,Yes,Yes,Ottawa, K2B7H1,105.0,"(46.0, 172.0]",3.0,57.0,"(23.0, 86.0]",3.0,31.0,"(11.0, 44.0]",3.0,carlingview manor,93,39,61,Active,Ottawa,3506008.0,45.36711344,-75.77672586,303.0
Revera Inc. - Columbia Forest,282,276,648,22.2,0.4,13.9,1.2,13.3,1.7,revera inc. - columbia forest,True,columbia forest,650 Mountain Maple Avenue,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Waterloo, N2V2P7,44.0,"(31.0, 46.0]",2.0,12.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,columbia forest,,,,,Waterloo,3530016.0,43.4649426,-80.59136415,156.0
Revera Inc. - Dover Cliffs,41.5,57,9.5,15.7,0.6,12.0,2.9,26.6,1.2,revera inc. - dover cliffs,True,dover cliffs,501 St George Street P.O. BOX 430,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes,Port Dover, N0A1N0,38.0,"(31.0, 46.0]",2.0,16.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,dover cliffs,,,,,Norfolk County,3528052.0,42.78788949,-80.20786437,70.0
Revera Inc. - Eagle Terrace,233,206.5,LV,15.3,0.8,15.6,0.0,5.4,0.6,revera inc. - eagle terrace,True,eagle terrace,329 Eagle Street,Central,For-Profit,No,Yes,Yes,Yes,Newmarket, L3Y1K3,13.0,"(0.0, 21.0]",0.0,6.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,eagle terrace,<5,<5,<5,Active,Newmarket,3519048.0,44.04894845,-79.46340434,70.0
Revera Inc. - Elginwood,278,334,LV,17.6,3.1,15.0,1.0,14.1,1.9,revera inc. - elginwood,True,elginwood,182 Yorkland Street,Central,For-Profit,Yes,Yes,Yes,Yes,Richmond Hill, L4S2M9,25.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,12.0,"(11.0, 44.0]",3.0,elginwood,,,,,Richmond Hill,3519038.0,43.90172983,-79.44169122,124.0
Revera Inc. - Elmwood Place,114.5,93.5,LV,17.7,0.8,15.7,4.3,22.7,2.5,revera inc. - elmwood place,True,elmwood place,46 Elmwood Place West,South West,For-Profit,No,Yes,Yes,Yes,London, N6J1J2,49.0,"(46.0, 172.0]",3.0,19.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,elmwood place,<5,0,<5,Active,London,3539036.0,42.96948268,-81.26521352,90.0
Revera Inc. - Fenelon Court,495,533,LV,23.9,2.2,20.9,1.7,21.4,4.1,revera inc. - fenelon court,True,fenelon court,44 Wychwood Crescent,Central East,For-Profit,No,Yes,Yes,Yes,Fenelon Falls, K0M1N0,18.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,fenelon court,,,,,Kawartha Lakes,3516010.0,44.52846487,-78.73121905,67.0
Revera Inc. - Forest Heights,101,116,38,16.5,2.3,18.5,1.6,11.2,9.6,revera inc. - forest heights,True,forest heights,60 Westheights Drive,Waterloo Wellington,For-Profit,Yes,Yes,Yes,Yes,Kitchener, N2N2A8,101.0,"(46.0, 172.0]",3.0,39.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,forest heights,166,46,59,Active,Kitchener,3530013.0,43.42864339,-80.52997973,240.0
Revera Inc. - Fosterbrooke,283,283,LV,18.0,3.6,15.9,0.0,19.8,0.0,revera inc. - fosterbrooke,True,fosterbrooke,330 King Street West,Central East,For-Profit,Yes,Yes,Yes,Yes,Newcastle, L1B1G9,23.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,2.0,"(0.0, 5.0]",0.0,fosterbrooke,,,,,Toronto,3520005.0,43.64665448,-79.39003029,88.0
Revera Inc. - Garden City Manor,54.5,59,54.5,14.2,2.3,20.5,1.7,13.4,7.7,revera inc. - garden city manor,True,garden city manor,168 Scott Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,St. Catharines, L2N1H2,56.0,"(46.0, 172.0]",3.0,22.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,garden city manor,<5,0,0,Active,St. Catharines,3526053.0,43.18091791,-79.2490312,200.0
Revera Inc. - Hallowell House,92.5,91,96,15.7,1.6,14.4,0.0,14.8,10.6,revera inc. - hallowell house,True,hallowell house,13628 Loyalist Parkway,South East,For-Profit,No,Yes,Yes,Yes,Picton, K0K2T0,41.0,"(31.0, 46.0]",2.0,18.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,hallowell house,,0,,Inactive,Prince Edward County,3513020.0,43.99421064,-77.1810053,97.0
Revera Inc. - Harold And Grace Baker Centre,156.5,160.5,LV,14.4,2.1,9.0,2.6,23.1,4.1,revera inc. - harold and grace baker centre,True,harold and grace baker centre,1 Northwestern Avenue,Central,Non-Profit,No,Yes,Yes,Yes,Toronto, M6M2J7,21.0,"(0.0, 21.0]",0.0,12.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,harold and grace baker centre,8,13,17,Active,Toronto,3520005.0,43.69821459,-79.46978092,120.0
Revera Inc. - Heartwood (Fka Versa-Care Cornwall),146,156,146,17.7,3.0,13.8,2.4,21.5,3.3,revera inc. - heartwood (fka versa-care cornwall),True,heartwood (fka versa-care cornwall),201-11th Street East,Champlain,For-Profit,No,Yes,Yes,Yes,Cornwall, K6H2Y6,39.0,"(31.0, 46.0]",2.0,24.0,"(23.0, 86.0]",3.0,13.0,"(11.0, 44.0]",3.0,heartwood (fka versa-care cornwall),,,,,,,,,118.0
Revera Inc. - Hillside Manor,57,65.5,63.5,16.4,1.4,14.1,3.7,22.0,9.6,revera inc. - hillside manor,True,hillside manor,R. R. #5,South West,For-Profit,No,Yes,Yes,Yes,Stratford, N5A6S6,29.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,9.0,"(7.0, 11.0]",2.0,hillside manor,,0,,Inactive,Perth East,3531030.0,43.424534200000004,-81.09831679999999,90.0
Revera Inc. - Humber Valley Terrace,48.5,60,54,18.0,3.7,17.2,0.0,10.6,0.3,revera inc. - humber valley terrace,True,humber valley terrace,95 Humber College Blvd.,Central West,For-Profit,No,Yes,Yes,Yes,Rexdale, M9V5B5,34.0,"(31.0, 46.0]",2.0,16.0,"(11.0, 16.0]",1.0,3.0,"(0.0, 5.0]",0.0,humber valley terrace,46,9,18,Active,Toronto,3520005.0,43.72717599,-79.59650396,158.0
Revera Inc. - Iler Lodge,155,150,NR,15.6,0.8,12.9,0.0,32.2,3.3,revera inc. - iler lodge,True,iler lodge,111 Iler Avenue,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Essex, N8M1T6,106.0,"(46.0, 172.0]",3.0,47.0,"(23.0, 86.0]",3.0,19.0,"(11.0, 44.0]",3.0,iler lodge,,,,,Essex,3537016.0,42.17030086,-82.82364113,104.0
Revera Inc. - Kennedy Lodge,374,259,577,16.6,2.0,10.2,0.0,4.1,0.9,revera inc. - kennedy lodge,True,kennedy lodge,1400 Kennedy Road,Central East,For-Profit,Yes,Yes,Yes,Yes,Scarborough, M1P4V6,25.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,kennedy lodge,,,,,Toronto,3520005.0,43.76265941,-79.28056556,289.0
Revera Inc. - Kilean Lodge,305.5,LV,LV,13.2,1.1,15.6,2.0,11.5,2.7,revera inc. - kilean lodge,True,kilean lodge,83 Main Street East,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes,Grimsby, L3M1N6,16.0,"(0.0, 21.0]",0.0,6.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,kilean lodge,,,,,Grimsby,3526065.0,43.19121,-79.5554741,50.0
