,index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city_x,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,facility_name_clean,cleaned_name,name,address,city and postal code,LHIN,licensee,management,home type,beds,short stay,residents council,family council,accreditation,additional_info,city_y,postal code,number of beds,total_inspections,5y_inspections,Unnamed: 0,LTC Home,City,Beds,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status
389,4717.0,parkwood mennonite home,long-term care home,Nursing and residential care facilities,Province of Ontario,,726,new hampshire street,N2K4M1,waterloo,on,,Waterloo,3530016.0,35.0,43.51640151,-80.50225763,parkwood mennonite home,parkwood mennonite home,PARKWOOD MENNONITE HOME,726 New Hampshire Street,"Waterloo, N2K4M1",Waterloo Wellington,Parkwood Mennonite Home Inc.,,Non-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Waterloo, N2K4M1,96.0,22.0,13.0,,,,,,,,
390,4734.0,peel manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,525,main street n,L6X1N9,brampton,on,,Brampton,3521010.0,35.0,43.69999507,-79.78142981,peel manor,peel manor,PEEL MANOR,525 Main Street North,"Brampton, L6X1N9",Central West,The Regional Municipality Of Peel (See Owner No. 416),,Municipal,Home with approximately 177 beds,No,Yes,Yes,Yes,,Brampton, L6X1N9,177.0,55.0,15.0,112.0,Peel Manor,Brampton,177.0,<5,<5,6,Active
391,4746.0,peoplecare a.r. goudie kitchener,long-term care home,Nursing and residential care facilities,Province of Ontario,,369,frederick street,N2H2P1,kitchener,on,,Kitchener,3530013.0,35.0,43.4564955,-80.47446971,peoplecare a.r. goudie kitchener,peoplecare a.r. goudie kitchener,PEOPLECARE A.R. GOUDIE KITCHENER,369 Frederick Street,"Kitchener, N2H2P1",Waterloo Wellington,Peoplecare Not-for-profit Homes Inc.,Peoplecare Inc.,Non-Profit,Home with approximately 80 beds,No,Yes,Yes,Yes,,Kitchener, N2H2P1,80.0,31.0,16.0,113.0,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9,13,Active
392,4747.0,peoplecare hilltop manor cambridge,long-term care home,Nursing and residential care facilities,Province of Ontario,,42,elliott street,N1R2J2,cambridge,on,,Cambridge,3530010.0,35.0,43.35352749,-80.30996865,peoplecare hilltop manor cambridge,peoplecare hilltop manor cambridge,PEOPLECARE HILLTOP MANOR CAMBRIDGE,42 Elliott Street,"Cambridge, N1R2J2",Waterloo Wellington,Peoplecare Communities Inc.,,For-Profit,Home with approximately 185 beds,No,Yes,Yes,Yes,,Cambridge, N1R2J2,185.0,42.0,23.0,114.0,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0,0,<5,Active
393,4748.0,peoplecare oakcrossing london,long-term care home,Nursing and residential care facilities,Province of Ontario,,1242,oakcrossing road,N6H0G2,london,on,,London,3539036.0,35.0,42.99044098,-81.31277543,peoplecare oakcrossing london,peoplecare oakcrossing london,PEOPLECARE OAKCROSSING LONDON,1242 Oakcrossing Road,"London, N6H0G2",South West,Peoplecare Communities Inc.,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,London, N6H0G2,160.0,83.0,27.0,115.0,peopleCare Oakcrossing London,London,160.0,0,0,<5,Active
394,4749.0,peoplecare tavistock,long-term care home,Nursing and residential care facilities,Province of Ontario,,28,william street n,N0B2R0,tavistock,on,,East Zorra-Tavistock,3532038.0,35.0,43.31908376,-80.83917752,peoplecare tavistock,peoplecare tavistock,PEOPLECARE TAVISTOCK,28 William Street North P.O. Box 460,"Tavistock, N0B2R0",South West,Peoplecare Communities Inc.,,For-Profit,Home with approximately 100 beds,Yes,Yes,No,Yes,,Tavistock, N0B2R0,100.0,22.0,10.0,,,,,,,,
395,4760.0,perth community care centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,101,christie lake road,K7H3C6,perth,on,,Tay Valley,3509015.0,35.0,44.90433714,-76.27097938,perth community care centre,perth community care centre,PERTH COMMUNITY CARE CENTRE,101 Christie Lake Road R. R. #4,"Perth, K7H3C6",South East,"Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation",Universalcare Canada Inc.,For-Profit,Home with approximately 121 beds,No,Yes,Yes,Yes,,Perth, K7H3C6,121.0,40.0,24.0,,,,,,,,
396,4763.0,peter d. clark centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,9,meridian place,K2G6P8,ottawa,on,,Ottawa,3506008.0,35.0,45.34293864,-75.76125205,peter d. clark centre,peter d. clark centre,PETER D. CLARK CENTRE,9 Meridian Place,"Ottawa, K2G6P8",Champlain,City Of Ottawa,,Municipal,Home with approximately 216 beds,No,Yes,Yes,Yes,,Ottawa, K2G6P8,216.0,91.0,69.0,116.0,Peter D. Clark Centre,Ottawa,216.0,5,<5,5,Active
397,4778.0,pine meadow nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,124,lloyd street,K0H2G0,northbrook,on,,Addington Highlands,3511035.0,35.0,44.7375315,-77.1556304,pine meadow nursing home,pine meadow nursing home,PINE MEADOW NURSING HOME,124 Lloyd Street P.O. Box 100,"Northbrook, K0H2G0",South East,Land O'lakes Community Services,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Northbrook, K0H2G0,60.0,20.0,13.0,,,,,,,,
398,4780.0,pine villa nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,490,hamilton regional road 8,L8G1G6,hamilton,on,,Hamilton,3525005.0,35.0,43.21627369,-79.71616285,pine villa nursing home,pine villa nursing home,PINE VILLA NURSING HOME,490 Highway #8,"Stoney Creek, L8G1G6",Hamilton Niagara Haldimand Brant (Hnhb),Rykka Care Centres I I Gp Inc,,For-Profit,Home with approximately 41 beds,No,Yes,No,No,,Stoney Creek, L8G1G6,41.0,20.0,15.0,,,,,,,,
399,4783.0,pinecrest (kenora),long-term care home,Nursing and residential care facilities,Province of Ontario,,1220,valley drive,P9N2W7,kenora,on,,Kenora,3560010.0,35.0,49.7799152,-94.4631099,pinecrest (kenora),pinecrest (kenora),PINECREST (KENORA),1220 Valley Drive,"Kenora, P9N2W7",North West,Board Of Management Of The District Of Kenora,,Municipal,Home with approximately 116 beds,Yes,Yes,Yes,No,,Kenora, P9N2W7,116.0,25.0,13.0,,,,,,,,
400,4784.0,pinecrest (plantagenet),long-term care home,Nursing and residential care facilities,Province of Ontario,,101,parent street,K0B1L0,plantagenet,on,,Alfred and Plantagenet,3502023.0,35.0,45.5420141,-74.99812112,pinecrest (plantagenet),pinecrest (plantagenet),PINECREST (PLANTAGENET),101 Parent Street P.O. Box 250,"Plantagenet, K0B1L0",Champlain,"Cvh (No. 4) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Plantagenet, K0B1L0,60.0,50.0,32.0,117.0,Pinecrest (Plantagenet),Plantagenet,60.0,24,9,5,Active
401,4785.0,pinecrest manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,399,bob street,N0G2H0,lucknow,on,,Huron-Kinloss,3541015.0,35.0,43.95579153,-81.51071469,pinecrest manor,pinecrest manor,PINECREST MANOR,399 Bob Street P.O. BOX 220,"Lucknow, N0G2H0",South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Lucknow, N0G2H0,61.0,19.0,11.0,,,,,,,,
402,4787.0,pinecrest nursing home (bobcaygeon),long-term care home,Nursing and residential care facilities,Province of Ontario,,3418,kawartha lakes county road 36,K0M1A0,little britain,on,,Kawartha Lakes,3516010.0,35.0,44.52836508,-78.53389679,pinecrest nursing home (bobcaygeon),pinecrest nursing home (bobcaygeon),PINECREST NURSING HOME - BOBCAYGEON,3418 County Road 36 R.R. #2,"Bobcaygeon, K0M1A0",Central East,Medlaw Corporation Limited,,For-Profit,Home with approximately 65 beds,No,Yes,Yes,No,,Bobcaygeon, K0M1A0,65.0,20.0,11.0,118.0,Pinecrest Nursing Home (Bobcaygeon),Bobcaygeon,65.0,33,29,32,Active
403,4790.0,pinehaven nursing home,long-term care home,Nursing and residential care facilities,Province of Ontario,,229,lexington road,N2K2E1,waterloo,on,,Waterloo,3530016.0,35.0,43.492695399999995,-80.51167673,pinehaven nursing home,pinehaven nursing home,PINEHAVEN NURSING HOME,229 Lexington Road,"Waterloo, N2K2E1",Waterloo Wellington,Schlegel Villages Inc.,,For-Profit,Home with approximately 84 beds,No,Yes,Yes,Yes,,Waterloo, N2K2E1,84.0,39.0,19.0,37.0,Pinehaven Nursing Home,Waterloo,84.0,,0,,Inactive
404,4792.0,pioneer manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,960,notre dame avenue,P3A2T4,sudbury,on,,Greater Sudbury / Grand Sudbury,3553005.0,35.0,46.51756439,-80.98200638,pioneer manor,pioneer manor,PIONEER MANOR,960 Notre Dame Avenue,"Sudbury, P3A2T4",North East,The City Of Greater Sudbury,,Municipal,Home with approximately 433 beds,No,Yes,Yes,Yes,,Sudbury, P3A2T4,433.0,73.0,41.0,,,,,,,,
405,4794.0,pioneer ridge,long-term care home,Nursing and residential care facilities,Province of Ontario,,750,tungsten street,P7A5C2,thunder bay,on,,Thunder Bay,3558004.0,35.0,48.41777116,-89.25595747,pioneer ridge,pioneer ridge,PIONEER RIDGE,750 Tungsten Street,"Thunder Bay, P7B6R1",North West,The Corporation Of The City Of Thunder Bay,,Municipal,Home with approximately 150 beds,No,Yes,Yes,Yes,,Thunder Bay, P7B6R1,150.0,27.0,11.0,,,,,,,,
406,4799.0,pleasant manor retirement village,long-term care home,Nursing and residential care facilities,Province of Ontario,,15,elden street,L0S1T0,niagara-on-the-lake,on,,Niagara-on-the-Lake,3526047.0,35.0,43.22673892,-79.12186246,pleasant manor retirement village,pleasant manor retirement village,PLEASANT MANOR RETIREMENT VILLAGE,15 Elden Street Box 500,"Virgil, L0S1T0",Hamilton Niagara Haldimand Brant (Hnhb),Pleasant Manor Retirement Village,,Non-Profit,Home with approximately 41 beds,No,Yes,No,No,,Virgil, L0S1T0,41.0,14.0,9.0,,,,,,,,
407,4801.0,pleasant meadow manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,99,alma street,K0L2V0,norwood,on,,Asphodel-Norwood,3515003.0,35.0,44.37927558,-77.96791169,pleasant meadow manor,pleasant meadow manor,PLEASANT MEADOW MANOR,99 Alma Street P. O. Box 426,"Norwood, K0L2V0",Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Norwood, K0L2V0,61.0,22.0,12.0,,,,,,,,
408,4808.0,port perry place,long-term care home,Nursing and residential care facilities,Province of Ontario,,15941,simcoe street,L9L1N5,port perry,on,,Scugog,3518020.0,35.0,44.11144499,-78.95044579,port perry place,port perry place,PORT PERRY PLACE,15941 Simcoe Street,"Port Perry, L9L1N5",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 107 beds,No,Yes,Yes,Yes,,Port Perry, L9L1N5,107.0,50.0,27.0,,,,,,,,
409,4815.0,post inn village,long-term care home,Nursing and residential care facilities,Province of Ontario,,203,georgian drive,L6H7H9,oakville,on,,Oakville,3524001.0,35.0,43.48026034,-79.71675247,post inn village,post inn village,POST INN VILLAGE,203 Georgian Drive,"Oakville, L6H7H9",Mississauga Halton,The Regional Municipality Of Halton,,Municipal,Home with approximately 228 beds,Yes,Yes,Yes,Yes,,Oakville, L6H7H9,228.0,35.0,11.0,119.0,Post Inn Village,Oakville,228.0,<5,0,<5,Active
410,4829.0,princess court,long-term care home,Nursing and residential care facilities,Province of Ontario,,,princess street,P8N2Z4,dryden,on,,Dryden,3560027.0,35.0,49.783303000000004,-92.8352797,princess court,princess court,PRINCESS COURT,Princess Street Box 725,"Dryden, P8N2Z4",North West,Kenora District Home For The Aged Board Of Management,,Municipal,Home with approximately 97 beds,Yes,Yes,Yes,No,,Dryden, P8N2Z4,97.0,28.0,8.0,,,,,,,,
411,4842.0,providence healthcare,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,,3276,st clair ave e,M1L1W1,toronto,on,3276 st. clair ave. e. toronto on m1l 1w1,Toronto,3520005.0,35.0,43.712205100000006,-79.28502950000001,providence healthcare,providence healthcare,PROVIDENCE HEALTHCARE,3276 St. Clair Avenue East,"Scarborough, M1L1W1",Toronto Central,Providence St. Joseph's And St. Michael's Healthcare,,Non-Profit,Home with approximately 288 beds,No,Yes,Yes,Yes,,Scarborough, M1L1W1,288.0,55.0,29.0,38.0,Providence Healthcare,Scarborough,288.0,,<5,,Inactive
412,4843.0,providence manor,long-term care home,Nursing and residential care facilities,Province of Ontario,,275,sydenham street,K7K1G7,kingston,on,,Kingston,3510010.0,35.0,44.23553812,-76.48546340000001,providence manor,providence manor,PROVIDENCE MANOR,275 Sydenham Street,"Kingston, K7K1G7",South East,Providence Care Centre,,Non-Profit,Home with approximately 243 beds,Yes,Yes,Yes,Yes,,Kingston, K7K1G7,243.0,69.0,48.0,39.0,Providence Manor,Kingston,243.0,,0,,Inactive
413,4854.0,queen's garden,long-term care home,Nursing and residential care facilities,Province of Ontario,,80,queen street n,L8R3P6,hamilton,on,,Hamilton,3525005.0,35.0,43.26115109,-79.87697411,queen's garden,queen's garden,QUEEN'S GARDEN,80 Queen Street North,"Hamilton, L8R3P6",Hamilton Niagara Haldimand Brant (Hnhb),Liuna Local 837 Nursing Home (Hamilton) Corporation,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Hamilton, L8R3P6,128.0,44.0,15.0,,,,,,,,
414,4861.0,queensway long term care home,long-term care home,Nursing and residential care facilities,Province of Ontario,,100,queen street,N0M1X0,lakeside,on,,Bluewater,3540010.0,35.0,43.43497405,-81.50347404,queensway long term care home,queensway long term care home,QUEENSWAY LONG TERM CARE HOME,100 Queen Street East P.O. Box 369,"Hensall, N0M1X0",South West,"Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Hensall, N0M1X0,60.0,26.0,11.0,,,,,,,,
415,4879.0,r. h. lawson eventide home,long-term care home,Nursing and residential care facilities,Province of Ontario,,5050,jepson street,L2E1K5,niagara falls,on,,Niagara Falls,3526043.0,35.0,43.0997467,-79.07748394,r. h. lawson eventide home,r. h. lawson eventide home,R. H. LAWSON EVENTIDE HOME,5050 Jepson Street,"Niagara Falls, L2E1K5",Hamilton Niagara Haldimand Brant (Hnhb),The Governing Council Of The Salvation Army In Canada,,Non-Profit,Home with approximately 101 beds,Yes,Yes,Yes,No,,Niagara Falls, L2E1K5,101.0,18.0,11.0,,,,,,,,
416,4883.0,rainy river health centre,long-term care home,Nursing and residential care facilities,Province of Ontario,,114,fourth street,P0W1L0,rainy river,on,,Rainy River,3559042.0,35.0,48.71856,-94.5692765,rainy river health centre,rainy river health centre,RAINY RIVER HEALTH CENTRE,114 Fourth Street P.O. Box 236,"Rainy River, P0W1L0",North West,Riverside Health Care Facilities Inc.,,Non-Profit,Home with approximately 21 beds,No,Yes,No,No,,Rainy River, P0W1L0,21.0,12.0,7.0,,,,,,,,
417,4884.0,rainycrest,long-term care home,Nursing and residential care facilities,Province of Ontario,,550,osborne street,P9A3T2,fort frances,on,,Fort Frances,3559012.0,35.0,48.61757858,-93.38953726,rainycrest,rainycrest,RAINYCREST,550 Osborne Street,"Fort Frances, P9A3T2",North West,Riverside Health Care Facilities Inc.,,Non-Profit,Home with approximately 164 beds,Yes,Yes,Yes,Yes,,Fort Frances, P9A3T2,164.0,68.0,48.0,,,,,,,,
418,4888.0,reachview village,long-term care home,Nursing and residential care facilities,Province of Ontario,,130,reach street,L9P1L3,uxbridge,on,,Uxbridge,3518029.0,35.0,44.10408728,-79.11189924,reachview village,reachview village,REACHVIEW VILLAGE,130 Reach Street,"Uxbridge, L9P1L3",Central East,Revera Long Term Care Inc.,,For-Profit,Home with approximately 100 beds,No,Yes,Yes,Yes,,Uxbridge, L9P1L3,100.0,41.0,23.0,120.0,ReachView Village,Uxbridge,100.0,6,<5,8,Active
419,4900.0,regency long term care home,long-term care home,Nursing and residential care facilities,Province of Ontario,,66,dorset street e,L1A1E3,port hope,on,,Port Hope,3514020.0,35.0,43.95079819,-78.28804066,regency long term care home,regency long term care home,REGENCY LONG TERM CARE HOME,66 Dorset Street East,"Port Hope, L1A1E3",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Port Hope, L1A1E3,60.0,26.0,13.0,,,,,,,,
420,4901.0,regency park long term care home,long-term care home,Nursing and residential care facilities,Province of Ontario,,567,victoria avenue,N9A4N1,windsor,on,,Windsor,3537039.0,35.0,42.31362957,-83.03932361,regency park long term care home,regency park long term care home,REGENCY PARK LONG TERM CARE HOME,567 Victoria Avenue,"Windsor, N9A4N1",Erie St. Clair,"Dtoc Long Term Care Lp, By Its General Partner, Dtoc Long Term Care Mgp (A General Partnership) By Its Partners, Dtoc Long Term Care Gp Inc. And Arch Venture Holdings Inc.",Universalcare Canada Inc.,For-Profit,Home with approximately 72 beds,No,Yes,Yes,Yes,,Windsor, N9A4N1,72.0,28.0,15.0,,,,,,,,
421,4907.0,regina gardens,long-term care home,Nursing and residential care facilities,Province of Ontario,,536,upper paradise road,L9C5E3,hamilton,on,,Hamilton,3525005.0,35.0,43.23102399,-79.91358922,regina gardens,regina gardens,REGINA GARDENS,536 Upper Paradise Road,"Hamilton, L9C5E3",Hamilton Niagara Haldimand Brant (Hnhb),Liuna Local 837 Nursing Home (Ancaster) Corporation,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Hamilton, L9C5E3,128.0,32.0,16.0,121.0,Regina Gardens,Hamilton,128.0,0,0,<5,Active
422,4950.0,residence prescott et russell,long-term care home,Nursing and residential care facilities,Province of Ontario,,1020,cartier boulevard,K6A1W7,hawkesbury,on,,Hawkesbury,3502008.0,35.0,45.60023563,-74.61370539,residence prescott et russell,residence prescott et russell,RESIDENCE PRESCOTT ET RUSSELL,"1020, Cartier Boulevard","Hawkesbury, K6A1W7",Champlain,United Counties Of Prescott And Russell,,Municipal,Home with approximately 146 beds,Yes,Yes,Yes,Yes,,Hawkesbury, K6A1W7,146.0,54.0,28.0,,,,,,,,
423,5014.0,richmond terrace,long-term care home,Nursing and residential care facilities,Province of Ontario,,89,rankin avenue,N9V1E7,amherstburg,on,,Amherstburg,3537028.0,35.0,42.10422443,-83.11025501,richmond terrace,richmond terrace,RICHMOND TERRACE,89 Rankin Avenue,"Amherstburg, N9V1E7",Erie St. Clair,Richmond Terrace Limited,Apans Health Services,For-Profit,Home with approximately 120 beds,Yes,Yes,Yes,Yes,,Amherstburg, N9V1E7,120.0,62.0,35.0,,,,,,,,
