index,name,address,city and postal code,LHIN,licensee,management,home type,beds,short stay,residents council,family council,accreditation,additional_info,city,postal code,number of beds,total_inspections,quartiles_total_range,quartiles_total_rank,5y_inspections,quartiles_5y_range,quartiles_5y_rank,2y_inspections,quartiles_2y_range,quartiles_2y_rank,cleaned_name,Unnamed: 0,LTC Home,City,Beds,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status
410,PEEL MANOR,525 Main Street North,"Brampton, L6X1N9",Central West,The Regional Municipality Of Peel (See Owner No. 416),,Municipal,Home with approximately 177 beds,No,Yes,Yes,Yes,,Brampton, L6X1N9,177.0,55.0,"(46.0, 172.0]",3.0,15.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,peel manor,112.0,Peel Manor,Brampton,177.0,<5,<5,6,Active
411,PEOPLE CARE CENTRE,198 Mornington Street,"Stratford, N5A5G3",South West,Peoplecare Stratford Inc.,,For-Profit,Home with approximately 60 beds,Yes,Yes,No,Yes,,Stratford, N5A5G3,60.0,7.0,"(0.0, 21.0]",0.0,,,,,,,people care centre,,,,,,,,
412,PEOPLECARE A.R. GOUDIE KITCHENER,369 Frederick Street,"Kitchener, N2H2P1",Waterloo Wellington,Peoplecare Not-for-profit Homes Inc.,Peoplecare Inc.,Non-Profit,Home with approximately 80 beds,No,Yes,Yes,Yes,,Kitchener, N2H2P1,80.0,31.0,"(21.0, 31.0]",1.0,16.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,peoplecare a.r. goudie kitchener,113.0,peopleCare A.R. Goudie Kitchener,Kitchener,80.0,<5,9,13,Active
413,PEOPLECARE HILLTOP MANOR CAMBRIDGE,42 Elliott Street,"Cambridge, N1R2J2",Waterloo Wellington,Peoplecare Communities Inc.,,For-Profit,Home with approximately 185 beds,No,Yes,Yes,Yes,,Cambridge, N1R2J2,185.0,42.0,"(31.0, 46.0]",2.0,23.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,peoplecare hilltop manor cambridge,114.0,peopleCare Hilltop Manor Cambridge,Cambridge,185.0,0,0,<5,Active
414,PEOPLECARE OAKCROSSING LONDON,1242 Oakcrossing Road,"London, N6H0G2",South West,Peoplecare Communities Inc.,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,London, N6H0G2,160.0,83.0,"(46.0, 172.0]",3.0,27.0,"(23.0, 86.0]",3.0,14.0,"(11.0, 44.0]",3.0,peoplecare oakcrossing london,115.0,peopleCare Oakcrossing London,London,160.0,0,0,<5,Active
415,PEOPLECARE TAVISTOCK,28 William Street North P.O. Box 460,"Tavistock, N0B2R0",South West,Peoplecare Communities Inc.,,For-Profit,Home with approximately 100 beds,Yes,Yes,No,Yes,,Tavistock, N0B2R0,100.0,22.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,peoplecare tavistock,,,,,,,,
416,PERTH COMMUNITY CARE CENTRE,101 Christie Lake Road R. R. #4,"Perth, K7H3C6",South East,"Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation",Universalcare Canada Inc.,For-Profit,Home with approximately 121 beds,No,Yes,Yes,Yes,,Perth, K7H3C6,121.0,40.0,"(31.0, 46.0]",2.0,24.0,"(23.0, 86.0]",3.0,14.0,"(11.0, 44.0]",3.0,perth community care centre,,,,,,,,
417,PETER D. CLARK CENTRE,9 Meridian Place,"Ottawa, K2G6P8",Champlain,City Of Ottawa,,Municipal,Home with approximately 216 beds,No,Yes,Yes,Yes,,Ottawa, K2G6P8,216.0,91.0,"(46.0, 172.0]",3.0,69.0,"(23.0, 86.0]",3.0,35.0,"(11.0, 44.0]",3.0,peter d. clark centre,116.0,Peter D. Clark Centre,Ottawa,216.0,5,<5,5,Active
420,PINE MEADOW NURSING HOME,124 Lloyd Street P.O. Box 100,"Northbrook, K0H2G0",South East,Land O'lakes Community Services,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Northbrook, K0H2G0,60.0,20.0,"(0.0, 21.0]",0.0,13.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,pine meadow nursing home,,,,,,,,
421,PINE VILLA NURSING HOME,490 Highway #8,"Stoney Creek, L8G1G6",Hamilton Niagara Haldimand Brant (Hnhb),Rykka Care Centres I I Gp Inc,,For-Profit,Home with approximately 41 beds,No,Yes,No,No,,Stoney Creek, L8G1G6,41.0,20.0,"(0.0, 21.0]",0.0,15.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,pine villa nursing home,,,,,,,,
422,PINECREST (KENORA),1220 Valley Drive,"Kenora, P9N2W7",North West,Board Of Management Of The District Of Kenora,,Municipal,Home with approximately 116 beds,Yes,Yes,Yes,No,,Kenora, P9N2W7,116.0,25.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,pinecrest (kenora),,,,,,,,
423,PINECREST (PLANTAGENET),101 Parent Street P.O. Box 250,"Plantagenet, K0B1L0",Champlain,"Cvh (No. 4) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Plantagenet, K0B1L0,60.0,50.0,"(46.0, 172.0]",3.0,32.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,pinecrest (plantagenet),117.0,Pinecrest (Plantagenet),Plantagenet,60.0,24,9,5,Active
424,PINECREST MANOR,399 Bob Street P.O. BOX 220,"Lucknow, N0G2H0",South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Lucknow, N0G2H0,61.0,19.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,pinecrest manor,,,,,,,,
425,PINECREST NURSING HOME - BOBCAYGEON,3418 County Road 36 R.R. #2,"Bobcaygeon, K0M1A0",Central East,Medlaw Corporation Limited,,For-Profit,Home with approximately 65 beds,No,Yes,Yes,No,,Bobcaygeon, K0M1A0,65.0,20.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,pinecrest nursing home (bobcaygeon),118.0,Pinecrest Nursing Home (Bobcaygeon),Bobcaygeon,65.0,33,29,32,Active
426,PINEHAVEN NURSING HOME,229 Lexington Road,"Waterloo, N2K2E1",Waterloo Wellington,Schlegel Villages Inc.,,For-Profit,Home with approximately 84 beds,No,Yes,Yes,Yes,,Waterloo, N2K2E1,84.0,39.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,pinehaven nursing home,37.0,Pinehaven Nursing Home,Waterloo,84.0,,0,,Inactive
427,PIONEER MANOR,960 Notre Dame Avenue,"Sudbury, P3A2T4",North East,The City Of Greater Sudbury,,Municipal,Home with approximately 433 beds,No,Yes,Yes,Yes,,Sudbury, P3A2T4,433.0,73.0,"(46.0, 172.0]",3.0,41.0,"(23.0, 86.0]",3.0,19.0,"(11.0, 44.0]",3.0,pioneer manor,,,,,,,,
428,PIONEER RIDGE,750 Tungsten Street,"Thunder Bay, P7B6R1",North West,The Corporation Of The City Of Thunder Bay,,Municipal,Home with approximately 150 beds,No,Yes,Yes,Yes,,Thunder Bay, P7B6R1,150.0,27.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,pioneer ridge,,,,,,,,
429,PLEASANT MANOR RETIREMENT VILLAGE,15 Elden Street Box 500,"Virgil, L0S1T0",Hamilton Niagara Haldimand Brant (Hnhb),Pleasant Manor Retirement Village,,Non-Profit,Home with approximately 41 beds,No,Yes,No,No,,Virgil, L0S1T0,41.0,14.0,"(0.0, 21.0]",0.0,9.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,pleasant manor retirement village,,,,,,,,
430,PLEASANT MEADOW MANOR,99 Alma Street P. O. Box 426,"Norwood, K0L2V0",Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Norwood, K0L2V0,61.0,22.0,"(21.0, 31.0]",1.0,12.0,"(11.0, 16.0]",1.0,7.0,"(5.0, 7.0]",1.0,pleasant meadow manor,,,,,,,,
431,PORT PERRY PLACE,15941 Simcoe Street,"Port Perry, L9L1N5",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 107 beds,No,Yes,Yes,Yes,,Port Perry, L9L1N5,107.0,50.0,"(46.0, 172.0]",3.0,27.0,"(23.0, 86.0]",3.0,6.0,"(5.0, 7.0]",1.0,port perry place,,,,,,,,
432,POST INN VILLAGE,203 Georgian Drive,"Oakville, L6H7H9",Mississauga Halton,The Regional Municipality Of Halton,,Municipal,Home with approximately 228 beds,Yes,Yes,Yes,Yes,,Oakville, L6H7H9,228.0,35.0,"(31.0, 46.0]",2.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,post inn village,119.0,Post Inn Village,Oakville,228.0,<5,0,<5,Active
433,PRINCESS COURT,Princess Street Box 725,"Dryden, P8N2Z4",North West,Kenora District Home For The Aged Board Of Management,,Municipal,Home with approximately 97 beds,Yes,Yes,Yes,No,,Dryden, P8N2Z4,97.0,28.0,"(21.0, 31.0]",1.0,8.0,"(0.0, 11.0]",0.0,6.0,"(5.0, 7.0]",1.0,princess court,,,,,,,,
434,PROVIDENCE HEALTHCARE,3276 St. Clair Avenue East,"Scarborough, M1L1W1",Toronto Central,Providence St. Joseph's And St. Michael's Healthcare,,Non-Profit,Home with approximately 288 beds,No,Yes,Yes,Yes,,Scarborough, M1L1W1,288.0,55.0,"(46.0, 172.0]",3.0,29.0,"(23.0, 86.0]",3.0,11.0,"(7.0, 11.0]",2.0,providence healthcare,38.0,Providence Healthcare,Scarborough,288.0,,<5,,Inactive
435,PROVIDENCE MANOR,275 Sydenham Street,"Kingston, K7K1G7",South East,Providence Care Centre,,Non-Profit,Home with approximately 243 beds,Yes,Yes,Yes,Yes,,Kingston, K7K1G7,243.0,69.0,"(46.0, 172.0]",3.0,48.0,"(23.0, 86.0]",3.0,16.0,"(11.0, 44.0]",3.0,providence manor,39.0,Providence Manor,Kingston,243.0,,0,,Inactive
436,QUEEN'S GARDEN,80 Queen Street North,"Hamilton, L8R3P6",Hamilton Niagara Haldimand Brant (Hnhb),Liuna Local 837 Nursing Home (Hamilton) Corporation,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Hamilton, L8R3P6,128.0,44.0,"(31.0, 46.0]",2.0,15.0,"(11.0, 16.0]",1.0,9.0,"(7.0, 11.0]",2.0,queen's garden,,,,,,,,
437,QUEENSWAY LONG TERM CARE HOME,100 Queen Street East P.O. Box 369,"Hensall, N0M1X0",South West,"Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Hensall, N0M1X0,60.0,26.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,queensway long term care home,,,,,,,,
438,R. H. LAWSON EVENTIDE HOME,5050 Jepson Street,"Niagara Falls, L2E1K5",Hamilton Niagara Haldimand Brant (Hnhb),The Governing Council Of The Salvation Army In Canada,,Non-Profit,Home with approximately 101 beds,Yes,Yes,Yes,No,,Niagara Falls, L2E1K5,101.0,18.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,r. h. lawson eventide home,,,,,,,,
439,RAINY RIVER HEALTH CENTRE,114 Fourth Street P.O. Box 236,"Rainy River, P0W1L0",North West,Riverside Health Care Facilities Inc.,,Non-Profit,Home with approximately 21 beds,No,Yes,No,No,,Rainy River, P0W1L0,21.0,12.0,"(0.0, 21.0]",0.0,7.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,rainy river health centre,,,,,,,,
440,RAINYCREST,550 Osborne Street,"Fort Frances, P9A3T2",North West,Riverside Health Care Facilities Inc.,,Non-Profit,Home with approximately 164 beds,Yes,Yes,Yes,Yes,,Fort Frances, P9A3T2,164.0,68.0,"(46.0, 172.0]",3.0,48.0,"(23.0, 86.0]",3.0,28.0,"(11.0, 44.0]",3.0,rainycrest,,,,,,,,
441,REACHVIEW VILLAGE,130 Reach Street,"Uxbridge, L9P1L3",Central East,Revera Long Term Care Inc.,,For-Profit,Home with approximately 100 beds,No,Yes,Yes,Yes,,Uxbridge, L9P1L3,100.0,41.0,"(31.0, 46.0]",2.0,23.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,reachview village,120.0,ReachView Village,Uxbridge,100.0,6,<5,8,Active
442,REGENCY LONG TERM CARE HOME,66 Dorset Street East,"Port Hope, L1A1E3",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Port Hope, L1A1E3,60.0,26.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,4.0,"(0.0, 5.0]",0.0,regency long term care home,,,,,,,,
443,REGENCY PARK LONG TERM CARE HOME,567 Victoria Avenue,"Windsor, N9A4N1",Erie St. Clair,"Dtoc Long Term Care Lp, By Its General Partner, Dtoc Long Term Care Mgp (A General Partnership) By Its Partners, Dtoc Long Term Care Gp Inc. And Arch Venture Holdings Inc.",Universalcare Canada Inc.,For-Profit,Home with approximately 72 beds,No,Yes,Yes,Yes,,Windsor, N9A4N1,72.0,28.0,"(21.0, 31.0]",1.0,15.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,regency park long term care home,,,,,,,,
444,REGINA GARDENS,536 Upper Paradise Road,"Hamilton, L9C5E3",Hamilton Niagara Haldimand Brant (Hnhb),Liuna Local 837 Nursing Home (Ancaster) Corporation,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Hamilton, L9C5E3,128.0,32.0,"(31.0, 46.0]",2.0,16.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,regina gardens,121.0,Regina Gardens,Hamilton,128.0,0,0,<5,Active
445,RESIDENCE PRESCOTT ET RUSSELL,"1020, Cartier Boulevard","Hawkesbury, K6A1W7",Champlain,United Counties Of Prescott And Russell,,Municipal,Home with approximately 146 beds,Yes,Yes,Yes,Yes,,Hawkesbury, K6A1W7,146.0,54.0,"(46.0, 172.0]",3.0,28.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,residence prescott et russell,,,,,,,,
446,RESIDENCE SAINT- LOUIS,879 Chemin Parc Hiawatha,"Ottawa, K1C2Z6",Champlain,Bruyere Continuing Care Inc.,,Non-Profit,Home with approximately 198 beds,Yes,Yes,Yes,Yes,,Ottawa, K1C2Z6,198.0,114.0,"(46.0, 172.0]",3.0,72.0,"(23.0, 86.0]",3.0,28.0,"(11.0, 44.0]",3.0,residence saint-louis,122.0,Residence Saint-Louis,Ottawa,198.0,21,<5,17,Active
447,RICHMOND TERRACE,89 Rankin Avenue,"Amherstburg, N9V1E7",Erie St. Clair,Richmond Terrace Limited,Apans Health Services,For-Profit,Home with approximately 120 beds,Yes,Yes,Yes,Yes,,Amherstburg, N9V1E7,120.0,62.0,"(46.0, 172.0]",3.0,35.0,"(23.0, 86.0]",3.0,15.0,"(11.0, 44.0]",3.0,richmond terrace,,,,,,,,
448,RIDEAUCREST HOME,175 Rideau Street,"Kingston, K7K3H6",South East,The Corporation Of The City Of Kingston,,Municipal,Home with approximately 170 beds,No,Yes,Yes,Yes,,Kingston, K7K3H6,170.0,69.0,"(46.0, 172.0]",3.0,42.0,"(23.0, 86.0]",3.0,20.0,"(11.0, 44.0]",3.0,rideaucrest home,,,,,,,,
449,RIDGEVIEW,385 Highland Road West,"Stoney Creek, L8J3X9",Hamilton Niagara Haldimand Brant (Hnhb),Axr Operating (National) Lp,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Stoney Creek, L8J3X9,120.0,24.0,"(21.0, 31.0]",1.0,11.0,"(0.0, 11.0]",0.0,7.0,"(5.0, 7.0]",1.0,ridgeview,,,,,,,,
450,RITZ LUTHERAN VILLA,"Part Lot 16, Con 2, Logan Twn R.R. #5","Mitchell, N0K1N0",South West,Ritz Lutheran Villa,,Non-Profit,Home with approximately 85 beds,No,Yes,Yes,No,,Mitchell, N0K1N0,85.0,66.0,"(46.0, 172.0]",3.0,24.0,"(23.0, 86.0]",3.0,10.0,"(7.0, 11.0]",2.0,ritz lutheran villa,,,,,,,,
451,RIVER GLEN HAVEN NURSING HOME,160 High Street P.O. Box 368,"Sutton West, L0E1R0",Central,Atk Care Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Sutton West, L0E1R0,120.0,27.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,river glen haven nursing home,123.0,River Glen Haven Nursing Home,Sutton West,119.0,35,5,18,Active
452,RIVERBEND PLACE,650 Coronation Blvd.,"Cambridge, N1R7S6",Waterloo Wellington,Revera Long Term Care Inc.,,For-Profit,Home with approximately 54 beds,No,Yes,Yes,Yes,,Cambridge, N1R7S6,54.0,17.0,"(0.0, 21.0]",0.0,11.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,riverbend place,,,,,,,,
453,RIVERSIDE PLACE,3181 Meadowbrook Lane,"Windsor, N8T0A4",Erie St. Clair,Axr Operating (National) Lp,,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Windsor, N8T0A4,96.0,50.0,"(46.0, 172.0]",3.0,23.0,"(16.0, 23.0]",2.0,11.0,"(7.0, 11.0]",2.0,riverside place,124.0,Riverside Place,Windsor,96.0,0,0,<5,Active
454,RIVERVIEW GARDENS,519 King Street West,"Chatham, N7M1G8",Erie St. Clair,The Corporation Of The Municipality Of Chatham-kent,,Municipal,Home with approximately 320 beds,Yes,Yes,Yes,No,,Chatham, N7M1G8,320.0,104.0,"(46.0, 172.0]",3.0,42.0,"(23.0, 86.0]",3.0,17.0,"(11.0, 44.0]",3.0,riverview gardens,,,,,,,,
455,RIVERVIEW MANOR NURSING HOME,1155 Water Street,"Peterborough, K9H3P8",Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 124 beds,No,Yes,Yes,Yes,,Peterborough, K9H3P8,124.0,35.0,"(31.0, 46.0]",2.0,19.0,"(16.0, 23.0]",2.0,7.0,"(5.0, 7.0]",1.0,riverview manor nursing home,40.0,Riverview Manor Nursing Home,Peterborough,124.0,,0,,Inactive
456,ROBERTA PLACE,503 Essa Road,"Barrie, L4N9E4",North Simcoe Muskoka,Barrie Long Term Care Centre Inc.,,For-Profit,Home with approximately 140 beds,Yes,Yes,No,Yes,,Barrie, L4N9E4,140.0,38.0,"(31.0, 46.0]",2.0,22.0,"(16.0, 23.0]",2.0,18.0,"(11.0, 44.0]",3.0,roberta place,,,,,,,,
457,ROCKCLIFFE CARE COMMUNITY,3015 Lawrence Avenue East,"Scarborough, M1P2V7",Central East,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 204 beds,Yes,Yes,Yes,Yes,,Scarborough, M1P2V7,204.0,35.0,"(31.0, 46.0]",2.0,27.0,"(23.0, 86.0]",3.0,21.0,"(11.0, 44.0]",3.0,rockcliffe care community,125.0,Rockcliffe Care Community,Scarborough,204.0,0,0,<5,Active
458,ROCKWOOD TERRACE HOME FOR THE AGED,575 Saddler Street East P. O. Box 660,"Durham, N0G1R0",South West,Corporation Of The County Of Grey,,Municipal,Home with approximately 100 beds,No,Yes,Yes,No,,Durham, N0G1R0,100.0,28.0,"(21.0, 31.0]",1.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,rockwood terrace home for the aged,,,,,,,,
459,ROSE OF SHARON KOREAN LONG TERM CARE,17 Maplewood Avenue,"Toronto, M6C4B3",Toronto Central,Rose Of Sharon (Ontario) Retirement Community,Assured Care Consulting Inc.,Non-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Toronto, M6C4B3,60.0,14.0,"(0.0, 21.0]",0.0,5.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,rose of sharon korean long term care,,,,,,,,
460,ROSEBRIDGE MANOR,131 Roses Bridge Road R. R. #2,"Jasper, K0G1G0",South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 78 beds,No,Yes,Yes,Yes,,Jasper, K0G1G0,78.0,24.0,"(21.0, 31.0]",1.0,14.0,"(11.0, 16.0]",1.0,5.0,"(0.0, 5.0]",0.0,rosebridge manor,41.0,Rosebridge Manor,Jasper,78.0,,0,,Inactive
461,ROSEDALE CENTRE,507- 8th Avenue P.O. Box 70,"Matheson, P0K1N0",North East,Bingham Memorial Hospital,,Non-Profit,Home with approximately 20 beds,No,Yes,Yes,No,,Matheson, P0K1N0,20.0,13.0,"(0.0, 21.0]",0.0,6.0,"(0.0, 11.0]",0.0,2.0,"(0.0, 5.0]",0.0,rosedale centre,,,,,,,,
462,ROYAL OTTAWA PLACE,1145 Carling Avenue,"Ottawa, K1Z7K4",Champlain,Royal Ottawa Health Care Group,,Non-Profit,Home with approximately 70 beds,Yes,Yes,Yes,Yes,,Ottawa, K1Z7K4,70.0,23.0,"(21.0, 31.0]",1.0,15.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,royal ottawa place,,,,,,,,
463,ROYAL ROSE PLACE,635 Prince Charles Drive North,"Welland, L3C0C7",Hamilton Niagara Haldimand Brant (Hnhb),859530 Ontario Inc. (Operating As Jarlette Health Services),,For-Profit,Home with approximately 96 beds,No,No,No,No,,Welland, L3C0C7,96.0,13.0,"(0.0, 21.0]",0.0,13.0,"(11.0, 16.0]",1.0,8.0,"(7.0, 11.0]",2.0,royal rose place,126.0,Royal Rose Place,Welland,96.0,<5,17,<5,Active
464,ROYAL TERRACE,600 White's Road,"Palmerston, N0G2P0",Waterloo Wellington,Shanti Enterprises Limited,,For-Profit,Home with approximately 67 beds,No,Yes,Yes,Yes,,Palmerston, N0G2P0,67.0,23.0,"(21.0, 31.0]",1.0,13.0,"(11.0, 16.0]",1.0,6.0,"(5.0, 7.0]",1.0,royal terrace,42.0,Royal Terrace,Palmerston,67.0,,0,,Inactive
465,SAINT LUKE'S PLACE,1624 Franklin Boulevard,"Cambridge, N3C3P4",Waterloo Wellington,Saint Luke's Place,,Non-Profit,Home with approximately 114 beds,No,Yes,Yes,Yes,,Cambridge, N3C3P4,114.0,29.0,"(21.0, 31.0]",1.0,17.0,"(16.0, 23.0]",2.0,6.0,"(5.0, 7.0]",1.0,saint luke's place,43.0,Saint Luke's Place,Cambridge,114.0,,0,,Inactive
466,SANDFIELD PLACE,220 Emma Street,"Cornwall, K6J5V8",Champlain,458422 Ontario Limited,,For-Profit,Home with approximately 53 beds,No,Yes,Yes,Yes,,Cornwall, K6J5V8,53.0,26.0,"(21.0, 31.0]",1.0,20.0,"(16.0, 23.0]",2.0,10.0,"(7.0, 11.0]",2.0,sandfield place,,,,,,,,
467,SANTÉ MANITOUWADGE HEALTH,1 Health Care Crescent,"Manitouwadge, P0T2C0",North West,Sante Manitouwadge Health,,Non-Profit,Home with approximately 9 beds,No,Yes,Yes,Yes,,Manitouwadge, P0T2C0,9.0,12.0,"(0.0, 21.0]",0.0,7.0,"(0.0, 11.0]",0.0,3.0,"(0.0, 5.0]",0.0,santé manitouwadge health,,,,,,,,
468,SARA VISTA,27 Simcoe Street,"Elmvale, L0L1P0",North Simcoe Muskoka,Revera Long Term Care Inc.,,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Elmvale, L0L1P0,60.0,14.0,"(0.0, 21.0]",0.0,8.0,"(0.0, 11.0]",0.0,4.0,"(0.0, 5.0]",0.0,sara vista,,,,,,,,
469,SARSFIELD COLONIAL HOME,2861 Colonial Road P.O. Box 130,"Sarsfield, K0A3E0",Champlain,2629693 Ontario Inc.,Taminagi Inc. (As Manager),For-Profit,Home with approximately 46 beds,No,Yes,Yes,Yes,"recipient no 346524 – sarsfield colonial home
comment - change in ownership effective february 19 2020. details transferred to recipient no 664183/ facility no nh1692
",Sarsfield, K0A3E0,46.0,62.0,"(46.0, 172.0]",3.0,42.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,sarsfield colonial home,,,,,,,,
470,SEAFORTH LONG TERM CARE HOME,100 James Street,"Seaforth, N0K1W0",South West,"Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 63 beds,Yes,Yes,Yes,Yes,,Seaforth, N0K1W0,63.0,16.0,"(0.0, 21.0]",0.0,10.0,"(0.0, 11.0]",0.0,5.0,"(0.0, 5.0]",0.0,seaforth long term care home,,,,,,,,
471,SECORD TRAILS CARE COMMUNITY,263 Wonham Street South,"Ingersoll, N5C3P6",South West,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 80 beds,Yes,Yes,Yes,Yes,,Ingersoll, N5C3P6,80.0,58.0,"(46.0, 172.0]",3.0,25.0,"(23.0, 86.0]",3.0,12.0,"(11.0, 44.0]",3.0,secord trails care community,,,,,,,,
472,SENIORS' HEALTH CENTRE,2 Buchan Court,"North York, M2J5A3",Central,North York General Hospital,,Non-Profit,Home with approximately 192 beds,Yes,Yes,Yes,Yes,,North York, M2J5A3,192.0,33.0,"(31.0, 46.0]",2.0,21.0,"(16.0, 23.0]",2.0,8.0,"(7.0, 11.0]",2.0,seniors' health centre,,,,,,,,
473,SEVEN OAKS,9 Neilson Road,"Scarborough, M1E5E1",Central East,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 249 beds,Yes,Yes,Yes,Yes,,Scarborough, M1E5E1,249.0,47.0,"(46.0, 172.0]",3.0,32.0,"(23.0, 86.0]",3.0,20.0,"(11.0, 44.0]",3.0,seven oaks,127.0,Seven Oaks,Scarborough,249.0,24,40,21,Active
474,SHALOM MANOR LONG TERM CARE HOME,12 Bartlett Avenue,"Grimsby, L3M4N5",Hamilton Niagara Haldimand Brant (Hnhb),Shalom Manor Long Term Care Home,,Non-Profit,Home with approximately 144 beds,No,Yes,Yes,No,,Grimsby, L3M4N5,144.0,20.0,"(0.0, 21.0]",0.0,12.0,"(11.0, 16.0]",1.0,9.0,"(7.0, 11.0]",2.0,shalom manor long term care home,44.0,Shalom Manor Long Term Care Home,Grimsby,144.0,,0,,Inactive
