name,cleaned_name,address,LHIN,home_type,city,postal_code,short_stay,residents_council,family_council,accreditation,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,antipsychotic_percent,depression_percent,falls_percent,pressure_ulcers_percent,pain_percent,restraints_percent,confirmed_resident_cases,resident_deaths,confirmed_staff_cases,status,number_beds,CSDname,CSDuid,latitude,longitude
SPRUCE LODGE HOME FOR THE AGED,spruce lodge home for the aged,643 West Gore Street,South West,Municipal,Stratford, N5A1L4,Yes,Yes,No,Yes,44,23,7,24,13,2,13,5,4,4,4,2,17.6,31.8,20.3,3.5,2.1,0.4,,,,,128,Stratford,3531011,43.36760056,-81.00083747
SPRUCEDALE CARE CENTRE,sprucedale care centre,96 Kittridge Avenue East,South West,For-Profit,Strathroy, N7G2A8,No,Yes,Yes,Yes,18,8,3,5,2,0,8,3,3,0,0,0,1.8,44,12,1.6,13.7,4,,0,,Inactive,96,Strathroy-Caradoc,3539015,42.96355986,-81.62413493
ST. CLAIR O'CONNOR COMMUNITY NURSING HOME,st. clair o'connor community nursing home,2701 St Clair Avenue East,Toronto Central,Non-Profit,East York, M4B3M3,No,Yes,Yes,Yes,9,6,1,1,0,0,2,2,1,0,0,0,3.9,15.6,11.6,1.7,29.7,6.2,,8,,Inactive,25,Toronto,3520005,43.7056131,-79.31276747
UKRAINIAN CANADIAN CARE CENTRE,ukrainian canadian care centre,60 Richview Road,Central,Non-Profit,Etobicoke, M9A5E4,No,Yes,Yes,Yes,15,10,7,6,2,2,4,3,3,3,3,1,25.3,18.3,13.3,2,0.2,4.1,20,<5,<5,Active,152,Toronto,3520005,43.68434358,-79.51869943
BETHAMMI NURSING HOME,bethammi nursing home,63 Carrie Street,North West,Non-Profit,Thunder Bay, P7A4J2,No,Yes,Yes,Yes,35,29,19,7,5,3,10,7,5,16,15,10,13.4,19.4,15.1,3.7,9,12.6,,,,,110,Thunder Bay,3558004,48.44135877,-89.24131667
HOGARTH RIVERVIEW MANOR,hogarth riverview manor,300 Lillie Street,North West,Non-Profit,Thunder Bay, P7C4Y7,No,Yes,Yes,Yes,84,62,33,32,24,13,23,17,12,41,34,14,19.6,25.1,19.9,4.7,4.8,19.8,,0,,Inactive,543,Thunder Bay,3558004,48.38712316,-89.27025117
ST. JOSEPH'S MANOR,st. joseph's manor,70 Spine Road,North East,Non-Profit,Elliot Lake, P5A1X2,Yes,Yes,Yes,Yes,39,22,10,13,5,2,9,7,4,15,8,2,19.5,18.8,12.4,1.3,10.7,14.9,,,,,64,Elliot Lake,3557041,46.38484207,-82.66092821
MOUNT HOPE CENTRE FOR LONG TERM CARE,mount hope centre for long term care,21 Grosvenor Street P.O. Box 5777,South West,Non-Profit,London, N6A1Y6,Yes,Yes,Yes,Yes,87,44,15,39,15,1,34,21,11,19,12,4,17.7,31.6,16.9,3.8,11.2,5.8,,0,,Inactive,394,London,3539036,42.99894988,-81.25634222
ST. GABRIEL'S VILLA OF SUDBURY,st. gabriel's villa of sudbury,4690 Municipal Road 15,North East,Non-Profit,Chelmsford, P0M1L0,No,Yes,Yes,Yes,73,50,28,22,14,8,21,16,12,29,21,8,20.2,36.3,18.6,6,6.7,6.8,,0,,Inactive,128,Greater Sudbury / Grand Sudbury,3553005,46.575821,-81.183418
"ST. JOSEPH'S VILLA, SUDBURY","st. joseph's villa, sudbury",1250 South Bay Road,North East,Non-Profit,Sudbury, P3E6L9,No,Yes,Yes,Yes,39,21,10,14,6,2,11,9,6,10,5,1,16,29.6,24.6,5.1,2.4,11.9,,<5,,Inactive,128,Greater Sudbury / Grand Sudbury,3553005,46.46661488,-80.96677167
"ST. JOSEPH'S HEALTH CENTRE, GUELPH",st. joseph's health centre - guelph,100 Westmount Road,Waterloo Wellington,Non-Profit,Guelph, N1H5H8,No,Yes,Yes,Yes,42,19,3,15,9,2,15,2,0,8,6,1,13.8,23.5,16.7,2.2,4.6,1.8,,,,,240,Guelph,3523008,43.549994,-80.272024
ST. JOSEPH'S LIFECARE CENTRE,st. joseph's lifecare centre,99 Wayne Gretzky Parkway,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Brantford, N3S6T6,No,Yes,Yes,No,30,18,15,10,5,5,11,6,5,5,5,3,22.4,39.8,22.1,4.3,1.5,4.8,,0,,Inactive,205,Brantford,3529006,43.14553416,-80.23530631
"ST. JOSEPH'S VILLA, DUNDAS",st. joseph's villa (dundas),56 Governor's Road,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Dundas, L9H5G7,Yes,Yes,Yes,Yes,100,37,15,51,17,6,24,8,5,33,15,6,21.7,13.2,19.6,2.5,2.1,4.1,,0,,Inactive,425,Hamilton,3525005,43.26175889,-79.95770113
ST PATRICK'S HOME,st. patrick's home,2865 Riverside Drive,Champlain,Non-Profit,Ottawa, K1V8N5,Yes,Yes,Yes,Yes,86,47,24,44,19,11,26,20,10,9,6,3,16.8,23,22.6,4.1,3.8,7.9,<5,<5,<5,Active,288,Ottawa,3506008,45.36947155,-75.68903093
ST. PETER'S RESIDENCE AT CHEDOKE,st. peter's residence at chedoke,125 Redfern Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Hamilton, L9C7W9,No,Yes,Yes,Yes,37,17,10,17,3,3,13,8,5,8,4,1,25.7,20.3,21.1,4.2,6.4,0.1,,,,,210,Hamilton,3525005,43.24048479,-79.92012482
SUNNYCREST NURSING HOME,sunnycrest nursing home,1635 Dundas Street East,Central East,For-Profit,Whitby, L1N2K9,No,Yes,Yes,Yes,57,21,6,25,9,3,16,8,2,13,3,2,14.3,34.7,17.7,2.8,18.2,6.8,,0,,Inactive,136,Whitby,3518009,43.88695065,-78.90906825
SARSFIELD COLONIAL HOME,sarsfield colonial home,2861 Colonial Road P.O. Box 130,Champlain,For-Profit,Sarsfield, K0A3E0,No,Yes,Yes,Yes,62,42,12,27,14,2,13,8,4,18,16,4,10.8,34.3,18.4,3.5,0.6,31.9,,,,,46,Ottawa,3506008,45.440588,-75.347066
"THE GROVE, ARNPRIOR AND DISTRICT NURSING HOME","the grove, arnprior and district nursing home",275 Ida Street North,Champlain,Non-Profit,Arnprior, K7S3M7,Yes,Yes,Yes,Yes,18,11,5,1,0,0,10,5,2,3,3,2,21.9,43,20.4,4.1,7.6,2.4,,,,,61,Arnprior,3547002,45.43909913,-76.36088256
CAMA WOODLANDS NURSING HOME,cama woodlands nursing home,159 Panin Road,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Burlington, L7P5A6,No,Yes,Yes,No,16,10,2,1,1,0,4,3,1,5,4,1,8.5,11.7,14.7,3.1,3.8,6.3,,,,,134,Burlington,3524002,43.3099325,-79.86719201
GRANDVIEW LODGE / DUNNVILLE,grandview lodge / dunnville,657 Lock Street West,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Dunnville, N1A1V9,No,Yes,Yes,Yes,37,17,7,16,8,4,12,4,1,9,5,0,29.1,31.6,16.6,2.4,6.9,4.5,,,,,128,Haldimand County,3528018,42.90834644,-79.6340154
JOHN NOBLE HOME,john noble home,97 Mount Pleasant Street,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Brantford, N3T1T5,No,Yes,Yes,Yes,25,9,4,7,3,2,10,3,2,2,2,1,22.6,30.4,18.2,3.2,4.4,2.1,,,,,156,Brantford,3529006,43.12596315,-80.27606552
NORVIEW LODGE,norview lodge,44 Rob Blake Way,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Simcoe, N3Y0E3,Yes,Yes,Yes,Yes,24,14,5,6,1,0,10,6,3,4,4,1,22.3,41.7,20.4,5.2,14.4,2.8,0,0,<5,Active,179,Norfolk County,3528052,42.8372838,-80.33304111
GREY GABLES HOME FOR THE AGED,grey gables home for the aged,206 Toronto Street South,South West,Municipal,Markdale, N0C1H0,No,Yes,Yes,No,40,19,8,10,6,2,20,5,1,8,6,4,18.9,25.4,15.8,2.6,2.5,0,,,,,66,Grey Highlands,3542015,44.31396564,-80.64029685
LEE MANOR HOME,lee manor home,875 Sixth Street East,South West,Municipal,Owen Sound, N4K5W5,No,Yes,Yes,No,36,16,10,15,5,4,15,6,4,2,2,2,19.8,27.9,12,1.3,2.5,2.4,,,,,150,Owen Sound,3542059,44.56074357,-80.92749966
ROCKWOOD TERRACE HOME FOR THE AGED,rockwood terrace home for the aged,575 Saddler Street East P. O. Box 660,South West,Municipal,Durham, N0G1R0,No,Yes,Yes,No,28,10,5,5,1,1,16,4,3,3,3,0,7.3,23.6,14.2,5,0.4,1.9,,,,,100,West Grey,3542004,44.17446891,-80.80961509
GEORGIAN MANOR HOME FOR THE AGED,georgian manor home for the aged,101 Thompsons Road,North Simcoe Muskoka,Municipal,Penetanguishene, L9M0V3,Yes,Yes,Yes,Yes,22,16,6,7,6,1,7,3,3,2,2,0,17.8,31.7,16.4,2.4,6,0.9,,,,,143,Penetanguishene,3543072,44.76796585,-79.91976266
SIMCOE MANOR HOME FOR THE AGED,simcoe manor home for the aged,5988 - 8TH LINE Main Street East,Central,Municipal,Beeton, L0G1A0,Yes,Yes,Yes,Yes,27,10,6,9,2,1,7,3,3,7,2,2,7.7,34.7,18.6,2.5,7,2.6,,,,,126,New Tecumseth,3543007,44.08139484,-79.77752875
SUNSET MANOR HOME FOR SENIOR CITIZENS,sunset manor home for senior citizens,49 Raglan Street,North Simcoe Muskoka,Municipal,Collingwood, L9Y4X1,Yes,Yes,Yes,Yes,30,20,14,9,5,5,11,5,4,10,9,7,22,30.2,18.8,3.6,6.5,2.3,,,,,150,Collingwood,3543031,44.50191069,-80.20123672
TRILLIUM MANOR HOME FOR THE AGED,trillium manor home for the aged,12 Grace Avenue,North Simcoe Muskoka,Municipal,Orillia, L3V2K2,Yes,Yes,Yes,Yes,23,13,5,10,5,2,7,4,2,3,1,0,28.5,34.5,18.8,3,15.9,2.9,,,,,122,Orillia,3543052,44.62900615,-79.42526219
THE ELLIOTT LONG TERM CARE RESIDENCE,the elliott long term care residence,170 Metcalfe Street,Waterloo Wellington,Non-Profit,Guelph, N1E4Y3,No,Yes,Yes,Yes,24,11,4,7,1,1,6,3,2,2,1,0,12.6,29.6,19.8,1.2,12.6,0.2,,,,,85,Guelph,3523008,43.55803773,-80.25130495
GLEBE CENTRE,glebe centre,950 Bank Street,Champlain,Non-Profit,Ottawa, K1S5G6,No,Yes,Yes,Yes,44,29,20,20,12,11,16,10,6,5,5,4,21.2,31.3,15.7,1.8,5,3.7,,,,,254,Ottawa,3506008,45.39876525,-75.68635693
ISABEL AND ARTHUR MEIGHEN MANOR,isabel and arthur meighen manor,155 Millwood Road,Toronto Central,Non-Profit,Toronto, M4S1J6,No,Yes,Yes,Yes,35,17,8,20,5,3,7,5,3,6,5,3,16.2,2.2,16.7,2,6.8,0,6,47,31,Active,168,Toronto,3520005,43.70000099,-79.39254279
THE SALVATION ARMY OTTAWA GRACE MANOR,the salvation army ottawa grace manor,1156 Wellington Street,Champlain,Non-Profit,Ottawa, K1Y2Z3,No,Yes,Yes,Yes,63,36,15,34,19,6,18,9,6,4,3,1,24.3,29.9,18.2,3,2.7,14,,,,,128,Ottawa,3506008,45.40088385,-75.72755805
R. H. LAWSON EVENTIDE HOME,r. h. lawson eventide home,5050 Jepson Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Niagara Falls, L2E1K5,Yes,Yes,Yes,No,18,11,5,4,3,2,5,3,2,6,3,1,13.8,30,15.3,3.9,5.9,14.2,,,,,101,Niagara Falls,3526043,43.0997467,-79.07748394
THE KENSINGTON GARDENS,the kensington gardens,25 Brunswick Avenue,Toronto Central,Non-Profit,Toronto, M5S2L9,No,Yes,Yes,Yes,39,19,10,20,7,4,10,6,4,8,5,2,21,13.5,14.9,2.1,1.2,1.3,,8,,Inactive,350,Toronto,3520005,43.65819899,-79.40343829
VILLA MINTO,villa minto,241 Eighth Street P.O. Box 280,North East,Non-Profit,Cochrane, P0L1C0,No,Yes,Yes,Yes,22,14,4,5,1,0,7,5,2,9,6,1,8.1,10.4,7.4,5.6,12.7,26.6,,,,,33,Cochrane,3556042,49.06971147,-81.0205333
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,leamington mennonite home long term care residence,35 Pickwick Drive,Erie St. Clair,Non-Profit,Leamington, N8H4T5,No,Yes,Yes,No,20,13,6,6,3,1,5,5,3,1,1,0,25,24.2,19.6,0.9,1.5,0.7,,0,,Inactive,84,Leamington,3537003,42.04374165,-82.59059485
PARKVIEW HOME LONG-TERM CARE,parkview home long-term care,123 Weldon Road,Central,Non-Profit,Stouffville, L4A0G8,No,Yes,Yes,Yes,17,10,5,4,2,2,6,3,3,3,2,0,12.9,10.2,19.3,1.5,16.7,0,,,,,128,Whitchurch-Stouffville,3519044,43.96541475,-79.25898437
"WILLIAM A. ""BILL"" GEORGE EXTENDED CARE FACILITY",william a. 'bill' george extended care facility,75 Fifth Avenue,North West,Non-Profit,Sioux Lookout, P8T1K9,No,Yes,No,Yes,12,8,3,1,0,0,3,3,2,2,1,0,33.3,16.6,20.4,0,6,6.7,,,,,20,Sioux Lookout,3560034,50.10591688,-91.91875908
MAUNO KAIHLA KOTI,mauno kaihla koti,723 North Street,North East,Non-Profit,Sault Ste Marie, P6B6G8,Yes,Yes,Yes,No,20,12,3,5,3,1,5,3,1,3,1,0,18.8,42.9,9.6,3.2,12.1,17.3,,,,,63,Sault Ste. Marie,3557061,46.5396691,-84.33693736
BOB RUMBALL HOME FOR THE DEAF,bob rumball home for the deaf,1 Royal Parkside Drive,North Simcoe Muskoka,Non-Profit,Barrie, L4M0C4,No,Yes,Yes,No,35,17,7,12,5,0,8,5,3,15,9,3,7.9,16.2,28.9,3,6,5.7,,,,,64,Barrie,3543042,44.3641363,-79.62310322
HILLEL LODGE,hillel lodge,10 Nadolny Sachs Private,Champlain,Non-Profit,Ottawa, K2A4G7,No,Yes,Yes,Yes,49,33,17,27,18,12,12,9,5,7,5,2,5.3,15.8,15.9,2.5,0.7,10,,,,,121,Ottawa,3506008,45.37622944,-75.75281145
ALLENDALE,allendale,185 Ontario Street South,Mississauga Halton,Municipal,Milton, L9T2M4,No,Yes,Yes,Yes,39,21,16,16,9,6,14,6,6,11,7,6,16,12.5,12.3,1,1.1,2.7,,0,,Inactive,200,Milton,3524009,43.51655054,-79.87240973
CREEK WAY VILLAGE,creek way village,5200 Corporate Drive,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Burlington, L7L7G7,No,Yes,Yes,Yes,30,15,7,13,5,3,11,5,3,8,6,3,12.4,15.5,14.9,0.4,5.2,1.8,<5,0,<5,Active,144,Burlington,3524002,43.39302822,-79.77985319
POST INN VILLAGE,post inn village,203 Georgian Drive,Mississauga Halton,Municipal,Oakville, L6H7H9,Yes,Yes,Yes,Yes,35,11,5,20,3,1,9,4,3,2,1,0,8.3,18.1,12.8,0.6,1.7,0.1,0,0,<5,Active,228,Oakville,3524001,43.48026034,-79.71675247
DEER PARK VILLA,deer park villa,150 Central Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Grimsby, L3M4Z3,No,Yes,No,Yes,15,9,5,3,1,1,4,3,3,1,1,1,13.6,21.4,20.5,7.1,10.9,7.4,,,,,39,Grimsby,3526065,43.1895365,-79.54142639
DOUGLAS H. RAPELJE LODGE,douglas h. rapelje lodge,277 Plymouth Road,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Welland, L3B6E3,Yes,Yes,Yes,Yes,33,11,8,15,5,5,12,3,2,4,1,0,28.8,33.6,22.5,3,2.3,2.2,,0,,Inactive,120,Welland,3526032,42.97774267,-79.24618498
GILMORE LODGE,gilmore lodge,50 Gilmore Road,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Fort Erie, L2A2M1,No,Yes,Yes,Yes,17,9,3,6,3,1,4,2,2,2,1,0,19.7,33.1,17.5,3.6,2.4,6.2,,,,,80,Fort Erie,3526003,42.92080238,-78.91490397
LINHAVEN,linhaven,403 Ontario Street,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,St. Catharines, L2N1L5,Yes,Yes,Yes,Yes,56,21,12,22,6,3,21,11,7,10,5,3,23.2,34.3,18.9,3.1,2.2,5.9,,,,,248,St. Catharines,3526053,43.18351721,-79.26633031
NORTHLAND POINTE,northland pointe,2 Fielden Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Port Colborne, L3K6G4,No,Yes,No,Yes,31,12,8,12,2,2,10,5,4,8,1,1,23,30.7,15.7,4.1,3.9,4.3,,,,,151,Port Colborne,3526011,42.8807752,-79.2576692
THE MEADOWS OF DORCHESTER,the meadows of dorchester,6623 Kalar Road,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Niagara Falls, L2H2T3,No,Yes,Yes,Yes,19,11,5,7,4,3,7,4,2,1,1,0,15.9,32.4,14.2,2.5,5.3,17.7,,,,,121,Niagara Falls,3526043,43.07925789,-79.13696046
THE WOODLANDS OF SUNSET,the woodlands of sunset,920 Pelham Street,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Welland, L3C1Y5,No,Yes,Yes,Yes,20,11,5,4,3,1,8,4,3,4,2,0,18.2,34.5,18.2,3.8,2.1,6.1,,0,,Inactive,121,Pelham,3526028,43.01741988,-79.2853459
UPPER CANADA LODGE,upper canada lodge,272 Wellington Street P. O. Box 1390,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Niagara-On-The-Lake, L0S1J0,No,Yes,Yes,Yes,24,11,7,8,3,2,6,2,2,6,2,2,24.8,36.4,17.3,2.4,4.9,9.3,,,,,80,Niagara-on-the-Lake,3526047,43.2502043,-79.0694642
MALTON VILLAGE LONG TERM CARE CENTRE,malton village long term care centre,7075 Rexwood Road,Central West,Municipal,Mississauga, L4T4M1,No,Yes,Yes,Yes,62,21,14,29,6,5,18,7,5,6,4,2,11.6,16.2,12.9,1,0.6,2.6,<5,0,<5,Active,160,Mississauga,3521005,43.71847959,-79.62437147
PEEL MANOR,peel manor,525 Main Street North,Central West,Municipal,Brampton, L6X1N9,No,Yes,Yes,Yes,55,15,6,24,4,1,15,7,5,10,1,0,20.8,10.6,13.3,2.8,1.7,1.7,<5,<5,6,Active,177,Brampton,3521010,43.69999507,-79.78142981
SHERIDAN VILLA,sheridan villa,2460 Truscott Drive,Mississauga Halton,Municipal,Mississauga, L5J3Z8,No,Yes,Yes,Yes,25,13,8,12,7,5,6,2,2,4,2,1,12.3,11.9,16.2,2.2,2.7,4.7,10,<5,7,Active,142,Mississauga,3521005,43.51060205,-79.64829886
TALL PINES LONG TERM CARE CENTRE,tall pines long term care centre,1001 Peter Robertson Blvd.,Central West,Municipal,Brampton, L6R2Y3,No,Yes,Yes,Yes,28,14,9,11,5,3,8,4,4,9,6,3,21.2,21.3,13.7,2.8,1.1,3.2,,0,,Inactive,160,Brampton,3521010,43.75057309,-79.74244701
VERA M. DAVIS COMMUNITY CARE CENTRE,vera m. davis community care centre,80 Allan Drive,Central West,Non-Profit,Bolton, L7E1P7,No,Yes,No,Yes,14,9,4,1,1,1,6,3,2,2,2,1,12.3,22.7,16.3,1.6,0.3,8.2,,,,,64,Caledon,3521024,43.87348751,-79.72446771
PIONEER MANOR,pioneer manor,960 Notre Dame Avenue,North East,Municipal,Sudbury, P3A2T4,No,Yes,Yes,Yes,75,43,21,27,14,7,23,14,7,26,14,4,22.1,39.4,17.9,4.4,10.9,10.3,,0,,Inactive,433,Greater Sudbury / Grand Sudbury,3553005,46.51756439,-80.98200638
GLEN HILL STRATHAVEN,glen hill strathaven,264 King Street East,Central East,Non-Profit,Bowmanville, L1C1P9,Yes,Yes,No,Yes,57,28,11,16,7,3,14,11,5,23,9,3,20,23.4,12,3,1.7,2.5,,0,,Inactive,210,Clarington,3518017,43.91212066,-78.67361278
GLEN HILL MARNWOOD,glen hill marnwood,26 Elgin Street,Central East,Non-Profit,Bowmanville, L1C3C8,No,Yes,No,Yes,24,12,5,7,1,0,9,7,5,4,1,0,16.1,14.8,15.2,5.6,4.5,1.2,,,,,60,Clarington,3518017,43.91589256,-78.68988509
ARBOUR CREEK LONG-TERM CARE CENTRE,arbour creek long-term care centre,2717 King Street East,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Hamilton, L8G1J3,No,Yes,No,No,60,20,14,29,8,7,14,3,3,16,6,3,15.8,15.2,13,3.6,5.8,3.3,,0,,Inactive,129,Hamilton,3525005,43.22141329,-79.77670807
PINE VILLA NURSING HOME,pine villa nursing home,490 Highway #8,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Stoney Creek, L8G1G6,No,Yes,No,No,21,16,6,5,3,2,4,4,3,7,6,0,14.3,6.1,11.8,2.9,1.1,4.5,,,,,41,Hamilton,3525005,43.21627369,-79.71616285
THE WEXFORD,the wexford,1860 Lawrence Avenue East,Central East,Non-Profit,Scarborough, M1R5B1,No,Yes,Yes,Yes,57,30,16,23,10,7,23,14,6,14,7,3,11.8,4.7,11.6,1.1,2.3,1.8,,0,,Inactive,166,Toronto,3520005,43.7439777,-79.30345907
MCCORMICK HOME,mccormick home,2022 Kains Road,South West,Non-Profit,London, N6K0A8,Yes,Yes,Yes,Yes,47,18,9,18,4,1,23,10,6,0,0,0,22.6,37.3,18.6,3.2,0.8,2,,,,,160,London,3539036,42.96884017,-81.35418445
BELMONT HOUSE,belmont house,55 Belmont Street,Toronto Central,Non-Profit,Toronto, M5R1R1,No,Yes,Yes,Yes,13,8,6,2,0,0,4,3,3,2,2,2,13.5,14.3,16.4,2.5,4.2,0.5,,0,,Inactive,140,Toronto,3520005,43.67461349,-79.39106979
SUOMI-KOTI TORONTO NURSING HOME,suomi-koti toronto nursing home,795 Eglinton Avenue East,Toronto Central,Non-Profit,Toronto, M4G4E4,No,Yes,Yes,No,14,7,3,2,0,0,4,3,2,2,1,1,10.4,6.8,7.4,3,2.8,9.2,,,,,34,Toronto,3520005,43.7131299,-79.36614148
TRENT VALLEY LODGE,trent valley lodge,195 Bay Street,South East,For-Profit,Trenton, K8V1H9,No,Yes,Yes,Yes,45,37,10,19,14,4,10,9,4,13,12,3,17,29.2,17.3,2.6,20.2,1.2,,,,,102,Quinte West,3512015,44.10291195,-77.55773544
GREENWOOD COURT,greenwood court,90 Greenwood Drive,South West,Non-Profit,Stratford, N5A7W5,No,Yes,No,No,20,12,3,5,4,0,3,3,2,4,1,0,7.1,32.3,21.8,6.5,1.4,0,,<5,,Inactive,45,Stratford,3531011,43.38294686,-80.97615776
NITHVIEW HOME,nithview home,200 Boullee Street,Waterloo Wellington,Non-Profit,New Hamburg, N3A2K4,No,Yes,Yes,No,46,23,11,15,7,3,21,8,5,9,8,4,24.8,25.8,21.2,2.7,5.2,2.7,,,,,99,Wilmot,3530020,43.38053997,-80.70159538
TWIN OAKS OF MARYHILL,twin oaks of maryhill,1360 Maryhill Road,Waterloo Wellington,For-Profit,Maryhill, N0B2B0,No,Yes,No,No,18,12,5,8,5,3,3,2,1,2,2,0,48.7,47.4,20.5,6.6,1.5,0,,0,,Inactive,31,Woolwich,3530035,43.53642702,-80.39357269
TYNDALL NURSING HOME,tyndall nursing home,1060 Eglinton Avenue East,Mississauga Halton,For-Profit,Mississauga, L4W1K3,No,Yes,No,Yes,48,22,8,19,4,2,8,6,5,20,10,2,26.4,6.2,15.6,2.7,1.1,1.5,,,,,151,Mississauga,3521005,43.62835307,-79.62744866
IVAN FRANKO HOME (ETOBICOKE),ivan franko home (etobicoke),767 Royal York Road,Toronto Central,Non-Profit,Toronto, M8Y2T3,No,Yes,Yes,Yes,11,7,5,1,0,0,5,4,4,1,0,0,20.1,40.2,11.2,2.8,0.9,2.2,0,0,<5,Active,85,Toronto,3520005,43.63771778,-79.50673762
HAMPTON TERRACE CARE CENTRE,hampton terrace care centre,75 Plains Road West,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Burlington, L7T1E8,No,Yes,Yes,Yes,31,14,5,14,5,2,4,3,1,11,5,1,26.2,34.4,18.6,2.8,5.3,8.5,0,0,0,Active,101,Burlington,3524002,43.3054339,-79.8554984
TUFFORD NURSING HOME,tufford nursing home,312 Queenston Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,St Catharines, L2P2X4,No,Yes,No,Yes,15,5,2,6,1,1,2,1,1,3,1,0,22.6,21.7,23.6,2.2,2.3,18.2,0,0,0,Active,64,St. Catharines,3526053,43.15938461,-79.21839749
UNION VILLA,union villa,4300 Highway #7,Central,Non-Profit,Unionville, L3R1L8,No,Yes,Yes,Yes,36,18,14,12,5,4,12,8,8,11,5,5,14.7,26.1,15.4,3.5,4.1,1.4,,0,,Inactive,160,Markham,3519036,43.86143002,-79.31443048
MAPLE VIEW LODGE,maple view lodge,"746 County Road, 42 East P.O. Box 100",South East,Municipal,Athens, K0E1B0,No,Yes,Yes,No,33,14,4,7,3,1,15,4,1,5,3,1,14.3,43.3,16.7,3.9,4.2,27.6,,0,,Inactive,60,Athens,3507042,44.63454631,-75.93144305
ST. LAWRENCE LODGE,st. lawrence lodge,"1803 County Road, #2 East Postal Bag  #1130",South East,Municipal,Brockville, K6V5T1,No,Yes,Yes,No,54,32,12,26,15,3,18,11,7,6,3,2,19.1,21.3,20.8,3.3,4,10.5,,,,,224,Elizabethtown-Kitley,3507014,44.60164641,-75.66542026
RESIDENCE PRESCOTT ET RUSSELL,residence prescott et russell,"1020, Cartier Boulevard",Champlain,Municipal,Hawkesbury, K6A1W7,Yes,Yes,Yes,Yes,54,28,10,12,6,2,23,10,6,11,6,4,11.9,12.8,16,1.2,1.8,1.9,,,,,146,Hawkesbury,3502008,45.60023563,-74.61370539
UNITED MENNONITE HOME,united mennonite home,4024 Twenty-Third Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,Vineland, L0R2C0,No,Yes,Yes,No,27,16,8,12,5,4,10,7,4,4,3,1,18,36.7,21.3,1.1,2.4,3.2,,,,,128,Lincoln,3526057,43.1576075,-79.38808084
MACKENZIE HEALTH LONG TERM CARE FACILITY,mackenzie health long term care facility,10 Trench Street,Central,Non-Profit,Richmond Hill, L4C4Z3,No,Yes,Yes,Yes,25,16,8,11,6,4,8,5,3,5,3,2,10.7,22.5,10.6,2.1,1.5,4.9,0,0,<5,Active,168,Richmond Hill,3519038,43.87045412,-79.45081182
VALLEY MANOR NURSING HOME,valley manor nursing home,88 Mintha Street P. O. Box 880,Champlain,Non-Profit,Barry's Bay, K0J1B0,No,Yes,No,Yes,21,9,4,2,1,1,9,3,2,4,0,0,13.8,35.3,9.8,3.8,1.5,3.5,,,,,90,Madawaska Valley,3547030,45.48637478,-77.6878502
VILLA COLOMBO SENIORS CENTRE (VAUGHAN),villa colombo seniors centre (vaughan),"10443 Highway 27, Kleinburg",Central,Non-Profit,Vaughan, L0J1C0,No,Yes,Yes,Yes,45,40,29,27,25,19,10,9,7,10,10,7,24.8,19.5,7.8,2.8,1.8,5.8,25,19,15,Active,160,Vaughan,,43.839618,79.631803
LAKELAND LONG TERM CARE SERVICES,lakeland long term care services,6 Albert Street,North East,Non-Profit,Parry Sound, P2A3A4,No,Yes,No,No,23,17,10,5,3,2,9,6,5,7,6,2,3,12.3,10.6,1.1,2.3,0,,,,,90,Parry Sound,3549032,45.340766,-80.017672
WIKWEMIKONG NURSING HOME,wikwemikong nursing home,2281 Wikwemikong Way P.O. Box 114,North East,Non-Profit,Wikwemikong, P0P2J0,Yes,Yes,No,Yes,54,24,12,12,5,2,16,8,4,20,11,4,22.8,36.1,25.1,5.7,5.4,0.4,,0,,Inactive,59,Wikwemikong Unceded,3551043,45.80266553,-81.72321194
