index,name,address,city_and_postal_code,LHIN,licensee,management,home_type,beds,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,number_of_beds,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders
502,ST. JOSEPH'S AT FLEMING,659 Brealey Drive,"Peterborough, K9K2R8",Central East,St Joseph's At Fleming,,Non-Profit,Home with approximately 200 beds,No,Yes,Yes,Yes,,Peterborough, K9K2R8,200,111.0,48.0,15.0,48.0,20.0,6.0,32.0,15.0,8.0,26.0,8.0,1.0
503,ST. JOSEPH'S CONTINUING CARE CENTRE,14 York Street,"Cornwall, K6J5T2",Champlain,"Religious Hospitalers Of St. Joseph Of Cornwall, Ontario",,Non-Profit,Home with approximately 150 beds,No,Yes,Yes,Yes,,Cornwall, K6J5T2,150,34.0,19.0,10.0,12.0,8.0,3.0,12.0,6.0,5.0,5.0,2.0,2.0
505,"ST. JOSEPH'S HEALTH CENTRE, GUELPH",100 Westmount Road,"Guelph, N1H5H8",Waterloo Wellington,St. Joseph's Health System,,Non-Profit,Home with approximately 240 beds,No,Yes,Yes,Yes,,Guelph, N1H5H8,240,42.0,19.0,3.0,15.0,9.0,2.0,15.0,2.0,,8.0,6.0,1.0
506,ST. JOSEPH'S LIFECARE CENTRE,99 Wayne Gretzky Parkway,"Brantford, N3S6T6",Hamilton Niagara Haldimand Brant (Hnhb),St. Joseph's Health System,,Non-Profit,Home with approximately 205 beds,No,Yes,Yes,No,,Brantford, N3S6T6,205,30.0,18.0,15.0,10.0,5.0,5.0,11.0,6.0,5.0,5.0,5.0,3.0
507,ST. JOSEPH'S MANOR,70 Spine Road,"Elliot Lake, P5A1X2",North East,St. Joseph's General Hospital Elliot Lake,,Non-Profit,Home with approximately 64 beds,Yes,Yes,Yes,Yes,,Elliot Lake, P5A1X2,64,39.0,22.0,10.0,13.0,5.0,2.0,9.0,7.0,4.0,15.0,8.0,2.0
509,"ST. JOSEPH'S VILLA, DUNDAS",56 Governor's Road,"Dundas, L9H5G7",Hamilton Niagara Haldimand Brant (Hnhb),St. Joseph's Health System,,Non-Profit,Home with approximately 378 beds,Yes,Yes,Yes,Yes,,Dundas, L9H5G7,378,100.0,37.0,15.0,51.0,17.0,6.0,24.0,8.0,5.0,33.0,15.0,6.0
510,"ST. JOSEPH'S VILLA, SUDBURY",1250 South Bay Road,"Sudbury, P3E6L9",North East,St. Joseph's Health Centre Of Sudbury,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Sudbury, P3E6L9,128,39.0,21.0,10.0,14.0,6.0,2.0,11.0,9.0,6.0,10.0,5.0,1.0
511,ST. LAWRENCE LODGE,"1803 County Road, #2 East Postal Bag  #1130","Brockville, K6V5T1",South East,"The Corporations Of The United Counties Of Leeds And Grenville, The City Of Brockville, The Town Of Gananoque And The Town Of Prescott",,Municipal,Home with approximately 224 beds,No,Yes,Yes,No,,Brockville, K6V5T1,224,54.0,32.0,12.0,26.0,15.0,3.0,18.0,11.0,7.0,6.0,3.0,2.0
512,ST. PETER'S RESIDENCE AT CHEDOKE,125 Redfern Avenue,"Hamilton, L9C7W9",Hamilton Niagara Haldimand Brant (Hnhb),St. Peter's Care Centres,,Non-Profit,Home with approximately 210 beds,No,Yes,Yes,Yes,,Hamilton, L9C7W9,210,37.0,17.0,10.0,17.0,3.0,3.0,13.0,8.0,5.0,8.0,4.0,1.0
513,STAYNER CARE CENTRE,"244 Main Street East 7308 Highway #26, P.O. Box 350","Stayner, L0M1S0",North Simcoe Muskoka,Stayner Care Centre Inc.,,For-Profit,Home with approximately 49 beds,No,Yes,No,No,,Stayner, L0M1S0,49,15.0,10.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0
514,STIRLING HEIGHTS,200 Stirling Macgregor Drive,"Cambridge, N1S5B7",Waterloo Wellington,Axr Operating (National) Lp,,For-Profit,Home with approximately 110 beds,No,Yes,Yes,Yes,,Cambridge, N1S5B7,110,23.0,13.0,8.0,7.0,5.0,4.0,10.0,4.0,4.0,2.0,,
515,STIRLING MANOR NURSING HOME,218 Edward Street P.O. Box 220,"Stirling, K0K3E0",South East,Manorcare Partners,Eldercare Management & Consulting Corp.,For-Profit,Home with approximately 75 beds,No,Yes,No,Yes,,Stirling, K0K3E0,75,35.0,19.0,6.0,10.0,5.0,3.0,12.0,8.0,2.0,5.0,1.0,
516,STONERIDGE MANOR,256 High Street,"Carleton Place, K7C1X1",Champlain,Stoneridge Manor Operating Inc.,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Carleton Place, K7C1X1,60,27.0,12.0,6.0,7.0,3.0,2.0,15.0,5.0,3.0,1.0,1.0,1.0
517,STRATHCONA LONG TERM CARE,465 Dublin Street,"Mount Forest, N0G2L3",Waterloo Wellington,Sharon Farms & Enterprises Limited,,For-Profit,Home with approximately 88 beds,Yes,Yes,Yes,Yes,,Mount Forest, N0G2L3,88,30.0,13.0,7.0,8.0,3.0,1.0,9.0,4.0,4.0,11.0,6.0,2.0
518,STRATHMERE LODGE,599 Albert Street Box 5000,"Strathroy, N7G3J3",South West,The Corporation Of The County Of Middlesex,,Municipal,Home with approximately 160 beds,Yes,Yes,Yes,No,,Strathroy, N7G3J3,160,42.0,19.0,7.0,12.0,6.0,1.0,22.0,8.0,5.0,5.0,3.0,
519,STREAMWAY VILLA,19 James Street West,"Cobourg, K9A2J8",Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 59 beds,No,Yes,No,Yes,,Cobourg, K9A2J8,59,24.0,11.0,6.0,9.0,2.0,2.0,6.0,2.0,2.0,5.0,3.0,1.0
520,STREETSVILLE CARE COMMUNITY,1742 Bristol Road West,"Mississauga, L5M1X9",Mississauga Halton,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 118 beds,No,Yes,Yes,Yes,,Mississauga, L5M1X9,118,22.0,10.0,4.0,6.0,1.0,,8.0,4.0,3.0,3.0,3.0,1.0
521,SUMAC LODGE,1464 Blackwell Road,"Sarnia, N7S5M4",Erie St. Clair,Revera Long Term Care Inc.,,For-Profit,Home with approximately 100 beds,No,Yes,Yes,Yes,,Sarnia, N7S5M4,100,60.0,25.0,10.0,25.0,10.0,4.0,27.0,12.0,6.0,3.0,,
522,SUMMIT PLACE,850-4Th Street East,"Owen Sound, N4K6A3",South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 119 beds,No,Yes,Yes,Yes,,Owen Sound, N4K6A3,119,29.0,12.0,8.0,10.0,3.0,2.0,11.0,4.0,3.0,4.0,3.0,3.0
523,SUN PARLOR HOME FOR SENIOR CITIZENS,175 Talbot Street East,"Leamington, N8H1L9",Erie St. Clair,The Corporation Of The County Of Essex,,Municipal,Home with approximately 206 beds,No,Yes,Yes,No,,Leamington, N8H1L9,206,54.0,31.0,11.0,14.0,7.0,1.0,29.0,17.0,7.0,8.0,5.0,2.0
524,SUNNYCREST NURSING HOME,1635 Dundas Street East,"Whitby, L1N2K9",Central East,Sunnycrest Nursing Homes Limited,,For-Profit,Home with approximately 136 beds,No,Yes,Yes,Yes,,Whitby, L1N2K9,136,57.0,21.0,6.0,25.0,9.0,3.0,16.0,8.0,2.0,13.0,3.0,2.0
525,SUNNYSIDE HOME,247 Franklin Street North,"Kitchener, N2G4J3",Waterloo Wellington,Regional Municipality Of Waterloo,,Municipal,Home with approximately 263 beds,Yes,Yes,Yes,Yes,,Kitchener, N2G4J3,263,84.0,41.0,14.0,30.0,16.0,3.0,47.0,20.0,9.0,5.0,5.0,2.0
526,SUNSET MANOR HOME FOR SENIOR CITIZENS,49 Raglan Street,"Collingwood, L9Y4X1",North Simcoe Muskoka,Corporation Of The County Of Simcoe,,Municipal,Home with approximately 150 beds,Yes,Yes,Yes,Yes,,Collingwood, L9Y4X1,150,30.0,20.0,14.0,9.0,5.0,5.0,11.0,5.0,4.0,10.0,9.0,7.0
527,SUOMI-KOTI TORONTO NURSING HOME,795 Eglinton Avenue East,"Toronto, M4G4E4",Toronto Central,Toronto Finnish-canadian Seniors Centre,,Non-Profit,Home with approximately 34 beds,No,Yes,Yes,No,,Toronto, M4G4E4,34,14.0,7.0,3.0,2.0,,,4.0,3.0,2.0,2.0,1.0,1.0
528,TALL PINES LONG TERM CARE CENTRE,1001 Peter Robertson Blvd.,"Brampton, L6R2Y3",Central West,The Regional Municipality Of Peel,,Municipal,Home with approximately 160 beds,No,Yes,Yes,Yes,,Brampton, L6R2Y3,160,28.0,14.0,9.0,11.0,5.0,3.0,8.0,4.0,4.0,9.0,6.0,3.0
529,TECK PIONEER RESIDENCE,145A Government Road East Postal Bag Service 1757,"Kirkland Lake, P2N3P4",North East,Corporation Of The Town Of Kirkland Lake,,Municipal,Home with approximately 81 beds,No,Yes,Yes,Yes,,Kirkland Lake, P2N3P4,81,29.0,16.0,6.0,7.0,2.0,2.0,8.0,5.0,2.0,15.0,8.0,1.0
530,TELFER PLACE,245 Grand River Street North,"Paris, N3L3V8",Hamilton Niagara Haldimand Brant (Hnhb),Revera Long Term Care Inc.,,For-Profit,Home with approximately 45 beds,No,Yes,Yes,Yes,,Paris, N3L3V8,45,27.0,17.0,5.0,6.0,4.0,,9.0,5.0,3.0,10.0,6.0,1.0
531,TEMISKAMING LODGE,100 Bruce Street P.O. Box 1180,"Haileybury, P0J1K0",North East,Jarlette Ltd.,,For-Profit,Home with approximately 82 beds,Yes,Yes,Yes,Yes,,Haileybury, P0J1K0,82,22.0,10.0,8.0,6.0,1.0,1.0,9.0,5.0,5.0,6.0,2.0,2.0
532,TENDERCARE LIVING CENTRE,1020 McNicoll Avenue,"Scarborough, M1W2J6",Central East,Tendercare Nursing Homes Limited,Extendicare (Canada) Inc.,For-Profit,Home with approximately 254 beds,No,Yes,No,Yes,,Scarborough, M1W2J6,254,35.0,17.0,8.0,15.0,6.0,3.0,11.0,4.0,3.0,10.0,7.0,2.0
533,TERRACE LODGE,475 Talbot Street East 49462 Talbot Line,"Aylmer, N5H3A5",South West,The Corporation Of The County Of Elgin Municipal Homes,,Municipal,Home with approximately 100 beds,Yes,Yes,Yes,No,,Aylmer, N5H3A5,100,33.0,22.0,12.0,10.0,6.0,2.0,15.0,10.0,9.0,3.0,2.0,1.0
534,THE BIGNUCOLO RESIDENCE,"c/o Chapleau General Hospital P. O. Box 757, 6 Broomhead Road","Chapleau, P0M1K0",North East,Chapleau Health Services,,Non-Profit,Home with approximately 18 beds,Yes,Yes,No,Yes,,Chapleau, P0M1K0,18,11.0,7.0,3.0,,,,4.0,3.0,2.0,3.0,3.0,
535,THE ELLIOTT LONG TERM CARE RESIDENCE,170 Metcalfe Street,"Guelph, N1E4Y3",Waterloo Wellington,The Elliott,,Non-Profit,Home with approximately 85 beds,No,Yes,Yes,Yes,,Guelph, N1E4Y3,85,24.0,11.0,4.0,7.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,
536,THE FORDWICH VILLAGE NURSING HOME,3063 Adelaide Street,"Fordwich, N0G1V0",South West,Atk Care Inc.,,For-Profit,Home with approximately 33 beds,No,Yes,Yes,Yes,,Fordwich, N0G1V0,33,18.0,8.0,5.0,4.0,1.0,1.0,6.0,2.0,2.0,6.0,4.0,1.0
537,THE FOUR SEASONS LODGE,117 Banting Drive,"Deep River, K0J1P0",Champlain,Deep River And District Hospital,,Non-Profit,Home with approximately 14 beds,No,Yes,No,Yes,,Deep River, K0J1P0,14,12.0,8.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
538,"THE GROVE, ARNPRIOR AND DISTRICT NURSING HOME",275 Ida Street North,"Arnprior, K7S3M7",Champlain,The Arnprior And District Memorial Hospital,,Non-Profit,Home with approximately 61 beds,Yes,Yes,Yes,Yes,,Arnprior, K7S3M7,61,18.0,11.0,5.0,1.0,,,10.0,5.0,2.0,3.0,3.0,2.0
539,THE HENLEY HOUSE,20 Ernest Street,"St. Catharines, L2N7T2",Hamilton Niagara Haldimand Brant (Hnhb),Henley House Limited,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,St. Catharines, L2N7T2,160,54.0,23.0,12.0,26.0,12.0,5.0,18.0,6.0,6.0,10.0,4.0,1.0
540,THE HERITAGE NURSING HOME,1195 Queen Street East,"Toronto, M4M1L6",Toronto Central,Heritage Nursing Homes Inc.,,For-Profit,Home with approximately 201 beds,Yes,Yes,Yes,Yes,,Toronto, M4M1L6,201,24.0,10.0,6.0,8.0,2.0,2.0,6.0,2.0,2.0,10.0,5.0,3.0
541,THE JEWISH HOME FOR THE AGED,3560 Bathurst Street,"North York, M6A2E1",Toronto Central,The Jewish Home For The Aged,,Non-Profit,Home with approximately 472 beds,No,Yes,Yes,Yes,,North York, M6A2E1,472,52.0,34.0,21.0,29.0,16.0,10.0,13.0,9.0,7.0,11.0,10.0,6.0
542,THE JOHN M. PARROTT CENTRE,309 Bridge Street West,"Napanee, K7R2G4",South East,County Of Lennox And Addington,,Municipal,Home with approximately 168 beds,Yes,Yes,Yes,Yes,,Napanee, K7R2G4,168,30.0,17.0,9.0,9.0,4.0,2.0,17.0,10.0,7.0,,,
543,THE KENSINGTON GARDENS,25 Brunswick Avenue,"Toronto, M5S2L9",Toronto Central,The Kensington Health Centre,,Non-Profit,Home with approximately 350 beds,No,Yes,Yes,Yes,,Toronto, M5S2L9,350,39.0,19.0,10.0,20.0,7.0,4.0,10.0,6.0,4.0,8.0,5.0,2.0
544,THE MAPLES HOME FOR SENIORS,94 William Street South P.O. Box 400,"Tavistock, N0B2R0",South West,Caressant-care Nursing And Retirement Homes Limited,,For-Profit,Home with approximately 43 beds,No,Yes,Yes,Yes,,Tavistock, N0B2R0,43,23.0,9.0,3.0,5.0,3.0,,9.0,3.0,3.0,5.0,2.0,
545,THE MEADOWS,12 Tranquility Avenue,"Ancaster, L9G5C2",Hamilton Niagara Haldimand Brant (Hnhb),Axr Operating (National) Lp,,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ancaster, L9G5C2,128,20.0,10.0,4.0,5.0,2.0,,6.0,3.0,2.0,2.0,1.0,1.0
546,THE MEADOWS OF DORCHESTER,6623 Kalar Road,"Niagara Falls, L2H2T3",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 121 beds,No,Yes,Yes,Yes,,Niagara Falls, L2H2T3,121,19.0,11.0,5.0,7.0,4.0,3.0,7.0,4.0,2.0,1.0,1.0,
547,THE NORFOLK HOSPITAL NURSING HOME,365 West Street,"Simcoe, N3Y1T7",Hamilton Niagara Haldimand Brant (Hnhb),The Norfolk Hospital Nursing Home,,Non-Profit,Home with approximately 80 beds,No,Yes,Yes,Yes,,Simcoe, N3Y1T7,80,12.0,8.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,
548,THE O'NEILL CENTRE,33 Christie Street,"Toronto, M6G3B1",Toronto Central,848357 Ontario Inc.,Responsive Health Management Inc.,For-Profit,Home with approximately 162 beds,Yes,Yes,No,Yes,,Toronto, M6G3B1,162,29.0,11.0,5.0,16.0,3.0,1.0,9.0,5.0,4.0,,,
549,THE PALACE,92 Centre Street,"Alexandria, K0C1A0",Champlain,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 70 beds,No,Yes,Yes,Yes,,Alexandria, K0C1A0,70,37.0,30.0,18.0,11.0,8.0,6.0,12.0,12.0,12.0,10.0,8.0,2.0
550,THE PERLEY AND RIDEAU VETERANS' HEALTH CENTRE,1750 Russell Road,"Ottawa, K1G5Z6",Champlain,The Perley And Rideau Veterans' Health Centre,,Non-Profit,Home with approximately 450 beds,Yes,Yes,Yes,Yes,,Ottawa, K1G5Z6,450,89.0,50.0,19.0,25.0,17.0,7.0,41.0,17.0,7.0,19.0,11.0,3.0
551,THE PINES,98 Pine Street,"Bracebridge, P1L1N5",North Simcoe Muskoka,The District Of The Municipality Of Muskoka,Extendicare (Canada) Inc.,Municipal,Home with approximately 160 beds,No,Yes,No,Yes,,Bracebridge, P1L1N5,160,13.0,10.0,5.0,1.0,,,6.0,5.0,4.0,2.0,2.0,
552,THE SALVATION ARMY OTTAWA GRACE MANOR,1156 Wellington Street,"Ottawa, K1Y2Z3",Champlain,The Governing Council Of The Salvation Army In Canada,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ottawa, K1Y2Z3,128,63.0,36.0,15.0,34.0,19.0,6.0,18.0,9.0,6.0,4.0,3.0,1.0
553,THE VILLA CARE CENTRE,689 Yonge Street,"Midland, L4R2E1",North Simcoe Muskoka,Jarlette Ltd.,,For-Profit,Home with approximately 114 beds,Yes,Yes,No,Yes,,Midland, L4R2E1,114,29.0,15.0,12.0,11.0,4.0,3.0,8.0,3.0,3.0,6.0,5.0,5.0
554,THE VILLAGE AT ST. CLAIR,1800 Talbot Road,"Windsor, N9A6S4",Erie St. Clair,Schlegel Villages Inc.,,For-Profit,Home with approximately 256 beds,No,No,No,No,,Windsor, N9A6S4,256,62.0,59.0,20.0,23.0,22.0,9.0,32.0,30.0,9.0,7.0,7.0,3.0
555,THE VILLAGE AT UNIVERSITY GATES,250 LAURELWOOD DRIVE,"WATERLOO, N2J0E2",Waterloo Wellington,Schlegel Villages Inc.,,For-Profit,Home with approximately 192 beds,No,No,No,No,,WATERLOO, N2J0E2,192,15.0,15.0,7.0,8.0,8.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0
556,THE VILLAGE GREEN NURSING HOME,166 Pleasant Drive P.O. Box 94,"Selby, K0K2Z0",South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 66 beds,No,Yes,Yes,Yes,,Selby, K0K2Z0,66,28.0,16.0,5.0,7.0,4.0,,11.0,7.0,4.0,3.0,1.0,
557,THE VILLAGE OF ASPEN LAKE,9855 McHugh Street,"Windsor, N8P0A6",Erie St. Clair,R-b-j Schlegel Holdings Inc.,,For-Profit,Home with approximately 192 beds,No,Yes,Yes,Yes,,Windsor, N8P0A6,192,92.0,44.0,16.0,30.0,17.0,7.0,54.0,21.0,7.0,3.0,3.0,
558,THE VILLAGE OF ERIN MEADOWS,2930 Erin Centre Boulevard,"Mississauga, L5M7M4",Mississauga Halton,Schlegel Villages Inc.,,For-Profit,Home with approximately 180 beds,No,Yes,Yes,Yes,,Mississauga, L5M7M4,180,51.0,20.0,16.0,20.0,7.0,6.0,13.0,5.0,5.0,16.0,8.0,6.0
559,THE VILLAGE OF GLENDALE CROSSING,3030 Singleton Avenue,"London, N6L0B6",South West,The Homewood Corporation,Oakwood Retirement Communities Inc.,For-Profit,Home with approximately 192 beds,No,No,No,Yes,,London, N6L0B6,192,108.0,51.0,17.0,49.0,22.0,4.0,39.0,16.0,10.0,19.0,14.0,4.0
560,THE VILLAGE OF HUMBER HEIGHTS,2245 Lawrence Avenue West,"Etobicoke, M9P3W3",Central,Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 192 beds,No,Yes,No,Yes,,Etobicoke, M9P3W3,192,24.0,20.0,12.0,11.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,4.0
561,THE VILLAGE OF RIVERSIDE GLEN,60 Woodlawn Road East,"Guelph, N1H8M8",Waterloo Wellington,Schlegel Villages Inc.,,For-Profit,Home with approximately 192 beds,No,Yes,Yes,Yes,,Guelph, N1H8M8,192,109.0,42.0,13.0,63.0,22.0,6.0,31.0,12.0,5.0,19.0,10.0,2.0
562,THE VILLAGE OF SANDALWOOD PARK,425 Great Lakes Drive,"Brampton, L6R2W8",Central West,Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Brampton, L6R2W8,120,28.0,12.0,5.0,7.0,1.0,1.0,14.0,6.0,4.0,7.0,4.0,2.0
563,THE VILLAGE OF TANSLEY WOODS,4100 Upper Middle Road,"Burlington, L7M4W8",Hamilton Niagara Haldimand Brant (Hnhb),Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 144 beds,No,Yes,Yes,Yes,,Burlington, L7M4W8,144,32.0,19.0,11.0,10.0,5.0,4.0,8.0,4.0,3.0,9.0,8.0,3.0
564,THE VILLAGE OF TAUNTON MILLS,3800 Brock Street North,"Whitby, L1R3A5",Central East,Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Whitby, L1R3A5,120,37.0,22.0,13.0,12.0,7.0,6.0,16.0,7.0,4.0,5.0,5.0,2.0
565,THE VILLAGE OF WENTWORTH HEIGHTS,1620 Upper Wentworth Street,"Hamilton, L9B2W3",Hamilton Niagara Haldimand Brant (Hnhb),Oakwood Retirement Communities Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Hamilton, L9B2W3,120,26.0,11.0,6.0,9.0,3.0,3.0,6.0,3.0,2.0,8.0,3.0,
566,THE VILLAGE OF WINSTON PARK,695 Block Line Road,"Kitchener, N2E3K1",Waterloo Wellington,Winston Hall Nursing Homes Limited,,For-Profit,Home with approximately 95 beds,No,Yes,No,Yes,,Kitchener, N2E3K1,95,36.0,14.0,6.0,10.0,5.0,2.0,18.0,5.0,3.0,2.0,1.0,
567,THE VILLAGE SENIORS COMMUNITY,101-10Th Street,"Hanover, N4N1M9",South West,Hanover Operating Inc.,,For-Profit,Home with approximately 70 beds,No,Yes,Yes,Yes,,Hanover, N4N1M9,70,35.0,12.0,9.0,12.0,1.0,1.0,15.0,4.0,4.0,4.0,4.0,3.0
568,THE WELLINGTON NURSING HOME,1430 Upper Wellington Street,"Hamilton, L9A5H3",Hamilton Niagara Haldimand Brant (Hnhb),Barton Retirement Inc.,Southrim Development Inc.,For-Profit,Home with approximately 102 beds,No,Yes,Yes,Yes,,Hamilton, L9A5H3,102,40.0,24.0,9.0,15.0,8.0,4.0,12.0,6.0,3.0,13.0,8.0,4.0
569,THE WEST NIPISSING GENERAL HOSPITAL,725 Coursol,"Sturgeon Falls, P2B2Y6",North East,The West Nipissing General Hospital,,Non-Profit,Home with approximately 48 beds,No,Yes,No,Yes,,Sturgeon Falls, P2B2Y6,48,14.0,10.0,4.0,1.0,1.0,,4.0,2.0,2.0,5.0,5.0,1.0
570,THE WEXFORD,1860 Lawrence Avenue East,"Scarborough, M1R5B1",Central East,The Wexford Residence Inc.,,Non-Profit,Home with approximately 166 beds,No,Yes,Yes,Yes,,Scarborough, M1R5B1,166,57.0,30.0,16.0,23.0,10.0,7.0,23.0,14.0,6.0,14.0,7.0,3.0
571,THE WILLOWS ESTATE NURSING HOME,13837 Yonge Street,"Aurora, L4G3G8",Central,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 84 beds,No,Yes,No,Yes,,Aurora, L4G3G8,84,23.0,15.0,10.0,10.0,5.0,5.0,3.0,2.0,2.0,6.0,4.0,2.0
572,THE WOODLANDS OF SUNSET,920 Pelham Street,"Welland, L3C1Y5",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 121 beds,No,Yes,Yes,Yes,,Welland, L3C1Y5,121,20.0,11.0,5.0,4.0,3.0,1.0,8.0,4.0,3.0,4.0,2.0,
573,THOMPSON HOUSE,1 Overland Drive,"North York, M3C2C3",Central,Don Mills Foundation For Seniors,,Non-Profit,Home with approximately 136 beds,No,Yes,Yes,No,,North York, M3C2C3,136,16.0,12.0,7.0,6.0,2.0,2.0,4.0,4.0,4.0,6.0,4.0,3.0
574,THORNTONVIEW,186 Thornton Road South,"Oshawa, L1J5Y2",Central East,Revera Long Term Care Inc.,,For-Profit,Home with approximately 154 beds,No,Yes,Yes,Yes,,Oshawa, L1J5Y2,154,42.0,21.0,13.0,20.0,13.0,10.0,13.0,4.0,3.0,7.0,2.0,1.0
576,TILBURY MANOR NURSING HOME,16 Fort Street P.O. Box 160,"Tilbury, N0P2L0",Erie St. Clair,"Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation",Universalcare Canada Inc.,For-Profit,Home with approximately 75 beds,Yes,Yes,Yes,Yes,,Tilbury, N0P2L0,75,33.0,20.0,7.0,16.0,6.0,2.0,9.0,7.0,3.0,3.0,3.0,
578,TONY STACEY CENTRE FOR VETERANS' CARE,59 Lawson Road,"Toronto, M1C2J1",Central East,Royal Canadian Legion District 'd' Care Centres,Universalcare Canada Inc.,Non-Profit,Home with approximately 100 beds,Yes,Yes,No,No,,Toronto, M1C2J1,100,18.0,10.0,6.0,7.0,3.0,2.0,3.0,3.0,3.0,7.0,4.0,1.0
579,TOWNSHIP OF OSGOODE CARE CENTRE,7650 Snake Island Road,"Metcalfe, K0A2P0",Champlain,Township Of Osgoode Care Centre,,Non-Profit,Home with approximately 100 beds,Yes,Yes,Yes,No,,Metcalfe, K0A2P0,100,21.0,10.0,6.0,9.0,2.0,1.0,8.0,5.0,4.0,,,
580,TRENT VALLEY LODGE,195 Bay Street,"Trenton, K8V1H9",South East,Trent Valley Lodge Limited,,For-Profit,Home with approximately 102 beds,No,Yes,Yes,Yes,,Trenton, K8V1H9,102,45.0,37.0,10.0,19.0,14.0,4.0,10.0,9.0,4.0,13.0,12.0,3.0
581,TRILLIUM COURT,550 Philip Place,"Kincardine, N2Z3A6",South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 40 beds,No,Yes,Yes,Yes,,Kincardine, N2Z3A6,40,23.0,10.0,4.0,7.0,1.0,,7.0,3.0,1.0,4.0,2.0,2.0
582,TRILLIUM MANOR HOME FOR THE AGED,12 Grace Avenue,"Orillia, L3V2K2",North Simcoe Muskoka,Corporation Of The County Of Simcoe,,Municipal,Home with approximately 122 beds,Yes,Yes,Yes,Yes,,Orillia, L3V2K2,122,23.0,13.0,5.0,10.0,5.0,2.0,7.0,4.0,2.0,3.0,1.0,
583,TRILLIUM RETIREMENT AND CARE COMMUNITY,800 Edgar Street,"Kingston, K7M8S4",South East,Specialty Care East Inc.,,For-Profit,Home with approximately 190 beds,Yes,Yes,Yes,Yes,,Kingston, K7M8S4,190,81.0,40.0,17.0,29.0,12.0,7.0,30.0,19.0,8.0,16.0,6.0,1.0
584,TRILLIUM VILLA NURSING HOME,1221 Michigan Avenue,"Sarnia, N7S3Y3",Erie St. Clair,S & R Nursing Homes Ltd.,,For-Profit,Home with approximately 152 beds,Yes,Yes,No,Yes,,Sarnia, N7S3Y3,152,36.0,11.0,7.0,9.0,1.0,,21.0,7.0,7.0,,,
585,TRINITY VILLAGE CARE CENTRE,2727 Kingsway Drive,"Kitchener, N2C1A7",Waterloo Wellington,Lutheran Homes Kitchener-waterloo,,Non-Profit,Home with approximately 150 beds,No,Yes,Yes,Yes,,Kitchener, N2C1A7,150,54.0,21.0,7.0,24.0,12.0,4.0,21.0,4.0,2.0,5.0,4.0,1.0
586,TRUE DAVIDSON ACRES,200 Dawes Road,"Toronto, M4C5M8",Toronto Central,Toronto Long-term Care Homes And Services,,Municipal,Home with approximately 187 beds,Yes,Yes,Yes,Yes,,Toronto, M4C5M8,187,24.0,14.0,9.0,14.0,6.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0
587,TSIIONKWANONHSOTE,70 Kawehnoke Apartments Road,"Akwesasne, K6H5R7",Champlain,Mohawk Council Of Akwesasne,,Non-Profit,Home with approximately 50 beds,No,Yes,No,Yes,,Akwesasne, K6H5R7,50,22.0,15.0,8.0,6.0,2.0,1.0,3.0,1.0,1.0,11.0,10.0,7.0
