name,address,LHIN,home_type,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,number_beds,CSDname,CSDuid,latitude,longitude
TECK PIONEER RESIDENCE,145A Government Road East Postal Bag Service 1757,North East,Municipal,No,Yes,Yes,Yes,,Kirkland Lake, P2N3P4,29.0,16.0,6.0,7.0,2.0,2.0,8.0,5.0,2.0,15.0,8.0,1.0,teck pioneer residence,,,,,81.0,Kirkland Lake,3554068.0,48.15345549,-80.01468335
TELFER PLACE,245 Grand River Street North,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,,Paris, N3L3V8,27.0,17.0,5.0,6.0,4.0,,9.0,5.0,3.0,10.0,6.0,1.0,telfer place,,0,,Inactive,45.0,Brant,3529005.0,43.20739846,-80.38649816
TEMISKAMING LODGE,100 Bruce Street P.O. Box 1180,North East,For-Profit,Yes,Yes,Yes,Yes,,Haileybury, P0J1K0,22.0,10.0,8.0,6.0,1.0,1.0,9.0,5.0,5.0,6.0,2.0,2.0,temiskaming lodge,,0,,Inactive,83.0,Temiskaming Shores,3554020.0,47.43879,-79.63082324
TENDERCARE LIVING CENTRE,1020 McNicoll Avenue,Central East,For-Profit,No,Yes,No,Yes,,Scarborough, M1W2J6,35.0,17.0,8.0,15.0,6.0,3.0,11.0,4.0,3.0,10.0,7.0,2.0,tendercare living centre,,<5,,Inactive,254.0,Toronto,3520005.0,43.80577041,-79.33598338
TERRACE LODGE,475 Talbot Street East 49462 Talbot Line,South West,Municipal,Yes,Yes,Yes,No,,Aylmer, N5H3A5,33.0,22.0,12.0,10.0,6.0,2.0,15.0,10.0,9.0,3.0,2.0,1.0,terrace lodge,,,,,100.0,Malahide,3534010.0,42.7710963,-80.9682813
THE BIGNUCOLO RESIDENCE,"c/o Chapleau General Hospital P. O. Box 757, 6 Broomhead Road",North East,Non-Profit,Yes,Yes,No,Yes,,Chapleau, P0M1K0,11.0,7.0,3.0,,,,4.0,3.0,2.0,3.0,3.0,,the bignucolo residence,,,,,18.0,Chapleau,3552092.0,47.841251,-83.414961
THE ELLIOTT LONG TERM CARE RESIDENCE,170 Metcalfe Street,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,,Guelph, N1E4Y3,24.0,11.0,4.0,7.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,,the elliott long term care residence,,,,,85.0,Guelph,3523008.0,43.55803773,-80.25130495
THE FORDWICH VILLAGE NURSING HOME,3063 Adelaide Street,South West,For-Profit,No,Yes,Yes,Yes,,Fordwich, N0G1V0,18.0,8.0,5.0,4.0,1.0,1.0,6.0,2.0,2.0,6.0,4.0,1.0,the fordwich village nursing home,,,,,33.0,Howick,3540046.0,43.87084494,-81.02944763
THE FOUR SEASONS LODGE,117 Banting Drive,Champlain,Non-Profit,No,Yes,No,Yes,,Deep River, K0J1P0,12.0,8.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,the four seasons lodge,,,,,14.0,Deep River,3547096.0,46.09087579,-77.47500669
"THE GROVE, ARNPRIOR AND DISTRICT NURSING HOME",275 Ida Street North,Champlain,Non-Profit,Yes,Yes,Yes,Yes,,Arnprior, K7S3M7,18.0,11.0,5.0,1.0,,,10.0,5.0,2.0,3.0,3.0,2.0,"the grove, arnprior and district nursing home",,,,,61.0,Arnprior,3547002.0,45.43909913,-76.36088256
THE HENLEY HOUSE,20 Ernest Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,,St. Catharines, L2N7T2,54.0,23.0,12.0,26.0,12.0,5.0,18.0,6.0,6.0,10.0,4.0,1.0,the henley house,,0,,Inactive,160.0,St. Catharines,3526053.0,43.18492631,-79.2578661
THE HERITAGE NURSING HOME,1195 Queen Street East,Toronto Central,For-Profit,Yes,Yes,Yes,Yes,,Toronto, M4M1L6,24.0,10.0,6.0,8.0,2.0,2.0,6.0,2.0,2.0,10.0,5.0,3.0,the heritage nursing home,,,,,201.0,Toronto,3520005.0,43.66272499,-79.33111227
THE JEWISH HOME FOR THE AGED,3560 Bathurst Street,Toronto Central,Non-Profit,No,Yes,Yes,Yes,,North York, M6A2E1,52.0,34.0,21.0,29.0,16.0,10.0,13.0,9.0,7.0,11.0,10.0,6.0,the jewish home for the aged,<5,<5,8,Active,472.0,Toronto,3520005.0,43.7300765,-79.43421181
THE JOHN M. PARROTT CENTRE,309 Bridge Street West,South East,Municipal,Yes,Yes,Yes,Yes,,Napanee, K7R2G4,30.0,17.0,9.0,9.0,4.0,2.0,17.0,10.0,7.0,,,,the john m. parrott centre,,,,,168.0,Greater Napanee,3511015.0,44.2413403,-76.97028786
THE KENSINGTON GARDENS,25 Brunswick Avenue,Toronto Central,Non-Profit,No,Yes,Yes,Yes,,Toronto, M5S2L9,39.0,19.0,10.0,20.0,7.0,4.0,10.0,6.0,4.0,8.0,5.0,2.0,the kensington gardens,,8,,Inactive,350.0,Toronto,3520005.0,43.65819899,-79.40343829
THE MAPLES HOME FOR SENIORS,94 William Street South P.O. Box 400,South West,For-Profit,No,Yes,Yes,Yes,,Tavistock, N0B2R0,23.0,9.0,3.0,5.0,3.0,,9.0,3.0,3.0,5.0,2.0,,the maples home for seniors,,,,,43.0,East Zorra-Tavistock,3532038.0,43.31755486,-80.83826132
THE MEADOWS,12 Tranquility Avenue,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,,Ancaster, L9G5C2,20.0,10.0,4.0,5.0,2.0,,6.0,3.0,2.0,2.0,1.0,1.0,revera inc. o the meadows long term care centre,,,,,128.0,,,,
THE MEADOWS OF DORCHESTER,6623 Kalar Road,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,,Niagara Falls, L2H2T3,19.0,11.0,5.0,7.0,4.0,3.0,7.0,4.0,2.0,1.0,1.0,,the meadows of dorchester,,,,,121.0,Niagara Falls,3526043.0,43.07925789,-79.13696046
THE NORFOLK HOSPITAL NURSING HOME,365 West Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,Yes,,Simcoe, N3Y1T7,12.0,8.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,the norfolk hospital nursing home,<5,0,0,Active,80.0,Norfolk County,3528052.0,42.8351656,-80.31432431
THE O'NEILL CENTRE,33 Christie Street,Toronto Central,For-Profit,Yes,Yes,No,Yes,,Toronto, M6G3B1,29.0,11.0,5.0,16.0,3.0,1.0,9.0,5.0,4.0,,,,the o'neill centre,,0,,Inactive,162.0,Toronto,3520005.0,43.66476219,-79.4186887
THE PALACE,92 Centre Street,Champlain,For-Profit,No,Yes,Yes,Yes,,Alexandria, K0C1A0,37.0,30.0,18.0,11.0,8.0,6.0,12.0,12.0,12.0,10.0,8.0,2.0,the palace,,,,,70.0,North Glengarry,3501050.0,45.31136778,-74.63263588
THE PERLEY AND RIDEAU VETERANS' HEALTH CENTRE,1750 Russell Road,Champlain,Non-Profit,Yes,Yes,Yes,Yes,,Ottawa, K1G5Z6,89.0,50.0,19.0,25.0,17.0,7.0,41.0,17.0,7.0,19.0,11.0,3.0,the perley and rideau veterans' health centre,,11,,Inactive,450.0,Ottawa,3506008.0,45.40374035,-75.63671562
THE PINES,98 Pine Street,North Simcoe Muskoka,Municipal,No,Yes,No,Yes,,Bracebridge, P1L1N5,13.0,10.0,5.0,1.0,,,6.0,5.0,4.0,2.0,2.0,,the pines,,,,,160.0,Bracebridge,3544018.0,45.05169583,-79.29822038
THE SALVATION ARMY OTTAWA GRACE MANOR,1156 Wellington Street,Champlain,Non-Profit,No,Yes,Yes,Yes,,Ottawa, K1Y2Z3,63.0,36.0,15.0,34.0,19.0,6.0,18.0,9.0,6.0,4.0,3.0,1.0,the salvation army ottawa grace manor,,,,,128.0,Ottawa,3506008.0,45.40088385,-75.72755805
THE VILLA CARE CENTRE,689 Yonge Street,North Simcoe Muskoka,For-Profit,Yes,Yes,No,Yes,,Midland, L4R2E1,29.0,15.0,12.0,11.0,4.0,3.0,8.0,3.0,3.0,6.0,5.0,5.0,the villa care centre,,,,,114.0,Midland,3543074.0,44.74305645,-79.89055855
THE VILLAGE AT ST. CLAIR,1800 Talbot Road,Erie St. Clair,For-Profit,No,No,No,No,,Windsor, N9A6S4,62.0,59.0,20.0,23.0,22.0,9.0,32.0,30.0,9.0,7.0,7.0,3.0,the village at st. clair,,0,,Inactive,256.0,Windsor,3537039.0,42.24341286,-83.0147829
THE VILLAGE AT UNIVERSITY GATES,250 LAURELWOOD DRIVE,Waterloo Wellington,For-Profit,No,No,No,No,,WATERLOO, N2J0E2,15.0,15.0,7.0,8.0,8.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,the village at university gates,,0,,Inactive,192.0,Waterloo,3530016.0,43.4767379,-80.57032185
THE VILLAGE GREEN NURSING HOME,166 Pleasant Drive P.O. Box 94,South East,For-Profit,No,Yes,Yes,Yes,,Selby, K0K2Z0,28.0,16.0,5.0,7.0,4.0,,11.0,7.0,4.0,3.0,1.0,,the village green nursing home,,,,,66.0,Greater Napanee,3511015.0,44.30037081,-76.98430987
THE VILLAGE OF ASPEN LAKE,9855 McHugh Street,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,,Windsor, N8P0A6,92.0,44.0,16.0,30.0,17.0,7.0,54.0,21.0,7.0,3.0,3.0,,the village of aspen lake,,,,,192.0,Windsor,3537039.0,42.31813568,-82.92003167
THE VILLAGE OF ERIN MEADOWS,2930 Erin Centre Boulevard,Mississauga Halton,For-Profit,No,Yes,Yes,Yes,,Mississauga, L5M7M4,51.0,20.0,16.0,20.0,7.0,6.0,13.0,5.0,5.0,16.0,8.0,6.0,the village of erin meadows,13,19,17,Active,180.0,Mississauga,3521005.0,43.55312755,-79.72147048
THE VILLAGE OF GLENDALE CROSSING,3030 Singleton Avenue,South West,For-Profit,No,No,No,Yes,,London, N6L0B6,108.0,51.0,17.0,49.0,22.0,4.0,39.0,16.0,10.0,19.0,14.0,4.0,the village of glendale crossing,,,,,192.0,London,3539036.0,42.93894787,-81.27180372
THE VILLAGE OF HUMBER HEIGHTS,2245 Lawrence Avenue West,Central,For-Profit,No,Yes,No,Yes,,Etobicoke, M9P3W3,24.0,20.0,12.0,11.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,4.0,the village of humber heights,45,10,17,Active,192.0,Toronto,3520005.0,43.69710409,-79.52690243
THE VILLAGE OF RIVERSIDE GLEN,60 Woodlawn Road East,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,,Guelph, N1H8M8,109.0,42.0,13.0,63.0,22.0,6.0,31.0,12.0,5.0,19.0,10.0,2.0,the village of riverside glen,,0,,Inactive,192.0,Guelph,3523008.0,43.56915803,-80.27358416
THE VILLAGE OF SANDALWOOD PARK,425 Great Lakes Drive,Central West,For-Profit,No,Yes,Yes,Yes,,Brampton, L6R2W8,28.0,12.0,5.0,7.0,1.0,1.0,14.0,6.0,4.0,7.0,4.0,2.0,the village of sandalwood park,,,,,120.0,Brampton,3521010.0,43.74100870000001,-79.7717325
THE VILLAGE OF TANSLEY WOODS,4100 Upper Middle Road,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,,Burlington, L7M4W8,32.0,19.0,11.0,10.0,5.0,4.0,8.0,4.0,3.0,9.0,8.0,3.0,the village of tansley woods,,,,,144.0,Burlington,3524002.0,43.38367062,-79.79950979
THE VILLAGE OF TAUNTON MILLS,3800 Brock Street North,Central East,For-Profit,No,Yes,Yes,Yes,,Whitby, L1R3A5,37.0,22.0,13.0,12.0,7.0,6.0,16.0,7.0,4.0,5.0,5.0,2.0,the village of taunton mills,0,0,<5,Active,120.0,Whitby,3518009.0,43.91312705,-78.95825897
THE VILLAGE OF WENTWORTH HEIGHTS,1620 Upper Wentworth Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,,Hamilton, L9B2W3,26.0,11.0,6.0,9.0,3.0,3.0,6.0,3.0,2.0,8.0,3.0,,the village of wentworth heights,,0,,Inactive,120.0,Hamilton,3525005.0,43.19832568,-79.8734372
THE VILLAGE OF WINSTON PARK,695 Block Line Road,Waterloo Wellington,For-Profit,No,Yes,No,Yes,,Kitchener, N2E3K1,36.0,14.0,6.0,10.0,5.0,2.0,18.0,5.0,3.0,2.0,1.0,,the village of winston park,,0,,Inactive,95.0,Kitchener,3530013.0,43.41122949,-80.49867572
THE VILLAGE SENIORS COMMUNITY,101-10Th Street,South West,For-Profit,No,Yes,Yes,Yes,,Hanover, N4N1M9,35.0,12.0,9.0,12.0,1.0,1.0,15.0,4.0,4.0,4.0,4.0,3.0,the village seniors community,,,,,70.0,Hanover,3542029.0,44.15073139,-81.03582166
THE WELLINGTON NURSING HOME,1430 Upper Wellington Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,,Hamilton, L9A5H3,40.0,24.0,9.0,15.0,8.0,4.0,12.0,6.0,3.0,13.0,8.0,4.0,the wellington nursing home,,,,,102.0,Hamilton,3525005.0,43.20948778,-79.8796767
THE WEST NIPISSING GENERAL HOSPITAL,725 Coursol,North East,Non-Profit,No,Yes,No,Yes,,Sturgeon Falls, P2B2Y6,14.0,10.0,4.0,1.0,1.0,,4.0,2.0,2.0,5.0,5.0,1.0,the west nipissing general hospital,,,,,48.0,West Nipissing / Nipissing Ouest,3548055.0,46.37244272,-79.91782482
THE WEXFORD,1860 Lawrence Avenue East,Central East,Non-Profit,No,Yes,Yes,Yes,,Scarborough, M1R5B1,57.0,30.0,16.0,23.0,10.0,7.0,23.0,14.0,6.0,14.0,7.0,3.0,the wexford,,0,,Inactive,166.0,Toronto,3520005.0,43.7439777,-79.30345907
THE WILLOWS ESTATE NURSING HOME,13837 Yonge Street,Central,For-Profit,No,Yes,No,Yes,,Aurora, L4G3G8,23.0,15.0,10.0,10.0,5.0,5.0,3.0,2.0,2.0,6.0,4.0,2.0,the willows estate nursing home,,,,,84.0,Aurora,3519046.0,43.96549464,-79.45862614
THE WOODLANDS OF SUNSET,920 Pelham Street,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,,Welland, L3C1Y5,20.0,11.0,5.0,4.0,3.0,1.0,8.0,4.0,3.0,4.0,2.0,,the woodlands of sunset,,0,,Inactive,121.0,Pelham,3526028.0,43.01741988,-79.28534590000002
THOMPSON HOUSE,1 Overland Drive,Central,Non-Profit,No,Yes,Yes,No,,North York, M3C2C3,16.0,12.0,7.0,6.0,2.0,2.0,4.0,4.0,4.0,6.0,4.0,3.0,thompson house,0,0,<5,Active,136.0,Toronto,3520005.0,43.7324901,-79.34677178
THORNTONVIEW,186 Thornton Road South,Central East,For-Profit,No,Yes,Yes,Yes,,Oshawa, L1J5Y2,42.0,21.0,13.0,20.0,13.0,10.0,13.0,4.0,3.0,7.0,2.0,1.0,thorntonview,,0,,Inactive,154.0,Oshawa,3518013.0,43.8859505,-78.8922213
TILBURY MANOR NURSING HOME,16 Fort Street P.O. Box 160,Erie St. Clair,For-Profit,Yes,Yes,Yes,Yes,,Tilbury, N0P2L0,33.0,20.0,7.0,16.0,6.0,2.0,9.0,7.0,3.0,3.0,3.0,,tilbury manor nursing home,,,,,75.0,Chatham-Kent,3536020.0,42.25877139,-82.43044492
TONY STACEY CENTRE FOR VETERANS' CARE,59 Lawson Road,Central East,Non-Profit,Yes,Yes,No,No,,Toronto, M1C2J1,18.0,10.0,6.0,7.0,3.0,2.0,3.0,3.0,3.0,7.0,4.0,1.0,tony stacey centre for veterans' care,,0,,Inactive,100.0,Toronto,3520005.0,43.78323942,-79.16339403
TOWNSHIP OF OSGOODE CARE CENTRE,7650 Snake Island Road,Champlain,Non-Profit,Yes,Yes,Yes,No,,Metcalfe, K0A2P0,21.0,10.0,6.0,9.0,2.0,1.0,8.0,5.0,4.0,,,,township of osgoode care centre,,,,,100.0,Ottawa,3506008.0,45.22188813,-75.50384886
TRENT VALLEY LODGE,195 Bay Street,South East,For-Profit,No,Yes,Yes,Yes,,Trenton, K8V1H9,45.0,37.0,10.0,19.0,14.0,4.0,10.0,9.0,4.0,13.0,12.0,3.0,trent valley lodge,,,,,102.0,Quinte West,3512015.0,44.10291195,-77.55773544
TRILLIUM COURT,550 Philip Place,South West,For-Profit,No,Yes,Yes,Yes,,Kincardine, N2Z3A6,23.0,10.0,4.0,7.0,1.0,,7.0,3.0,1.0,4.0,2.0,2.0,trillium court,,,,,40.0,Kincardine,3541024.0,44.18149597,-81.62055194
TRILLIUM MANOR HOME FOR THE AGED,12 Grace Avenue,North Simcoe Muskoka,Municipal,Yes,Yes,Yes,Yes,,Orillia, L3V2K2,23.0,13.0,5.0,10.0,5.0,2.0,7.0,4.0,2.0,3.0,1.0,,trillium manor home for the aged,,,,,122.0,Orillia,3543052.0,44.62900615,-79.42526219
TRILLIUM RETIREMENT AND CARE COMMUNITY,800 Edgar Street,South East,For-Profit,Yes,Yes,Yes,Yes,,Kingston, K7M8S4,81.0,40.0,17.0,29.0,12.0,7.0,30.0,19.0,8.0,16.0,6.0,1.0,trillium retirement and care community,,,,,190.0,Kingston,3510010.0,44.25040282,-76.55202522
TRILLIUM VILLA NURSING HOME,1221 Michigan Avenue,Erie St. Clair,For-Profit,Yes,Yes,No,Yes,,Sarnia, N7S3Y3,36.0,11.0,7.0,9.0,1.0,,21.0,7.0,7.0,,,,trillium villa nursing home,,,,,152.0,Sarnia,3538030.0,42.99848453,-82.36358616
TRINITY VILLAGE CARE CENTRE,2727 Kingsway Drive,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,,Kitchener, N2C1A7,54.0,21.0,7.0,24.0,12.0,4.0,21.0,4.0,2.0,5.0,4.0,1.0,trinity village care centre,<5,18,<5,Active,150.0,Kitchener,3530013.0,43.4298142,-80.4417755
TRUE DAVIDSON ACRES,200 Dawes Road,Toronto Central,Municipal,Yes,Yes,Yes,Yes,,Toronto, M4C5M8,24.0,14.0,9.0,14.0,6.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,true davidson acres,,,,,187.0,Toronto,3520005.0,43.6960602,-79.29840606
TSIIONKWANONHSOTE,70 Kawehnoke Apartments Road,Champlain,Non-Profit,No,Yes,No,Yes,,Akwesasne, K6H5R7,22.0,15.0,8.0,6.0,2.0,1.0,3.0,1.0,1.0,11.0,10.0,7.0,tsiionkwanonhsote,,,,,50.0,Akwesasne (Part) 59,3501007.0,45.0031277,-74.68694690000002
TUFFORD NURSING HOME,312 Queenston Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,No,Yes,,St Catharines, L2P2X4,15.0,5.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,tufford nursing home,0,0,0,Active,64.0,St. Catharines,3526053.0,43.15938461,-79.21839749
TULLAMORE CARE COMMUNITY,133 Kennedy Road South,Central West,For-Profit,Yes,Yes,Yes,Yes,,Brampton, L6W3G3,52.0,27.0,16.0,27.0,12.0,7.0,15.0,7.0,5.0,14.0,7.0,3.0,tullamore care community,,,,,159.0,Brampton,3521010.0,43.68480267,-79.73603059999998
TWIN LAKES TERRACE LONG TERM CARE COMMUNITY,1310 Murphy Road,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,,Sarnia, N7S6K5,13.0,8.0,5.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,twin lakes terrace long term care community,,,,,60.0,Sarnia,3538030.0,43.00307673,-82.36506926
TWIN OAKS OF MARYHILL,1360 Maryhill Road,Waterloo Wellington,For-Profit,No,Yes,No,No,,Maryhill, N0B2B0,18.0,12.0,5.0,8.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0,,twin oaks of maryhill,,0,,Inactive,31.0,Woolwich,3530035.0,43.53642702,-80.39357269
TYNDALL NURSING HOME,1060 Eglinton Avenue East,Mississauga Halton,For-Profit,No,Yes,No,Yes,,Mississauga, L4W1K3,48.0,22.0,8.0,19.0,4.0,2.0,8.0,6.0,5.0,20.0,10.0,2.0,tyndall nursing home,,,,,151.0,Mississauga,3521005.0,43.62835307,-79.62744866
UKRAINIAN CANADIAN CARE CENTRE,60 Richview Road,Central,Non-Profit,No,Yes,Yes,Yes,,Etobicoke, M9A5E4,15.0,10.0,7.0,6.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,ukrainian canadian care centre,20,<5,<5,Active,152.0,Toronto,3520005.0,43.68434358,-79.51869943
UNION VILLA,4300 Highway #7,Central,Non-Profit,No,Yes,Yes,Yes,,Unionville, L3R1L8,36.0,18.0,14.0,12.0,5.0,4.0,12.0,8.0,8.0,11.0,5.0,5.0,union villa,,0,,Inactive,160.0,Markham,3519036.0,43.86143002,-79.31443048
UNITED MENNONITE HOME,4024 Twenty-Third Street,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,,Vineland, L0R2C0,27.0,16.0,8.0,12.0,5.0,4.0,10.0,7.0,4.0,4.0,3.0,1.0,united mennonite home,,,,,128.0,Lincoln,3526057.0,43.15760750000001,-79.38808084
UPPER CANADA LODGE,272 Wellington Street P. O. Box 1390,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,,Niagara-On-The-Lake, L0S1J0,24.0,11.0,7.0,8.0,3.0,2.0,6.0,2.0,2.0,6.0,2.0,2.0,upper canada lodge,,,,,80.0,Niagara-on-the-Lake,3526047.0,43.25020429999999,-79.0694642
VALLEY MANOR NURSING HOME,88 Mintha Street P. O. Box 880,Champlain,Non-Profit,No,Yes,No,Yes,,Barry's Bay, K0J1B0,21.0,9.0,4.0,2.0,1.0,1.0,9.0,3.0,2.0,4.0,,,valley manor nursing home,,,,,90.0,Madawaska Valley,3547030.0,45.48637478,-77.6878502
VALLEY PARK LODGE,6400 Valley Way,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes,,Niagara Falls, L2E7E3,32.0,15.0,5.0,20.0,7.0,4.0,2.0,2.0,1.0,4.0,3.0,,valley park lodge,,,,,65.0,Niagara Falls,3526043.0,43.0977475,-79.10129525
VALLEYVIEW HOME,350 Burwell Road,South West,Municipal,Yes,Yes,Yes,Yes,,St. Thomas, N5P0A3,33.0,18.0,13.0,11.0,7.0,5.0,13.0,5.0,5.0,3.0,3.0,2.0,valleyview home,,,,,136.0,St. Thomas,3534021.0,42.80412155,-81.15985057
VALLEYVIEW RESIDENCE,541 Finch Avenue West,Central,Non-Profit,No,Yes,No,No,,North York, M2R3Y3,57.0,23.0,15.0,28.0,11.0,7.0,16.0,5.0,4.0,10.0,5.0,3.0,valleyview residence,,<5,,Inactive,174.0,Toronto,3520005.0,43.77088320000001,-79.44630321
VERA M. DAVIS COMMUNITY CARE CENTRE,80 Allan Drive,Central West,Non-Profit,No,Yes,No,Yes,,Bolton, L7E1P7,14.0,9.0,4.0,1.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,vera m. davis community care centre,,,,,64.0,Caledon,3521024.0,43.87348751,-79.72446771
VERMONT SQUARE,914 Bathurst Street,Toronto Central,For-Profit,Yes,Yes,Yes,Yes,,Toronto, M5R3G5,21.0,15.0,12.0,6.0,5.0,4.0,8.0,5.0,5.0,3.0,3.0,3.0,vermont square,<5,0,<5,Active,130.0,Toronto,3520005.0,43.66830209,-79.41276169
VICTORIA GARDENS LONG TERM CARE,176 Victoria Avenue North,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,,Hamilton, L8L5G1,18.0,10.0,5.0,7.0,3.0,1.0,7.0,4.0,4.0,2.0,2.0,,victoria gardens long term care,,,,,76.0,Hamilton,3525005.0,43.25834859,-79.8542586
VICTORIA MANOR HOME FOR THE AGED,220 Angeline Street South,Central East,Municipal,Yes,Yes,Yes,Yes,,Lindsay, K9V4R2,47.0,20.0,7.0,14.0,5.0,3.0,18.0,6.0,2.0,9.0,4.0,1.0,victoria manor home for the aged,,,,,166.0,Kawartha Lakes,3516010.0,44.33869223,-78.74399304
VICTORIA VILLAGE MANOR,78 Ross Street,North Simcoe Muskoka,Non-Profit,Yes,Yes,Yes,Yes,,Barrie, L4N1G3,35.0,22.0,19.0,12.0,3.0,3.0,10.0,8.0,7.0,11.0,10.0,10.0,victoria village manor,,,,,128.0,Barrie,3543042.0,44.391122,-79.69850695
VILLA COLOMBO HOMES FOR THE AGED,40 Playfair Avenue,Central,Non-Profit,Yes,Yes,Yes,Yes,,Toronto, M6B2P9,54.0,33.0,14.0,20.0,11.0,6.0,23.0,13.0,7.0,13.0,11.0,3.0,villa colombo homes for the aged,9,<5,11,Active,391.0,Toronto,3520005.0,43.71064079,-79.45648501
VILLA COLOMBO SENIORS CENTRE (VAUGHAN),"10443 Highway 27, Kleinburg",Central,Non-Profit,No,Yes,Yes,Yes,,Vaughan, L0J1C0,45.0,40.0,29.0,27.0,25.0,19.0,10.0,9.0,7.0,10.0,10.0,7.0,villa colombo seniors centre (vaughan),25,19,15,Active,160.0,Vaughan,,43.839618,79.631803
VILLA FORUM,175 Forum Drive,Mississauga Halton,Non-Profit,No,Yes,Yes,Yes,,Mississauga, L4Z4E5,38.0,13.0,7.0,16.0,6.0,4.0,9.0,3.0,2.0,3.0,3.0,3.0,villa forum,,10,,Inactive,160.0,Mississauga,3521005.0,43.61180807,-79.65152977
VILLA LEONARDO GAMBIN,40 Friuli Court,Central,Non-Profit,Yes,Yes,Yes,Yes,,Woodbridge, L4L9T3,34.0,13.0,7.0,15.0,4.0,3.0,9.0,4.0,3.0,8.0,2.0,1.0,villa leonardo gambin,<5,12,19,Active,168.0,Vaughan,3519028.0,43.7661994,-79.57417395
VILLA MARCONI,1026 Baseline Road,Champlain,Non-Profit,No,Yes,Yes,Yes,,Ottawa, K2C0A6,53.0,40.0,21.0,25.0,16.0,10.0,16.0,13.0,7.0,8.0,8.0,5.0,villa marconi,,0,,Inactive,128.0,Ottawa,3506008.0,45.36599844,-75.72703304
VILLA MINTO,241 Eighth Street P.O. Box 280,North East,Non-Profit,No,Yes,Yes,Yes,,Cochrane, P0L1C0,22.0,14.0,4.0,5.0,1.0,,7.0,5.0,2.0,9.0,6.0,1.0,villa minto,,,,,33.0,Cochrane,3556042.0,49.06971147,-81.0205333
VILLAGE ON THE RIDGE,9 Myrtle Street,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,,Ridgetown, N0P2C0,15.0,8.0,5.0,2.0,2.0,2.0,6.0,2.0,2.0,,,,village on the ridge,,,,,40.0,Chatham-Kent,3536020.0,42.43530685,-81.88026626
VISION '74 INC.,229 Wellington Street,Erie St. Clair,Non-Profit,Yes,Yes,Yes,Yes,,Sarnia, N7T1G9,38.0,12.0,5.0,6.0,2.0,,25.0,6.0,4.0,2.0,,,vision nursing home,16,6,20,Active,146.0,Sarnia,3538030.0,42.96819132,-82.40364827
WARKWORTH PLACE,97 Mill Street P.O. Box 68,Central East,For-Profit,Yes,Yes,No,Yes,,Warkworth, K0K3K0,24.0,13.0,4.0,10.0,7.0,3.0,8.0,3.0,1.0,3.0,1.0,,warkworth place,,,,,60.0,Trent Hills,3514045.0,44.19868555,-77.89304385
WATERS EDGE CARE COMMUNITY,401 William Street,North East,For-Profit,No,Yes,Yes,Yes,,North Bay, P1A1X5,41.0,28.0,12.0,15.0,9.0,4.0,17.0,11.0,6.0,5.0,5.0,2.0,waters edge care community,,,,,148.0,North Bay,3548044.0,46.27873103,-79.44783366
