Antipsychotic Medication Use (%)‡*,Depression (%)*,Falls (%)‡*,Home Name,Pain (%)*,Physical Restraints Use (%)‡*,Placements for referrals from all prior locations (days)◊α,Placements for referrals from community (days)◊α,Placements for referrals from hospital (days)◊α,Pressure Ulcers (%)‡*,cleaned_home_name,index,matched,name1,address,LHIN,home_type,short_stay,residents_council,family_council,accreditation,city,postal_code_x,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,cleaned_name,Confirmed Resident Cases,Resident Deaths,Confirmed Staff Cases,Status,CSDname,CSDuid,latitude,longitude,number_beds
20.1,6.6,29.5,Parkview Meadows Christian Retirement Village - Gardenview LTC Home,11.9,3.4,219.5,219.5,NR,3.3,parkview meadows christian retirement village - gardenview long term care home,347.0,True,gardenview long term care home,72 Town Centre Drive,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,Yes,No,Townsend, N0A1S0,18.0,14.0,2.0,8.0,6.0,2.0,1.0,,,5.0,5.0,,gardenview long term care home,,0,,Inactive,Haldimand County,3528018.0,42.88836551,-80.14081206,64.0
12,38.2,16.6,Peoplecare Inc. - Delhi LTC,4.5,0,49,49,LV,3.8,peoplecare inc. - delhi long term care,349.0,False,delhi long term care centre,750 Gibraltar Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,No,Yes,Delhi, N4B3B3,27.0,13.0,3.0,5.0,3.0,,8.0,4.0,1.0,11.0,6.0,1.0,delhi long term care centre,,,,,Norfolk County,3528052.0,42.8420406,-80.4905752,60.0
34,30.4,19.9,Peoplecare Inc. - Golden Years,4.2,0,42,69,22,4.7,peoplecare inc. - golden years,350.0,False,golden years nursing home,704 Eagle Street North P.O. Box 3277,Waterloo Wellington,For-Profit,No,Yes,Yes,No,Cambridge, N3H4T3,56.0,26.0,12.0,23.0,10.0,4.0,11.0,6.0,4.0,13.0,8.0,4.0,golden years nursing home,,0,,Inactive,Cambridge,3530010.0,43.4042795,-80.35454667,88.0
23.8,29.3,17.5,Peoplecare Inc. - Peoplecare AR Goudie,4.4,0,155,136,LV,2.6,peoplecare inc. - peoplecare ar goudie,351.0,False,peoplecare a.r. goudie kitchener,369 Frederick Street,Waterloo Wellington,Non-Profit,No,Yes,Yes,Yes,Kitchener, N2H2P1,32.0,17.0,7.0,13.0,7.0,5.0,13.0,5.0,2.0,2.0,2.0,,peoplecare a.r. goudie kitchener,<5,9,18,Active,Kitchener,3530013.0,43.4564955,-80.47446971,80.0
26,27.3,19.6,Peoplecare Inc. - Peoplecare Hilltop Manor,4.3,0,86,71,181,4,peoplecare inc. - peoplecare hilltop manor,352.0,False,peoplecare hilltop manor cambridge,42 Elliott Street,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Cambridge, N1R2J2,42.0,23.0,6.0,15.0,8.0,2.0,18.0,10.0,3.0,7.0,7.0,3.0,peoplecare hilltop manor cambridge,,0,,Inactive,Cambridge,3530010.0,43.35352749,-80.30996865,185.0
29.4,31.8,23.4,Peoplecare Inc. - Peoplecare Oakcrossing,2.4,0,243,234.5,LV,1.4,peoplecare inc. - peoplecare oakcrossing,353.0,False,peoplecare oakcrossing london,1242 Oakcrossing Road,South West,For-Profit,No,Yes,Yes,Yes,London, N6H0G2,83.0,27.0,14.0,47.0,14.0,6.0,30.0,9.0,7.0,1.0,1.0,1.0,peoplecare oakcrossing london,,0,,Inactive,London,3539036.0,42.99044098,-81.31277543,160.0
27.9,26.9,12.7,Peoplecare Inc. - Peoplecare Tavistock,2.7,0,97.5,97.5,80,3.8,peoplecare inc. - peoplecare tavistock,354.0,True,peoplecare tavistock,28 William Street North P.O. Box 460,South West,For-Profit,Yes,Yes,No,Yes,Tavistock, N0B2R0,22.0,10.0,5.0,7.0,3.0,2.0,10.0,4.0,3.0,,,,peoplecare tavistock,,,,,East Zorra-Tavistock,3532038.0,43.31908376,-80.83917752,100.0
21.8,32.1,16.8,Perley and Rideau Veterans' Health Centre - Standard Beds,8.1,11,333.5,394,26,1.7,perley and rideau veterans' health centre - standard beds,355.0,False,the perley and rideau veterans' health centre,1750 Russell Road,Champlain,Non-Profit,Yes,Yes,Yes,Yes,Ottawa, K1G5Z6,89.0,50.0,19.0,25.0,17.0,7.0,41.0,17.0,7.0,19.0,11.0,3.0,the perley and rideau veterans' health centre,,11,,Inactive,Ottawa,3506008.0,45.40374035,-75.63671562,450.0
13,34.7,18.2,Perley and Rideau Veterans' Health Centre - Veterans Beds,11.6,8.3,NR,NR,NR,3.1,perley and rideau veterans' health centre - veterans beds,356.0,False,veterans beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.9,36.9,13.2,Pleasant Manor Retirement Village - OA Pleasant Manor,8,4,276,276,NR,2.2,pleasant manor retirement village - oa pleasant manor,357.0,False,pleasant manor retirement village,15 Elden Street Box 500,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,No,Yes,No,No,Virgil, L0S1T0,14.0,9.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,pleasant manor retirement village,,,,,Niagara-on-the-Lake,3526047.0,43.22673892,-79.12186246,41.0
17.3,23.4,11.2,Poranganel Holdings Ltd. - King City Lodge Nursing Home,8.5,1,231,LV,LV,1.2,poranganel holdings ltd. - king city lodge nursing home,358.0,True,king city lodge nursing home,146 Fog Road,Central,For-Profit,No,Yes,Yes,Yes,King City, L7B1A3,13.0,8.0,3.0,7.0,4.0,3.0,1.0,,,1.0,1.0,,king city lodge nursing home,,,,,King,3519049.0,43.97147063,-79.55151987,36.0
24.8,24.7,13.6,Primacare Living Solutions - Burton Manor,0.5,11.1,98,98,LV,2.8,primacare living solutions - burton manor,359.0,True,burton manor,5 Sterritt Drive,Central West,For-Profit,No,Yes,Yes,Yes,Brampton, L6Y5P3,27.0,9.0,6.0,11.0,2.0,1.0,8.0,3.0,3.0,6.0,3.0,2.0,burton manor,0,11,<5,Active,Brampton,3521010.0,43.66143557,-79.77341911,128.0
30.4,35,17.8,Primacare Living Solutions - Henley House,2.1,7.4,193.5,198,LV,4.7,primacare living solutions - henley house,360.0,False,the henley house,20 Ernest Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,St. Catharines, L2N7T2,54.0,23.0,12.0,26.0,12.0,5.0,18.0,6.0,6.0,10.0,4.0,1.0,the henley house,,0,,Inactive,St. Catharines,3526053.0,43.18492631,-79.2578661,160.0
25.3,31.5,20.5,Primacare Living Solutions - Henley Place,1.7,16.3,196,196,LV,3.8,primacare living solutions - henley place,361.0,True,henley place,1961 Cedarhollow Blvd,South West,For-Profit,No,Yes,Yes,Yes,London, N5X0K2,62.0,44.0,19.0,31.0,18.0,5.0,20.0,17.0,10.0,6.0,5.0,2.0,henley place,<5,0,0,Active,London,3539036.0,43.04540679,-81.21472021,192.0
16.2,25.9,18.7,Providence Care Centre - Providence Manor,29.5,9.1,153,159,LV,2.5,providence care centre - providence manor,362.0,True,providence manor,275 Sydenham Street,South East,Non-Profit,Yes,Yes,Yes,Yes,Kingston, K7K1G7,71.0,50.0,18.0,23.0,17.0,7.0,32.0,21.0,9.0,15.0,10.0,3.0,providence manor,,0,,Inactive,Kingston,3510010.0,44.23553812,-76.48546340000001,243.0
26.7,28.1,16.4,Provincial Nursing Home Ltd. Partnership - Errinrung Nursing Home,4.3,0,65,63,LV,2.9,provincial nursing home ltd. partnership - errinrung nursing home,364.0,False,errinrung long term care home,67 Bruce Street P.O. Box 7069,South West,For-Profit,Yes,Yes,Yes,Yes,Thornbury, N0H2P0,30.0,13.0,5.0,19.0,7.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,errinrung long term care home,,,,,The Blue Mountains,3542045.0,44.55940799,-80.45518861,60.0
19.5,25.2,13.9,Provincial Nursing Home Ltd. Partnership - Queensway Nursing Home,10.9,3.6,40,66,54,1,provincial nursing home ltd. partnership - queensway nursing home,365.0,False,queensway long term care home,100 Queen Street East P.O. Box 369,South West,For-Profit,Yes,Yes,Yes,Yes,Hensall, N0M1X0,26.0,11.0,7.0,16.0,4.0,3.0,5.0,4.0,4.0,1.0,1.0,,queensway long term care home,,,,,Bluewater,3540010.0,43.43497405,-81.50347404,60.0
24.5,24.2,15.4,Provincial Nursing Home Ltd. Partnership - Regency Manor Nursing Home,1,1.4,248.5,310.5,167,2.3,provincial nursing home ltd. partnership - regency manor nursing home,366.0,False,regency long term care home,66 Dorset Street East,Central East,For-Profit,Yes,Yes,Yes,Yes,Port Hope, L1A1E3,26.0,13.0,4.0,5.0,2.0,,9.0,5.0,3.0,9.0,2.0,,regency long term care home,,,,,Port Hope,3514020.0,43.95079819,-78.28804066,60.0
18.5,23.5,26.2,Provincial Nursing Home Ltd. Partnership - Shelburne Nursing Home,1.5,0,181,185,LV,2.6,provincial nursing home ltd. partnership - shelburne nursing home,367.0,False,shelburne long term care home,200 Robert Street P.O. Box 156,Central West,For-Profit,Yes,Yes,Yes,Yes,Shelburne, L0N1S1,22.0,15.0,9.0,9.0,4.0,3.0,4.0,2.0,1.0,6.0,6.0,4.0,shelburne long term care home,,18,,Inactive,Shelburne,3522021.0,44.08301872,-80.20421248,60.0
16.9,33.8,26.6,Regional Municipality Of Durham - Fairview Lodge,3.1,6.5,508,445.5,610,3.3,regional municipality of durham - fairview lodge,368.0,True,fairview lodge,632 Dundas Street West P.O. Box 300,Central East,Municipal,No,Yes,Yes,Yes,Whitby, L1N5S3,46.0,27.0,11.0,18.0,11.0,7.0,19.0,8.0,3.0,2.0,2.0,,fairview lodge,,0,,Inactive,Whitby,3518009.0,43.87912064,-78.95110927,198.0
27.1,30.9,20.4,Regional Municipality Of Durham - Hillsdale Estates,0.9,1.3,493.5,471.5,LV,3,regional municipality of durham - hillsdale estates,369.0,True,hillsdale estates,590 Oshawa Blvd. North,Central East,Municipal,No,Yes,Yes,Yes,Oshawa, L1G5T9,52.0,31.0,14.0,23.0,11.0,5.0,20.0,11.0,7.0,12.0,12.0,8.0,hillsdale estates,,0,,Inactive,Oshawa,3518013.0,43.91384855,-78.86330374,300.0
14.3,36,27.6,Regional Municipality Of Durham - Hillsdale Terraces,6.7,1,569,577.5,LV,2.7,regional municipality of durham - hillsdale terraces,370.0,True,hillsdale terraces,600 Oshawa Blvd. North,Central East,Municipal,No,Yes,Yes,Yes,Oshawa, L1G5T9,57.0,26.0,9.0,30.0,14.0,6.0,20.0,8.0,3.0,5.0,3.0,1.0,hillsdale terraces,,13,,Inactive,Oshawa,3518013.0,43.91500165,-78.86454214,200.0
10.3,34.7,23.9,Regional Municipality Of Durham - Lakeview Manor,2.3,1,281,281,LV,1.7,regional municipality of durham - lakeview manor,371.0,True,lakeview manor,133 Main Street P.O. Box 514,Central East,Municipal,Yes,Yes,Yes,Yes,Beaverton, L0K1A0,30.0,14.0,5.0,9.0,3.0,1.0,12.0,5.0,4.0,4.0,2.0,,lakeview manor,,0,,Inactive,Brock,3518039.0,44.42747763,-79.16356588,149.0
18.9,31.4,18.6,Regional Municipality Of Hamilton-Wentworth - Macassa Lodge,8.3,7.9,114,110,65,4.4,regional municipality of hamilton-wentworth - macassa lodge,372.0,True,macassa lodge,701 Upper Sherman Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Hamilton, L8V3M7,31.0,18.0,11.0,10.0,3.0,3.0,10.0,7.0,5.0,6.0,4.0,2.0,macassa lodge,0,0,<5,Active,Hamilton,3525005.0,43.22567639,-79.84867319,270.0
22.7,29.9,18.7,Regional Municipality Of Hamilton-Wentworth - Wentworth Lodge,16.7,4.4,151,125.5,304,5.2,regional municipality of hamilton-wentworth - wentworth lodge,373.0,True,wentworth lodge,41 South Street West,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes,Dundas, L9H4C4,23.0,18.0,12.0,7.0,7.0,4.0,8.0,5.0,5.0,3.0,3.0,3.0,wentworth lodge,,0,,Inactive,Hamilton,3525005.0,43.25983089,-79.94970123,160.0
16.9,23.1,14.7,Regional Municipality Of Ottawa-Carleton - Carleton Lodge,4.2,7.2,414,420.5,LV,2.5,regional municipality of ottawa-carleton - carleton lodge,374.0,True,carleton lodge,55 Lodge Road R. R. #2,Champlain,Municipal,No,Yes,Yes,Yes,Nepean, K2C3H1,29.0,23.0,10.0,6.0,4.0,2.0,16.0,14.0,6.0,2.0,1.0,,carleton lodge,,,,,Ottawa,3506008.0,45.26559733,-75.70705903,161.0
19.9,15,20.5,Regional Municipality Of Ottawa-Carleton - Centre D'accueil Champlain,5.2,5.7,364,364,LV,3.9,regional municipality of ottawa-carleton - centre d'accueil champlain,375.0,True,centre d'accueil champlain,275 Perrier Street,Champlain,Municipal,No,Yes,Yes,Yes,Vanier, K1L5C6,122.0,86.0,44.0,32.0,18.0,4.0,62.0,40.0,26.0,22.0,22.0,12.0,centre d'accueil champlain,,0,,Inactive,Ottawa,3506008.0,45.44308406,-75.66040993,160.0
17.7,16.2,18.3,Regional Municipality Of Ottawa-Carleton - Garry J. Armstrong Home,7.7,13.7,776,775.5,LV,3.1,regional municipality of ottawa-carleton - garry j. armstrong home,376.0,True,garry j. armstrong home,200 Island Lodge Road,Champlain,Municipal,No,Yes,Yes,Yes,Ottawa, K1N5M2,70.0,53.0,22.0,30.0,25.0,12.0,24.0,18.0,5.0,14.0,9.0,3.0,garry j. armstrong home,,0,,Inactive,Ottawa,3506008.0,45.43785466,-75.68321333,180.0
9.4,25.5,16.3,Regional Municipality Of Ottawa-Carleton - Peter D. Clark Centre,2.3,8.9,699,699,LV,1.7,regional municipality of ottawa-carleton - peter d. clark centre,377.0,True,peter d. clark centre,9 Meridian Place,Champlain,Municipal,No,Yes,Yes,Yes,Ottawa, K2G6P8,91.0,69.0,35.0,44.0,36.0,19.0,32.0,20.0,12.0,11.0,9.0,3.0,peter d. clark centre,18,5,16,Active,Ottawa,3506008.0,45.34293864,-75.76125205,216.0
24.3,43.3,18.9,Regional Municipality Of Peterborough - Fairhaven,1,14.5,546,560,LV,2.8,regional municipality of peterborough - fairhaven,378.0,True,fairhaven,881 Dutton Road,Central East,Municipal,Yes,Yes,Yes,Yes,Peterborough, K9H7S4,36.0,24.0,12.0,13.0,9.0,5.0,15.0,9.0,7.0,7.0,5.0,2.0,fairhaven,,,,,Peterborough,3515014.0,44.32761635,-78.3181676,256.0
19.6,29.9,21.2,Regional Municipality Of Waterloo - Sunnyside Home,2.4,10.2,131,125.5,LV,3.6,regional municipality of waterloo - sunnyside home,379.0,True,sunnyside home,247 Franklin Street North,Waterloo Wellington,Municipal,Yes,Yes,Yes,Yes,Kitchener, N2G4J3,84.0,41.0,14.0,30.0,16.0,3.0,47.0,20.0,9.0,5.0,5.0,2.0,sunnyside home,0,0,<5,Active,Kitchener,3530013.0,43.440994,-80.4451854,263.0
35.9,25.5,12.7,Regional Municipality Of Windsor - Huron Lodge LTC Home,2.7,3.3,198,160.5,LV,2.1,regional municipality of windsor - huron lodge long term care home,380.0,True,huron lodge long term care home,1881 Cabana Road West,Erie St. Clair,Municipal,Yes,Yes,No,Yes,Windsor, N9G1C7,44.0,26.0,10.0,25.0,12.0,4.0,14.0,9.0,4.0,,,,huron lodge long term care home,,,,,Windsor,3537039.0,42.25323436,-83.0236891,224.0
17.1,22.7,19.9,Regional Municipality Of York - York Region Maple Health Centre,5,0,353.5,353.5,NR,2.7,regional municipality of york - york region maple health centre,381.0,True,york region maple health centre,10424 Keele Street,Central,Municipal,Yes,Yes,Yes,Yes,Maple, L6A2L1,25.0,18.0,10.0,10.0,6.0,2.0,5.0,3.0,3.0,6.0,5.0,3.0,york region maple health centre,,,,,Vaughan,3519028.0,43.86500652,-79.51564435,100.0
18,17.4,20.9,Regional Municipality Of York - York Region Newmarket Health Centre,6.2,0.4,452,386,NR,1.7,regional municipality of york - york region newmarket health centre,382.0,True,york region newmarket health centre,194 Eagle Street,Central,Municipal,Yes,Yes,Yes,Yes,Newmarket, L3Y1J6,26.0,16.0,8.0,10.0,5.0,3.0,7.0,4.0,3.0,6.0,3.0,1.0,york region newmarket health centre,,,,,Newmarket,3519048.0,44.04550395,-79.46877495,132.0
17.8,34.4,8.5,Religious Hospitallers Of St.Joseph H.C.Of Cornwal - St. Joseph's Continuing Care Centre,2.5,14.9,324.5,309,379,1.5,religious hospitallers of st.joseph h.c.of cornwal - st. joseph's continuing care centre,383.0,True,st. joseph's continuing care centre,14 York Street,Champlain,Non-Profit,No,Yes,Yes,Yes,Cornwall, K6J5T2,34.0,19.0,10.0,12.0,8.0,3.0,12.0,6.0,5.0,5.0,2.0,2.0,st. joseph's continuing care centre,,0,,Inactive,Cornwall,3501012.0,45.01462532,-74.73145128,150.0
31.4,26.9,14.5,Retirement Home Specialists Inc. - Morriston Park Nursing Home,7.5,0,LV,LV,NR,1,retirement home specialists inc. - morriston park nursing home,384.0,True,morriston park nursing home,7363 Calfass Road R. R. #2,Waterloo Wellington,For-Profit,No,Yes,No,No,Puslinch, N0B2J0,20.0,6.0,2.0,4.0,1.0,,5.0,1.0,1.0,6.0,,,morriston park nursing home,,,,,Puslinch,3523001.0,43.44004921,-80.1276776,28.0
18.2,16.3,19.8,Revera Inc. - Banwell Gardens Care Centre,3.4,0,43.5,39,63,2.1,revera inc. - banwell gardens care centre,385.0,True,banwell gardens care centre,3000 Banwell Road,Erie St. Clair,For-Profit,Yes,Yes,Yes,Yes,Tecumseh, N8N2M4,74.0,36.0,16.0,34.0,23.0,11.0,31.0,8.0,3.0,3.0,3.0,,banwell gardens care centre,,0,,Inactive,Windsor,3537039.0,42.31060008,-82.89979807,142.0
18.1,18.6,16.4,Revera Inc. - Bay Ridges,4.9,4.9,305,364,LV,3,revera inc. - bay ridges,386.0,True,bay ridges,900 Sandy Beach Road,Central East,For-Profit,No,Yes,Yes,Yes,Pickering, L1W1Z4,53.0,26.0,12.0,27.0,12.0,7.0,18.0,7.0,3.0,5.0,5.0,,bay ridges,,0,,Inactive,Pickering,3518001.0,43.82847003,-79.0771309,124.0
22.3,10.3,11,Revera Inc. - Baywoods Place,2.6,0,61,69,42,1.2,revera inc. - baywoods place,387.0,True,baywoods place,330 Main Street East,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Hamilton, L8N3T9,47.0,18.0,12.0,23.0,9.0,7.0,14.0,5.0,5.0,7.0,1.0,,baywoods place,,,,,Hamilton,3525005.0,43.25176169,-79.85694240000002,128.0
16.4,22.3,16.4,Revera Inc. - Blenheim Community Village,11.4,0,41,36,45,0.6,revera inc. - blenheim community village,388.0,True,blenheim community village,10 Mary Avenue,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Blenheim, N0P1A0,33.0,11.0,5.0,7.0,3.0,1.0,15.0,4.0,3.0,4.0,,,blenheim community village,,,,,Chatham-Kent,3536020.0,42.33971663,-81.98799919,65.0
14.9,27.5,11.8,Revera Inc. - Brierwood Gardens,4,3,115,171,LV,0.7,revera inc. - brierwood gardens,389.0,True,brierwood gardens,425 Park Road North,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Brantford, N3R7G5,55.0,15.0,9.0,20.0,3.0,1.0,13.0,5.0,4.0,26.0,7.0,4.0,brierwood gardens,,,,,Brantford,3529006.0,43.17853986,-80.24747732,79.0
15.5,13.4,14.7,Revera Inc. - Burloak,0.8,1.6,106,102.5,LV,0.8,revera inc. - burloak,390.0,True,burloak,5959 New Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,Burlington, L7L6W5,22.0,9.0,6.0,11.0,3.0,3.0,6.0,3.0,3.0,,,,burloak,,,,,Burlington,3524002.0,43.38147032,-79.73937757,144.0
20,17.4,22.1,Revera Inc. - Carlingview Manor,1.2,4.3,59.5,85,49,2.2,revera inc. - carlingview manor,391.0,True,carlingview manor,2330 Carling Avenue,Champlain,For-Profit,No,Yes,Yes,Yes,Ottawa, K2B7H1,106.0,58.0,32.0,51.0,29.0,15.0,40.0,19.0,11.0,14.0,7.0,6.0,carlingview manor,39,54,87,Active,Ottawa,3506008.0,45.36711344,-75.77672586,303.0
22.2,13.3,13.9,Revera Inc. - Columbia Forest,1.7,1.2,282,276,648,0.4,revera inc. - columbia forest,392.0,True,columbia forest,650 Mountain Maple Avenue,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes,Waterloo, N2V2P7,44.0,12.0,5.0,14.0,3.0,1.0,21.0,4.0,3.0,7.0,5.0,1.0,columbia forest,<5,0,<5,Active,Waterloo,3530016.0,43.4649426,-80.59136415,156.0
15.7,26.6,12,Revera Inc. - Dover Cliffs,1.2,2.9,41.5,57,9.5,0.6,revera inc. - dover cliffs,393.0,True,dover cliffs,501 St George Street P.O. BOX 430,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes,Port Dover, N0A1N0,40.0,18.0,9.0,10.0,5.0,2.0,12.0,7.0,5.0,11.0,7.0,4.0,dover cliffs,,,,,Norfolk County,3528052.0,42.78788949,-80.20786437,70.0
15.3,5.4,15.6,Revera Inc. - Eagle Terrace,0.6,0,233,206.5,LV,0.8,revera inc. - eagle terrace,394.0,True,eagle terrace,329 Eagle Street,Central,For-Profit,No,Yes,Yes,Yes,Newmarket, L3Y1K3,13.0,6.0,2.0,4.0,,,3.0,2.0,2.0,,,,eagle terrace,,<5,,Inactive,Newmarket,3519048.0,44.04894845,-79.46340434,70.0
17.6,14.1,15,Revera Inc. - Elginwood,1.9,1,278,334,LV,3.1,revera inc. - elginwood,395.0,True,elginwood,182 Yorkland Street,Central,For-Profit,Yes,Yes,Yes,Yes,Richmond Hill, L4S2M9,25.0,17.0,12.0,11.0,6.0,5.0,7.0,6.0,4.0,3.0,2.0,2.0,elginwood,,,,,Richmond Hill,3519038.0,43.90172983,-79.44169122,124.0
17.7,22.7,15.7,Revera Inc. - Elmwood Place,2.5,4.3,114.5,93.5,LV,0.8,revera inc. - elmwood place,396.0,True,elmwood place,46 Elmwood Place West,South West,For-Profit,No,Yes,Yes,Yes,London, N6J1J2,49.0,19.0,10.0,18.0,8.0,3.0,19.0,5.0,4.0,5.0,3.0,2.0,elmwood place,,0,,Inactive,London,3539036.0,42.96948268,-81.26521352,90.0
23.9,21.4,20.9,Revera Inc. - Fenelon Court,4.1,1.7,495,533,LV,2.2,revera inc. - fenelon court,397.0,True,fenelon court,44 Wychwood Crescent,Central East,For-Profit,No,Yes,Yes,Yes,Fenelon Falls, K0M1N0,18.0,11.0,4.0,6.0,3.0,1.0,7.0,4.0,2.0,,,,fenelon court,0,0,<5,Active,Kawartha Lakes,3516010.0,44.52846487,-78.73121905,67.0
16.5,11.2,18.5,Revera Inc. - Forest Heights,9.6,1.6,101,116,38,2.3,revera inc. - forest heights,398.0,True,forest heights,60 Westheights Drive,Waterloo Wellington,For-Profit,Yes,Yes,Yes,Yes,Kitchener, N2N2A8,102.0,40.0,13.0,45.0,12.0,5.0,41.0,17.0,4.0,11.0,6.0,3.0,forest heights,171,50,68,Active,Kitchener,3530013.0,43.42864339,-80.52997973,240.0
18,19.8,15.9,Revera Inc. - Fosterbrooke,0,0,283,283,LV,3.6,revera inc. - fosterbrooke,399.0,True,fosterbrooke,330 King Street West,Central East,For-Profit,Yes,Yes,Yes,Yes,Newcastle, L1B1G9,23.0,13.0,2.0,9.0,4.0,,5.0,3.0,1.0,3.0,1.0,,fosterbrooke,,,,,Toronto,3520005.0,43.64665448,-79.39003029,88.0
14.2,13.4,20.5,Revera Inc. - Garden City Manor,7.7,1.7,54.5,59,54.5,2.3,revera inc. - garden city manor,400.0,True,garden city manor,168 Scott Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes,St. Catharines, L2N1H2,58.0,24.0,12.0,28.0,8.0,3.0,16.0,9.0,6.0,11.0,5.0,2.0,garden city manor,,0,,Inactive,St. Catharines,3526053.0,43.18091791,-79.2490312,200.0
15.7,14.8,14.4,Revera Inc. - Hallowell House,10.6,0,92.5,91,96,1.6,revera inc. - hallowell house,401.0,True,hallowell house,13628 Loyalist Parkway,South East,For-Profit,No,Yes,Yes,Yes,Picton, K0K2T0,41.0,18.0,8.0,16.0,7.0,4.0,17.0,5.0,3.0,5.0,5.0,2.0,hallowell house,,0,,Inactive,Prince Edward County,3513020.0,43.99421064,-77.1810053,97.0
14.4,23.1,9,Revera Inc. - Harold And Grace Baker Centre,4.1,2.6,156.5,160.5,LV,2.1,revera inc. - harold and grace baker centre,402.0,True,harold and grace baker centre,1 Northwestern Avenue,Central,Non-Profit,No,Yes,Yes,Yes,Toronto, M6M2J7,22.0,13.0,6.0,12.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,harold and grace baker centre,,16,,Inactive,Toronto,3520005.0,43.69821459,-79.46978092,120.0
17.7,21.5,13.8,Revera Inc. - Heartwood (Fka Versa-Care Cornwall),3.3,2.4,146,156,146,3,revera inc. - heartwood (fka versa-care cornwall),403.0,False,heartwood,201-11th Street East,Champlain,For-Profit,No,Yes,Yes,Yes,Cornwall, K6H2Y6,39.0,24.0,13.0,19.0,13.0,6.0,15.0,7.0,5.0,2.0,2.0,2.0,heartwood,,,,,Cornwall,3501012.0,45.03336123,-74.73229849,118.0
16.4,22,14.1,Revera Inc. - Hillside Manor,9.6,3.7,57,65.5,63.5,1.4,revera inc. - hillside manor,404.0,True,hillside manor,R. R. #5,South West,For-Profit,No,Yes,Yes,Yes,Stratford, N5A6S6,29.0,17.0,9.0,8.0,5.0,3.0,15.0,8.0,6.0,1.0,1.0,,hillside manor,,0,,Inactive,Perth East,3531030.0,43.4245342,-81.09831679999998,90.0
18,10.6,17.2,Revera Inc. - Humber Valley Terrace,0.3,0,48.5,60,54,3.7,revera inc. - humber valley terrace,405.0,True,humber valley terrace,95 Humber College Blvd.,Central West,For-Profit,No,Yes,Yes,Yes,Rexdale, M9V5B5,34.0,16.0,3.0,17.0,4.0,1.0,8.0,5.0,1.0,8.0,7.0,2.0,humber valley terrace,59,28,24,Active,Toronto,3520005.0,43.72717599,-79.59650396,158.0
15.6,32.2,12.9,Revera Inc. - Iler Lodge,3.3,0,155,150,NR,0.8,revera inc. - iler lodge,406.0,True,iler lodge,111 Iler Avenue,Erie St. Clair,For-Profit,No,Yes,Yes,Yes,Essex, N8M1T6,108.0,49.0,21.0,48.0,24.0,11.0,50.0,19.0,8.0,3.0,2.0,,iler lodge,,,,,Essex,3537016.0,42.17030086,-82.82364113,104.0
16.6,4.1,10.2,Revera Inc. - Kennedy Lodge,0.9,0,374,259,577,2,revera inc. - kennedy lodge,407.0,True,kennedy lodge,1400 Kennedy Road,Central East,For-Profit,Yes,Yes,Yes,Yes,Scarborough, M1P4V6,25.0,11.0,7.0,7.0,3.0,3.0,13.0,4.0,3.0,2.0,2.0,1.0,kennedy lodge,<5,0,<5,Active,Toronto,3520005.0,43.76265941,-79.28056556,289.0
